Facility,Chargecode,Description,Rev,CPT,1/1/22 Fee
BAYCARE,10000607,US RETROPERITONEUM COMPLETE,402,76770,810.00
BAYCARE,10000608,US RETROPERITONEUM LTD,402,76775,605.00
BAYCARE,10000609,US RENAL TRANSPLANT,402,76776,"1,160.00"
BAYCARE,10000610,US SPINAL CORD,402,76800,705.00
BAYCARE,10000611,US OB < 14 WK SINGLE FETUS,402,76801,940.00
BAYCARE,10000612,US OB <14 WK ADDL FETUS,402,76802,470.00
BAYCARE,10000613,US OB >/=14 WK SINGLE FETUS,402,76805,"1,140.00"
BAYCARE,10000614,US OB >/=14 WK ADDL FETUS,402,76810,570.00
BAYCARE,10000615,US OB DETAILED SINGLE FETUS,402,76811,940.00
BAYCARE,10000616,US OB DETAILED ADDL FETUS,402,76812,470.00
BAYCARE,10000619,US OB LIMITED,402,76815,670.00
BAYCARE,10000620,US OB FOLLOW UP EA FETUS,402,76816,670.00
BAYCARE,10000621,US OB TRANSVAGINAL,402,76817,785.00
BAYCARE,10000622,BPP W/NST,402,76818,930.00
BAYCARE,10000623,BPP W/O NST,402,76819,700.00
BAYCARE,10000624,ECHO UMBILICAL ARTERY,402,76820,495.00
BAYCARE,10000625,ECHO MIDDLE CEREBRAL ARTERY,402,76821,495.00
BAYCARE,10000626,ECHO FETAL HEART,402,76825,"1,200.00"
BAYCARE,10000630,US TRANSVAGINAL,402,76830,690.00
BAYCARE,10000631,US PELVIS COMPLETE,402,76856,"1,000.00"
BAYCARE,10000632,US PELVIS LIMITED,402,76857,650.00
BAYCARE,10000633,US TESTICLES,402,76870,"1,040.00"
BAYCARE,10000634,US PROSTATE VOLUME STUDY,402,76873,"1,160.00"
BAYCARE,10000636,ULTRASOUND FOR VASCULAR ACCESS,402,76937,680.00
BAYCARE,10000637,US GUIDED ABLATION MONITORING,402,76940,730.00
BAYCARE,10000638,US NEEDLE GUIDANCE S&I,402,76942,"1,250.00"
BAYCARE,10000640,US GUIDANCE DX AMNIO S&I,402,76946,650.00
BAYCARE,10000641,US GUIDANCE RADIOTHERAPY,402,76965,900.00
BAYCARE,10000642,US GUIDANCE INTRAOPERATIVE,402,76998,510.00
BAYCARE,10000643,US MISCELLANEOUS,402,76999,135.00
BAYCARE,10000644,FLUORO GUIDANCE CVL,320,77001,360.00
BAYCARE,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,320,77002,360.00
BAYCARE,10000647,FLUORO GUIDANCE SPINE INJECTION,320,77003,360.00
BAYCARE,10000648,CT GUIDED STEREO LOCALIZATION,350,77011,"1,490.00"
BAYCARE,10000649,CT GUIDED NEEDLE PLACEMENT S&I,350,77012,"2,380.00"
BAYCARE,10000650,CT GUIDED TISSUE ABLATION,350,77013,"1,990.00"
BAYCARE,10000651,CT GUIDED FIELD PLACEMENT,350,77014,"2,750.00"
BAYCARE,10000662,BONE AGE STUDY,320,77072,510.00
BAYCARE,10000663,BONE LENGTH STUDY,320,77073,610.00
BAYCARE,10000665,BONE SURVEY COMPLETE,320,77075,"1,530.00"
BAYCARE,10000666,BONE SURVEY INFANT,320,77076,905.00
BAYCARE,10000667,JOINT SURVEY 1 VIEW 2 OR >JOINTS,320,77077,515.00
BAYCARE,10000668,DXA AXIAL SKELETON,320,77080,740.00
BAYCARE,10000669,DXA APPENDICULAR SKELETON,320,77081,550.00
BAYCARE,10000671,MR BONE MARROW/BLOOD SUPPLY,610,77084,"3,690.00"
BAYCARE,10000672,DOSIMETRY BASIC CALCULATION,330,77300,495.00
BAYCARE,10000678,NM THYROID METS IMAGING WHOLE BODY,341,78018,"2,870.00"
BAYCARE,10000679,NM THYROID METS UPTAKE,341,78020,810.00
BAYCARE,10000680,NM PARATHYROID IMAGING,341,78070,"1,640.00"
BAYCARE,10000681,NM BONE MARROW IMAGING/LTD,341,78102,"1,410.00"
BAYCARE,10000683,NM BONE MARROW IMAGING/WB,341,78104,"2,110.00"
BAYCARE,10000687,NM LYMPHOSCINTIGRAPHY,341,78195,"2,260.00"
BAYCARE,10000688,NM LIVER IMAGING/PLANAR,341,78201,"2,050.00"
BAYCARE,10000695,NM GASTRIC EMPTYING STUDY,341,78264,"2,100.00"
BAYCARE,10000696,NM GI BLEED STUDY,341,78278,"1,880.00"
BAYCARE,10000697,NM BOWEL IMAGING,341,78290,"1,610.00"
BAYCARE,10000699,NM BONE IMAGING/LTD,341,78300,"1,080.00"
BAYCARE,10000701,NM BONE IMAGING/WHOLE BODY,341,78306,"1,590.00"
BAYCARE,10000702,NM BONE IMAGING W FLOW,341,78315,"1,690.00"
BAYCARE,10000706,NM MYO PERF SPECT SINGLE,341,78451,"2,940.00"
BAYCARE,10000707,NM MYO PERF SPECT MULTIPLE,341,78452,"4,400.00"
BAYCARE,10000709,NM MYO PERF PLANAR MULTIPLE,341,78454,"4,970.00"
BAYCARE,10000711,NM PET MYOCARDIAL METABOLIC EVAL,404,78459,"7,060.00"
BAYCARE,10000712,NM GATED BLOOD POOL IMAGING REST,341,78472,"2,170.00"
BAYCARE,10000714,NM PET MYOCARDIAL PERFUSION SINGLE,404,78491,"7,060.00"
BAYCARE,10000716,NM PULMONARY PERFUSION,341,78580,"1,790.00"
BAYCARE,10000721,NM BRAIN IMAGING W FLOW/LTD,341,78601,"1,260.00"
BAYCARE,10000722,NM BRAIN IMAGING W FLOW,341,78606,"2,170.00"
BAYCARE,10000724,NM BRAIN METABOLIC EVAL,404,78608,"7,060.00"
BAYCARE,10000725,NM PET BRAIN PERFUSION EVAL,404,78609,"7,060.00"
BAYCARE,10000726,NM BRAIN IMAGING/FLOW ONLY,341,78610,"1,010.00"
BAYCARE,10000727,NM CISTERNOGRAPHY/PLANAR,341,78630,"1,890.00"
BAYCARE,10000728,NM CSF SHUNT IMAGING,341,78645,"2,050.00"
BAYCARE,10000731,NM RENAL FUNCTION WO DRUG,341,78707,"2,610.00"
BAYCARE,10000732,NM RENAL FUNCTION W DRUG,341,78708,"2,820.00"
BAYCARE,10000733,NM RENAL FUNCTION WWO DRUG,341,78709,"4,120.00"
BAYCARE,10000734,NM TUMOR LOCALIZATION/LTD,341,78800,"1,430.00"
BAYCARE,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,341,78802,"2,150.00"
BAYCARE,10000736,NM TUMOR LOCALIZATION/SPECT,341,78803,"2,460.00"
BAYCARE,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,341,78804,"2,870.00"
BAYCARE,10000742,NM PET TUMOR IMAGING SKULL-THIGH,404,78812,"7,060.00"
BAYCARE,10000743,NM THERAPY ORAL ADMINISTRATION,342,79005,980.00
BAYCARE,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,342,79101,"1,230.00"
BAYCARE,10000745,NM TX MONOCLONAL ANTIBODY,342,79403,"2,090.00"
BAYCARE,10000746,NM THERAPY INTRA-ARTERIAL,342,79445,"1,240.00"
BAYCARE,10000747,POC URINE DIPSTICK W/O MICRO,300,81002,40.00
BAYCARE,10000748,URINALYSIS SCREEN MANUAL,307,81002,30.00
BAYCARE,10000750,URINALYSIS AUTO W/O MICRO,307,81003,75.00
BAYCARE,10000751,URINE MICROSCOPIC,307,81015,40.00
BAYCARE,10000752,URINE RBC MICROSCOPIC,307,81015,40.00
BAYCARE,10000753,POC-URINE DIPSTICK PREGNANCY,307,81025,100.00
BAYCARE,10000754,URINE DIPSTICK PREGNANCY,307,81025,140.00
BAYCARE,10000756,"URINE TIMED VOLUME, EACH",307,81050,25.00
BAYCARE,10000757,ACETAMINOPHIN,301,80329,295.00
BAYCARE,10000759,ACETONE SERUM QUANTITATIVE,301,82010,80.00
BAYCARE,10000760,ACETYLCHOLINESTERASE,301,82013,285.00
BAYCARE,10000761,ACYLCARNITINE QUANTITATIVE,301,82017,405.00
BAYCARE,10000762,NEWBORN FATTY ACID OXIDATION,301,82017,20.00
BAYCARE,10000763,ACTH,301,82024,390.00
BAYCARE,10000764,"ALBUMIN, SERUM",301,82040,70.00
BAYCARE,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,301,82042,80.00
BAYCARE,10000766,MICROALBUMIN URINE,301,82043,110.00
BAYCARE,10000767,MICROALBUMIN URINE 24 HR,301,82043,110.00
BAYCARE,10000768,MICROALBUMIN URINE TIMED,301,82043,110.00
BAYCARE,10000769,ALCOHOL SCREEN (ETHANOL),301,80320,205.00
BAYCARE,10000770,ALDOLASE,301,82085,115.00
BAYCARE,10000771,ALDOSTERONE,301,82088,255.00
BAYCARE,10000772,ALDOSTERONE URINE,301,82088,255.00
BAYCARE,10000774,ALPHA-1 ANTITRYPSIN,301,82103,185.00
BAYCARE,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,301,82104,185.00
BAYCARE,10000776,"AFP, MATERNAL SCREEN",301,82105,90.00
BAYCARE,10000777,"AFP, TUMOR MARKER",301,82105,200.00
BAYCARE,10000779,ALUMINUM,301,82108,180.00
BAYCARE,10000781,AMINO ACIDS QUANTITATIVE SNGL,301,82131,140.00
BAYCARE,10000782,AMINOLEVULINIC ACID,301,82135,125.00
BAYCARE,10000783,AMINO ACIDS QUANTITATIVE 6/>,301,82139,400.00
BAYCARE,10000784,AMMONIA,301,82140,155.00
BAYCARE,10000785,SRDP AMMONIA URINE,301,82140,130.00
BAYCARE,10000787,AMYLASE,301,82150,120.00
BAYCARE,10000789,"AMYLASE, URINE",301,82150,125.00
BAYCARE,10000791,ANDROSTENEDIONE,301,82157,200.00
BAYCARE,10000792,"ACE, CSF",301,82164,175.00
BAYCARE,10000793,ANGIOTENSIN CONVERTING ENZYME,301,82164,165.00
BAYCARE,10000794,APOLIPOPROTEIN A,301,82172,125.00
BAYCARE,10000795,APOLIPOPROTEIN B,301,82172,125.00
BAYCARE,10000796,ARSENIC,301,82175,125.00
BAYCARE,10000797,"ARSENIC, URINE",301,82175,125.00
BAYCARE,10000798,VITAMIN C,301,82180,125.00
BAYCARE,10000799,"BARBITURATES, GC/MS",301,80345,165.00
BAYCARE,10000800,PENTOBARBITAL,301,80345,170.00
BAYCARE,10000801,BETA-2 MICROGLOBULIN,301,82232,140.00
BAYCARE,10000802,BETA-2 MICROGLOBULIN URINE,301,82232,140.00
BAYCARE,10000803,"BILE ACIDS, TOTAL",301,82239,175.00
BAYCARE,10000804,BILIRUBIN TOTAL,301,82247,100.00
BAYCARE,10000805,BILIRUBIN DIRECT,301,82248,100.00
BAYCARE,10000807,NEWBORN BIOTINIDASE,301,82261,20.00
BAYCARE,10000808,OCCULT BLOOD FECAL SCREENING,301,82270,35.00
BAYCARE,10000809,"OCCULT BLOOD, OTHER",301,82271,35.00
BAYCARE,10000811,"OCCULT BLOOD, FECES",301,82272,35.00
BAYCARE,10000813,OCCULT BLOOD FECAL IMMUNOASSAY,301,82274,76.00
BAYCARE,10000814,CADMIUM,301,82300,155.00
BAYCARE,10000815,CADMIUM URINE,301,82300,165.00
BAYCARE,10000816,"VITAMIN D, 25-OH",301,82306,270.00
BAYCARE,10000817,CALCITONIN,301,82308,115.00
BAYCARE,10000818,CALCIUM SERUM,301,82310,85.00
BAYCARE,10000819,CALCIUM IONIZED,301,82330,110.00
BAYCARE,10000820,POC CALCIUM IONIZED,301,82330,75.00
BAYCARE,10000822,CALCIUM URINE,301,82340,105.00
BAYCARE,10000823,SRD CALCIUM URINE,301,82340,60.00
BAYCARE,10000824,CALCULI INFRARED SPECTROSCOPY,301,82365,140.00
BAYCARE,10000825,BICARBONATE URINE,301,82374,75.00
BAYCARE,10000826,CARBON DIOXIDE,301,82374,80.00
BAYCARE,10000827,CARBON MONOXIDE,301,82375,135.00
BAYCARE,10000828,POC CARBON MONOXIDE,301,82375,70.00
BAYCARE,10000829,CEA,301,82378,255.00
BAYCARE,10000830,CARNITINE FREE & TOTAL,301,82379,280.00
BAYCARE,10000831,CAROTENE,301,82380,125.00
BAYCARE,10000832,CATECHOLAMINES FRACT BLOOD,301,82384,300.00
BAYCARE,10000833,CATECHOLAMINES FRACT URINE,301,82384,300.00
BAYCARE,10000834,CERULOPLASMIN,301,82390,155.00
BAYCARE,10000835,"IGF BINDING PROTEIN, CHEMILUM",301,82397,225.00
BAYCARE,10000837,CHLORIDE BLOOD,301,82435,95.00
BAYCARE,10000838,POC CHLORIDE,301,82435,95.00
BAYCARE,10000839,CHLORIDE URINE,301,82436,95.00
BAYCARE,10000840,"CHLORIDE, OTHER SOURCE",301,82438,95.00
BAYCARE,10000842,CHOLESTEROL,301,82465,90.00
BAYCARE,10000844,"CHOLINESTERASE, RBC",301,82482,100.00
BAYCARE,10000846,HPLC QUANTITATIVE,301,82542,280.00
BAYCARE,10000849,CHROMIUM,301,82495,120.00
BAYCARE,10000850,CITRATE,301,82507,230.00
BAYCARE,10000851,SRD CITRATE,301,82507,230.00
BAYCARE,10000852,COLLAGEN CROSS LINKS,301,82523,215.00
BAYCARE,10000853,COPPER,301,82525,160.00
BAYCARE,10000854,COPPER TISSUE,301,82525,160.00
BAYCARE,10000855,COPPER URINE,301,82525,160.00
BAYCARE,10000856,"CORTISOL, FREE",301,82530,200.00
BAYCARE,10000857,"CORTISOL, SALIVARY",301,82533,215.00
BAYCARE,10000858,"CORTISOL, TOTAL",301,82533,215.00
BAYCARE,10000860,CK TOTAL,301,82550,110.00
BAYCARE,10000861,CK ISOENZYMES,301,82552,100.00
BAYCARE,10000863,CK MB FRACTION,301,82553,235.00
BAYCARE,10000865,CREATININE BLOOD,301,82565,85.00
BAYCARE,10000866,POC CREATININE,301,82565,85.00
BAYCARE,10000867,CREATININE OTHER SOURCE,301,82570,85.00
BAYCARE,10000868,CREATININE URINE,301,82570,85.00
BAYCARE,10000869,SRDP CREATININE URINE,301,82570,85.00
BAYCARE,10000870,CREATININE CLEARANCE,301,82575,145.00
BAYCARE,10000871,CRYOFIBRINOGEN,301,82585,90.00
BAYCARE,10000872,CRYOGLOBULIN QUALITATIVE,301,82595,70.00
BAYCARE,10000873,CYANIDE,301,82600,160.00
BAYCARE,10000874,VITAMIN B-12,301,82607,185.00
BAYCARE,10000875,VITAMIN B-12 BINDING CAPACITY,301,82608,185.00
BAYCARE,10000876,DHEA,301,82626,245.00
BAYCARE,10000877,DHEA SULFATE,301,82627,245.00
BAYCARE,10000878,DEOXYCORTISOL 11,301,82634,150.00
BAYCARE,10000879,"ANABOLIC STEROIDS, 1-2",301,80327,110.00
BAYCARE,10000880,"VITAMIN D, 1, 25-DIHYDROXY",301,82652,280.00
BAYCARE,10000881,DISACCHARIDASES ACT TISSUE,301,82657,390.00
BAYCARE,10000882,THIOPURINE METHYLTRANSFERASE,301,82657,390.00
BAYCARE,10000883,LIPO ELECTROPHORETIC TEST,301,82664,260.00
BAYCARE,10000884,ERYTHROPOIETIN,301,82668,155.00
BAYCARE,10000885,ESTRADIOL,301,82670,225.00
BAYCARE,10000886,"ESTROGENS, FRACTIONATED",301,82671,115.00
BAYCARE,10000887,ESTRIOL,301,82677,100.00
BAYCARE,10000888,ESTRONE,301,82679,155.00
BAYCARE,10000889,ETHYLENE GLYCOL,301,82693,205.00
BAYCARE,10000890,"FAT, FECAL QUANTITATIVE",301,82710,240.00
BAYCARE,10000891,VERY LONG CHAIN FATTY ACIDS,301,82726,320.00
BAYCARE,10000892,FERRITIN,301,82728,165.00
BAYCARE,10000893,FETAL FIBRONECTIN,301,82731,575.00
BAYCARE,10000894,"FOLIC ACID, SERUM",301,82746,245.00
BAYCARE,10000895,"FOLIC ACID, RBC",301,82747,220.00
BAYCARE,10000896,NEWBORN GALACTOSE TRANSERASE,301,82775,20.00
BAYCARE,10000897,"GAMMAGLOBULIN, IGA",301,82784,70.00
BAYCARE,10000898,"GAMMAGLOBULIN, IGD",301,82784,70.00
BAYCARE,10000899,"GAMMAGLOBULIN, IGG",301,82784,70.00
BAYCARE,10000900,"GAMMAGLOBULIN, IGM",301,82784,70.00
BAYCARE,10000901,IMMUNOGLOBULIN IGE,301,82785,195.00
BAYCARE,10000902,IMMUNOGLOBULIN SUBCLASSES EA,301,82787,50.00
BAYCARE,10000903,PH BLOOD,301,82800,95.00
BAYCARE,10000904,BLOOD GASES,301,82803,155.00
BAYCARE,10000906,POC BLOOD GASES,301,82803,155.00
BAYCARE,10000908,BLOOD GAS PROFILE,300,82805,200.00
BAYCARE,10000910,POC OXYGEN SATURATION,301,82810,140.00
BAYCARE,10000911,"GASES, O2 SATURATION",301,82810,140.00
BAYCARE,10000913,GASTRIN,301,82941,90.00
BAYCARE,10000914,GLUCAGON,301,82943,195.00
BAYCARE,10000915,"GLUCOSE, BODY FLUID",301,82945,85.00
BAYCARE,10000916,"GLUCOSE, BLOOD",301,82947,85.00
BAYCARE,10000917,POC GLUCOSE SERUM,301,82947,85.00
BAYCARE,10000918,"GLUCOSE, POST GLUCOSE DOSE",301,82950,95.00
BAYCARE,10000919,"GTT, 3 SPECIMENS",301,82951,195.00
BAYCARE,10000920,"GTT, EACH ADDL SPECIMEN",301,82952,65.00
BAYCARE,10000921,"G6PD, QUANTITATIVE",301,82955,115.00
BAYCARE,10000923,POC GLUCOSE - METER METHOD,301,82962,25.00
BAYCARE,10000924,GGT,301,82977,135.00
BAYCARE,10000925,GLYCATED PROTEIN,301,82985,120.00
BAYCARE,10000926,FSH,301,83001,245.00
BAYCARE,10000927,LUTEINIZING HORMONE,301,83002,255.00
BAYCARE,10000928,HUMAN GROWTH HORMONE,301,83003,145.00
BAYCARE,10000929,HAPTOGLOBIN,301,83010,125.00
BAYCARE,10000930,H PYLORI BREATH TEST,301,83013,395.00
BAYCARE,10000931,H PYLORI BREATH DRUG ADMIN,301,83014,95.00
BAYCARE,10000932,THALLIUM,301,83018,225.00
BAYCARE,10000933,"HEMOGLOBIN ELECTRO, ALKALINE",301,83020,175.00
BAYCARE,10000934,HEMOGLOBIN ELECTROPH QUANT,301,83020,210.00
BAYCARE,10000935,HEMOGLOBIN ELECTROPHORESIS,301,83020,210.00
BAYCARE,10000936,NEWBORN HEMOGLOBINOPATHY,301,83020,20.00
BAYCARE,10000937,"HEMOGLOBIN F, QUALITATIVE",301,83033,40.00
BAYCARE,10000938,HEMOGLOBIN A1C,301,83036,155.00
BAYCARE,10000939,METHEMOGLOBIN QUANTITATIVE,301,83050,70.00
BAYCARE,10000940,POC METHEMOGLOBIN,301,83050,70.00
BAYCARE,10000941,HEMOGLOBIN PLASMA,301,83051,105.00
BAYCARE,10000942,HEMOSIDERIN QUALITATIVE,301,83070,80.00
BAYCARE,10000944,HISTAMINE,301,83088,210.00
BAYCARE,10000945,"HISTAMINE, URINE",301,83088,210.00
BAYCARE,10000946,HOMOCYSTEINE,301,83090,290.00
BAYCARE,10000947,"HYDROXYCORTICOSTEROIDS, 17",301,83491,165.00
BAYCARE,10000948,"HYDROXYINDOLACETIC ACID, 5",301,83497,150.00
BAYCARE,10000949,"HYDROXYPROGESTERONE, 17D",301,83498,205.00
BAYCARE,10000950,"NEWBORN OH-PROGESTRONE, 17D",301,83498,20.00
BAYCARE,10000952,ANNA BY IMMUNOBLOT,301,83516,190.00
BAYCARE,10000953,ANTI-GLIADIN IGA,301,83516,155.00
BAYCARE,10000954,ANTI-GLIADIN IGG,301,83516,155.00
BAYCARE,10000958,"GLUTAMIC ACID DECARB, ELISA",302,86341,240.00
BAYCARE,10000959,GM1 ANTIBODY PANEL,301,83516,90.00
BAYCARE,10000960,"GM1, IGG ANTIBODY",301,83516,90.00
BAYCARE,10000961,"GM1, IGM ANTIBODY",301,83516,90.00
BAYCARE,10000962,HISTONE ANTIBODY IGG,302,86235,160.00
BAYCARE,10000963,"MAG AB, IGM",301,83516,125.00
BAYCARE,10000964,MYELOPEROXIDASE AB,301,83516,125.00
BAYCARE,10000965,NEWBORN CYSTIC FIBROSIS,301,83516,20.00
BAYCARE,10000967,SERINE PROTEASE 3,301,83516,125.00
BAYCARE,10000968,TISSUE TRANGLUTINASE AB,301,83516,145.00
BAYCARE,10000969,ANTI-SMOOTH MUSCLE ANTIBODY,301,83516,185.00
BAYCARE,10000970,BASEMENT MEMBRANE EPIDERMAL AB,301,83516,115.00
BAYCARE,10000971,POC PLACENTAL MICROGLOBULIN-1,301,84112,340.00
BAYCARE,10000972,ALPHA SUBUNIT,301,83520,260.00
BAYCARE,10000973,21-HYDROXYLASE AB,301,83519,155.00
BAYCARE,10000974,ACETYLCHOLINE RECEPTOR,301,83519,215.00
BAYCARE,10000976,PTH RELATED PEPTIDE,301,82542,235.00
BAYCARE,10000978,TSH RECEPTOR ANTIBODY,301,83520,150.00
BAYCARE,10000979,VOLTAGE-GATED CA CHANNEL,301,83519,285.00
BAYCARE,10000980,AUTOANTIBODIES TO DETECT IBD,301,83520,150.00
BAYCARE,10000981,INHIBIN B,301,83520,145.00
BAYCARE,10000982,INTERLEUKIN 6,301,83520,145.00
BAYCARE,10000983,PANCREATIC ELASTASE FECAL,301,83520,255.00
BAYCARE,10000984,TRYPTASE,301,83520,260.00
BAYCARE,10000985,"INSULIN, TOTAL",301,83525,115.00
BAYCARE,10000986,"INSULIN, FREE",301,83527,80.00
BAYCARE,10000987,IRON,301,83540,120.00
BAYCARE,10000988,IRON QUANTITATIVE TISSUE,301,83540,150.00
BAYCARE,10000990,IRON BINDING CAPACITY,301,83550,130.00
BAYCARE,10000992,LACTIC ACID,301,83605,140.00
BAYCARE,10000993,POC LACTIC ACID,301,83605,140.00
BAYCARE,10000994,LDH,301,83615,80.00
BAYCARE,10000996,"LACTOFERRIN, FECAL QUAL",301,83630,135.00
BAYCARE,10000997,LEAD,301,83655,105.00
BAYCARE,10000998,"LEAD, URINE",301,83655,105.00
BAYCARE,10001001,LAMELLAR BODY COUNT,301,83664,110.00
BAYCARE,10001003,LIPASE,301,83690,190.00
BAYCARE,10001004,LIPOPROTEIN A,301,83695,165.00
BAYCARE,10001007,"LIPOPROTEIN QUANT, NMR",301,83704,245.00
BAYCARE,10001008,HDL CHOLESTEROL,301,83718,105.00
BAYCARE,10001009,LDL CHOLESTEROL,301,83721,120.00
BAYCARE,10001010,MAGNESIUM SERUM,301,83735,115.00
BAYCARE,10001011,MAGNESIUM SRDP,301,83735,85.00
BAYCARE,10001012,MAGNESIUM URINE,301,83735,85.00
BAYCARE,10001013,MANGANESE BLOOD,301,83785,190.00
BAYCARE,10001015,NEWBORN AMINO ACID SCREEN,301,83789,20.00
BAYCARE,10001016,MERCURY,301,83825,150.00
BAYCARE,10001017,MERCURY URINE,301,83825,150.00
BAYCARE,10001018,"METANEPHRINES, PLASMA",301,83835,285.00
BAYCARE,10001019,"METANEPHRINES, URINE",301,83835,160.00
BAYCARE,10001023,"MYELIN BASIC PROTEIN, CSF",301,83873,180.00
BAYCARE,10001024,MYOGLOBIN,301,83874,155.00
BAYCARE,10001025,"MYOGLOBIN, URINE",301,83874,120.00
BAYCARE,10001027,NATRIURETIC PEPTIDE,301,83880,185.00
BAYCARE,10001029,NEPHELOMETRY EACH ANALYTE,301,83883,105.00
BAYCARE,10001049,5 NUCLEOTIDASE,301,83915,110.00
BAYCARE,10001050,OLIGOCLONAL BANDS,301,83916,170.00
BAYCARE,10001051,ORGANIC ACIDS TOTAL QUANT,301,83918,380.00
BAYCARE,10001052,"ORGANIC ACID, SINGLE QUANT",301,83921,295.00
BAYCARE,10001053,"OPIATES, LC/MS",301,80361,130.00
BAYCARE,10001054,OSMOLALITY BLOOD,301,83930,85.00
BAYCARE,10001055,"OSMOLALITY, URINE",301,83935,85.00
BAYCARE,10001057,OXALATE,301,83945,95.00
BAYCARE,10001058,SRD OXALATE URINE,301,83945,80.00
BAYCARE,10001060,PARATHYROID HORMONE,301,83970,220.00
BAYCARE,10001061,PH BODY FLUID,301,83986,65.00
BAYCARE,10001062,PH FECAL,301,83986,40.00
BAYCARE,10001063,PH URINE SRDP,301,83986,65.00
BAYCARE,10001064,"ANTIPSYCHOTIC, 1-2",301,80342,220.00
BAYCARE,10001065,NEWBORN PHENYLALANINE,301,84030,20.00
BAYCARE,10001067,PROSTATIC ACID PHOSPHATASE,301,84066,120.00
BAYCARE,10001068,ALKALINE PHOSPHATASE,301,84075,115.00
BAYCARE,10001069,ALKALINE PHOSPHATASE ISOENZYME,301,84080,125.00
BAYCARE,10001071,PHOSPHORUS,301,84100,80.00
BAYCARE,10001072,PHOSPHORUS URINE,301,84105,80.00
BAYCARE,10001073,SRDP PHOSPHORUS URINE,301,84105,80.00
BAYCARE,10001075,PORPHOBILINOGEN URINE QUANT,301,84110,115.00
BAYCARE,10001076,PORPHYRINS URINE FRACTIONATED,301,84120,200.00
BAYCARE,10001077,PORPHYRINS FECES QUANT,301,84126,245.00
BAYCARE,10001078,POC POTASSIUM SERUM,301,84132,95.00
BAYCARE,10001079,POTASSIUM SERUM,301,84132,95.00
BAYCARE,10001080,POTASSIUM URINE,301,84133,95.00
BAYCARE,10001081,SRDP POTASSIUM,301,84133,95.00
BAYCARE,10001082,PREALBUMIN,301,84134,185.00
BAYCARE,10001083,17 OH PREGNENOLONE,301,84143,180.00
BAYCARE,10001084,PROGESTERONE,301,84144,220.00
BAYCARE,10001085,PROCALCITONIN (PCT),301,84145,295.00
BAYCARE,10001086,PROLACTIN,301,84146,270.00
BAYCARE,10001087,"PSA, TOTAL",301,84153,165.00
BAYCARE,10001088,"PSA, FREE",301,84154,165.00
BAYCARE,10001089,"PROTEIN, TOTAL",301,84155,80.00
BAYCARE,10001090,"PROTEIN, TOTAL, URINE",301,84156,80.00
BAYCARE,10001091,"PROTEIN, TOTAL, OTHER FLUID",301,84157,100.00
BAYCARE,10001093,"PROTEIN ELECTROPHORESIS, SERUM",301,84165,175.00
BAYCARE,10001094,"PROTEIN ELECTROPHORESIS, URINE",301,84166,200.00
BAYCARE,10001095,WESTERN BLOT IMMUNO PROBE EA,301,84182,450.00
BAYCARE,10001096,"RBC PROTOPORPHYRIN, QUANT",301,84202,100.00
BAYCARE,10001097,PROINSULIN,301,84206,105.00
BAYCARE,10001098,VITAMIN B-6,301,84207,235.00
BAYCARE,10001099,PYRUVATE,301,84210,145.00
BAYCARE,10001100,PYRUVATE KINASE,301,84220,120.00
BAYCARE,10001101,SOLUBLE TRANSFERRIN RECEPTOR,301,84238,240.00
BAYCARE,10001102,RENIN,301,84244,255.00
BAYCARE,10001103,SELENIUM,301,84255,135.00
BAYCARE,10001104,SEROTONIN,301,84260,285.00
BAYCARE,10001105,SEX HORMONE BINDING GLOBULIN,301,84270,160.00
BAYCARE,10001107,POC SODIUM SERUM,301,84295,50.00
BAYCARE,10001108,SODIUM SERUM,301,84295,50.00
BAYCARE,10001109,SODIUM URINE,301,84300,50.00
BAYCARE,10001110,SODIUM URINE 24HR,301,84300,50.00
BAYCARE,10001111,"SODIUM, OTHER SOURCE",301,84302,50.00
BAYCARE,10001112,SOMATOMEDIN,301,84305,250.00
BAYCARE,10001113,"PHENOLPHTHALEIN, FECAL",301,84311,110.00
BAYCARE,10001114,REDUCING SUBSTANCES STOOL,301,84376,45.00
BAYCARE,10001115,SRDP SULFATE URINE,301,84392,60.00
BAYCARE,10001116,"TESTOSTERONE, FREE",301,84402,210.00
BAYCARE,10001117,"TESTOSTERONE, TOTAL",301,84403,205.00
BAYCARE,10001118,VITAMIN B1,301,84425,185.00
BAYCARE,10001119,THIOCYANATE,301,84430,120.00
BAYCARE,10001120,THYROGLOBULIN,301,84432,140.00
BAYCARE,10001121,"T4, TOTAL",301,84436,130.00
BAYCARE,10001122,"T4, FREE",301,84439,165.00
BAYCARE,10001123,THYROXINE BINDING GLOBULIN,301,84442,170.00
BAYCARE,10001124,NEWBORN TSH,301,84443,20.00
BAYCARE,10001125,TSH,301,84443,190.00
BAYCARE,10001127,THYROID STIM IMMUNOGLOB,301,84445,400.00
BAYCARE,10001128,VITAMIN E,301,84446,170.00
