Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
4318084_2{2},10060 Incision and drainage of abscess; simple or single,ProFee,0989,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,521.00,521.00,96.46,521.00,N/A,458.48,96.46,N/A,N/A,0.00
4318084_3,10060 Incision and drainage of abscess; simple or single,ProFee,0989,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,983.00,983.00,96.46,983.00,N/A,865.04,96.46,N/A,N/A,0.00
4318084_3{2},10060 Incision and drainage of abscess; simple or single,ProFee,0989,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,983.00,983.00,96.46,983.00,N/A,865.04,96.46,N/A,N/A,0.00
4318092_2,10061 Incision and drainage of abscess; complicated/multiple,ProFee,0989,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,521.00,521.00,174.74,521.00,N/A,458.48,174.74,N/A,N/A,0.00
4318092_2{2},10061 Incision and drainage of abscess; complicated/multiple,ProFee,0989,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,521.00,521.00,174.74,521.00,N/A,458.48,174.74,N/A,N/A,0.00
4318092_3,10061 Incision and drainage of abscess; complicated/multiple,ProFee,0989,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,983.00,983.00,174.74,983.00,N/A,865.04,174.74,N/A,N/A,0.00
4318092_3{2},10061 Incision and drainage of abscess; complicated/multiple,ProFee,0989,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,983.00,983.00,174.74,983.00,N/A,865.04,174.74,N/A,N/A,0.00
4318094_1,TB Skin Test POC (86580),Inpatient,,86580,"Skin test; tuberculosis, intradermal",,0,24.00,24.00,21.12,24.00,N/A,21.12,N/A,N/A,N/A,23.28
4318094_1,TB Skin Test POC (86580),Outpatient,,86580,"Skin test; tuberculosis, intradermal",,0,24.00,24.00,21.12,24.00,23.62,21.12,24.00,0.00,N/A,23.28
4318094_2,TB Skin Test POC (86580),ProFee,0989,86580,"Skin test; tuberculosis, intradermal",,0,300.00,300.00,8.40,300.00,N/A,264.00,8.40,N/A,N/A,0.00
4318094_2{2},TB Skin Test POC (86580),ProFee,0989,86580,"Skin test; tuberculosis, intradermal",,0,300.00,300.00,8.40,300.00,N/A,264.00,8.40,N/A,N/A,0.00
4318138_2,"10120 Incision and removal of foreign body, subcutaneous tissues; simple",ProFee,0989,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,521.00,521.00,98.76,521.00,N/A,458.48,98.76,N/A,N/A,0.00
4318138_2{2},"10120 Incision and removal of foreign body, subcutaneous tissues; simple",ProFee,0989,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,521.00,521.00,98.76,521.00,N/A,458.48,98.76,N/A,N/A,0.00
4318138_3,"10120 Incision and removal of foreign body, subcutaneous tissues; simple",ProFee,0989,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,983.00,983.00,98.76,983.00,N/A,865.04,98.76,N/A,N/A,0.00
4318138_3{2},"10120 Incision and removal of foreign body, subcutaneous tissues; simple",ProFee,0989,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,983.00,983.00,98.76,983.00,N/A,865.04,98.76,N/A,N/A,0.00
4318139_2,"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0989,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,521.00,521.00,114.15,521.00,N/A,458.48,114.15,N/A,N/A,0.00
4318139_2{2},"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0989,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,521.00,521.00,114.15,521.00,N/A,458.48,114.15,N/A,N/A,0.00
4318139_3,"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0989,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,983.00,983.00,114.15,983.00,N/A,865.04,114.15,N/A,N/A,0.00
4318139_3{2},"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0989,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,983.00,983.00,114.15,983.00,N/A,865.04,114.15,N/A,N/A,0.00
4318140_2,"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0989,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,521.00,521.00,91.04,521.00,N/A,458.48,91.04,N/A,N/A,0.00
4318140_2{2},"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0989,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,521.00,521.00,91.04,521.00,N/A,458.48,91.04,N/A,N/A,0.00
4318140_3,"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0989,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,983.00,983.00,91.04,983.00,N/A,865.04,91.04,N/A,N/A,0.00
4318140_3{2},"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0989,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,983.00,983.00,91.04,983.00,N/A,865.04,91.04,N/A,N/A,0.00
4318142_3,11042 Debridement subcutaneous tissue; first 20 sq cm or less,ProFee,0989,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,983.00,983.00,59.13,983.00,N/A,865.04,59.13,N/A,N/A,0.00
4318142_3{2},11042 Debridement subcutaneous tissue; first 20 sq cm or less,ProFee,0989,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,983.00,983.00,59.13,983.00,N/A,865.04,59.13,N/A,N/A,0.00
4318143_3,11045 Debridement subcutaneous tissue; each additional 20 sq cm,ProFee,0989,11045,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",,0,983.00,983.00,25.70,983.00,N/A,865.04,25.70,N/A,N/A,0.00
4318144_2,"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0989,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,521.00,521.00,70.42,521.00,N/A,458.48,70.42,N/A,N/A,0.00
4318144_2{2},"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0989,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,521.00,521.00,70.42,521.00,N/A,458.48,70.42,N/A,N/A,0.00
4318144_3,"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0989,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,983.00,983.00,70.42,983.00,N/A,865.04,70.42,N/A,N/A,0.00
4318144_3{2},"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0989,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,983.00,983.00,70.42,983.00,N/A,865.04,70.42,N/A,N/A,0.00
4318145_2,"11300 Shaving of epidermal or dermal lesion, single lesion, trunk, arm or legs; lesion diameter 0.5",ProFee,0989,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,521.00,521.00,33.65,521.00,N/A,458.48,33.65,N/A,N/A,0.00
4318145_2{2},"11300 Shaving of epidermal or dermal lesion, single lesion, trunk, arm or legs; lesion diameter 0.5",ProFee,0989,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,521.00,521.00,33.65,521.00,N/A,458.48,33.65,N/A,N/A,0.00
4318145_3,"11300 Shaving of epidermal or dermal lesion, single lesion, trunk, arm or legs; lesion diameter 0.5",ProFee,0989,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,983.00,983.00,33.65,983.00,N/A,865.04,33.65,N/A,N/A,0.00
4318145_3{2},"11300 Shaving of epidermal or dermal lesion, single lesion, trunk, arm or legs; lesion diameter 0.5",ProFee,0989,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,983.00,983.00,33.65,983.00,N/A,865.04,33.65,N/A,N/A,0.00
4318146_2,"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0989,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,521.00,521.00,38.63,521.00,N/A,458.48,38.63,N/A,N/A,0.00
4318146_2{2},"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0989,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,521.00,521.00,38.63,521.00,N/A,458.48,38.63,N/A,N/A,0.00
4318146_3,"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0989,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,983.00,983.00,38.63,983.00,N/A,865.04,38.63,N/A,N/A,0.00
4318146_3{2},"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0989,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,983.00,983.00,38.63,983.00,N/A,865.04,38.63,N/A,N/A,0.00
4318147_2,"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0989,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,521.00,521.00,45.39,521.00,N/A,458.48,45.39,N/A,N/A,0.00
4318147_2{2},"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0989,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,521.00,521.00,45.39,521.00,N/A,458.48,45.39,N/A,N/A,0.00
4318147_3,"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0989,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,983.00,983.00,45.39,983.00,N/A,865.04,45.39,N/A,N/A,0.00
4318147_3{2},"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0989,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,983.00,983.00,45.39,983.00,N/A,865.04,45.39,N/A,N/A,0.00
4318148_2,"11400 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0989,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,521.00,521.00,77.96,521.00,N/A,458.48,77.96,N/A,N/A,0.00
4318148_3,"11400 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0989,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,983.00,983.00,77.96,983.00,N/A,865.04,77.96,N/A,N/A,0.00
4318149_2,"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0989,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,521.00,521.00,78.71,521.00,N/A,458.48,78.71,N/A,N/A,0.00
4318149_2{2},"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0989,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,521.00,521.00,78.71,521.00,N/A,458.48,78.71,N/A,N/A,0.00
4318149_3,"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0989,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,983.00,983.00,78.71,983.00,N/A,865.04,78.71,N/A,N/A,0.00
4318149_3{2},"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0989,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,983.00,983.00,78.71,983.00,N/A,865.04,78.71,N/A,N/A,0.00
4318150_2,"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0989,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,521.00,521.00,98.48,521.00,N/A,458.48,98.48,N/A,N/A,0.00
4318150_2{2},"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0989,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,521.00,521.00,98.48,521.00,N/A,458.48,98.48,N/A,N/A,0.00
4318150_3,"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0989,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,983.00,983.00,98.48,983.00,N/A,865.04,98.48,N/A,N/A,0.00
4318150_3{2},"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0989,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,983.00,983.00,98.48,983.00,N/A,865.04,98.48,N/A,N/A,0.00
4318151_3,"11600 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or",ProFee,0989,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,983.00,983.00,116.09,983.00,N/A,865.04,116.09,N/A,N/A,0.00
4318151_3{2},"11600 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or",ProFee,0989,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,983.00,983.00,116.09,983.00,N/A,865.04,116.09,N/A,N/A,0.00
4318152_2,"11601 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.",ProFee,0989,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,521.00,521.00,142.60,521.00,N/A,458.48,142.60,N/A,N/A,0.00
4318152_2{2},"11601 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.",ProFee,0989,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,521.00,521.00,142.60,521.00,N/A,458.48,142.60,N/A,N/A,0.00
