Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna,Cigna,First_Health,Meritain,Midlands_Choice,RURAL_CARRIERS,UHC
4318084_3,10060 Incision and drainage of abscess; simple or single,ProFee,0983,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,160.0000,120.0000,120.0000,152.0000,144.0000,152.0000,N/A,144.0000,152.0000,136.0000,152.0000
4318092_3,10061 Incision and drainage of abscess; complicated/multiple,ProFee,0983,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,185.0000,138.7500,138.7500,175.7500,166.5000,175.7500,N/A,166.5000,175.7500,157.2500,175.7500
4318138_3,"10120 Incision and removal of foreign body, subcutaneous tissues; simple",ProFee,0983,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,120.0000,90.0000,90.0000,114.0000,108.0000,114.0000,N/A,108.0000,114.0000,102.0000,114.0000
4318140_3,"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0983,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,130.0000,97.5000,97.5000,123.5000,117.0000,123.5000,N/A,117.0000,123.5000,110.5000,123.5000
4318142_3,11042 Debridement subcutaneous tissue; first 20 sq cm or less,ProFee,0983,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,120.0000,90.0000,90.0000,114.0000,108.0000,114.0000,N/A,108.0000,114.0000,102.0000,114.0000
4318144_3,"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0983,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,120.0000,90.0000,90.0000,114.0000,108.0000,114.0000,N/A,108.0000,114.0000,102.0000,114.0000
4318148_3,"11400 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0983,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,100.0000,75.0000,75.0000,95.0000,90.0000,95.0000,N/A,90.0000,95.0000,85.0000,95.0000
4318149_3,"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0983,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,75.5000,56.6250,56.6250,71.7250,67.9500,71.7250,N/A,67.9500,71.7250,64.1750,71.7250
4318150_3,"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0983,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,115.0000,86.2500,86.2500,109.2500,103.5000,109.2500,N/A,103.5000,109.2500,97.7500,109.2500
4318152_3,"11601 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.",ProFee,0983,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,216.0000,162.0000,162.0000,205.2000,194.4000,205.2000,N/A,194.4000,205.2000,183.6000,205.2000
4318153_3,"11602 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.",ProFee,0983,11602,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.0 cm",,0,180.0000,135.0000,135.0000,171.0000,162.0000,171.0000,N/A,162.0000,171.0000,153.0000,171.0000
4318154_3,"11603 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.",ProFee,0983,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",,0,220.0000,165.0000,165.0000,209.0000,198.0000,209.0000,N/A,198.0000,209.0000,187.0000,209.0000
4318155_3,"11620 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,150.0000,112.5000,112.5000,142.5000,135.0000,142.5000,N/A,135.0000,142.5000,127.5000,142.5000
4318156_3,"11621 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,180.0000,135.0000,135.0000,171.0000,162.0000,171.0000,N/A,162.0000,171.0000,153.0000,171.0000
4318157_3,"11622 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,200.0000,150.0000,150.0000,190.0000,180.0000,190.0000,N/A,180.0000,190.0000,170.0000,190.0000
4318158_3,"11640 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11640,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.5 cm or less",,0,165.0000,123.7500,123.7500,156.7500,148.5000,156.7500,N/A,148.5000,156.7500,140.2500,156.7500
4318159_3,"11641 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",,0,190.0000,142.5000,142.5000,180.5000,171.0000,180.5000,N/A,171.0000,180.5000,161.5000,180.5000
4318160_3,"11642 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",,0,220.0000,165.0000,165.0000,209.0000,198.0000,209.0000,N/A,198.0000,209.0000,187.0000,209.0000
4318161_3,11765 Wedge excision of skin of nail fold,ProFee,0983,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,165.0000,123.7500,123.7500,156.7500,148.5000,156.7500,N/A,148.5000,156.7500,140.2500,156.7500
4318166_3,"12004 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,285.0000,213.7500,213.7500,270.7500,256.5000,270.7500,N/A,256.5000,270.7500,242.2500,270.7500
4318167_3,"12007 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",,0,325.0000,243.7500,243.7500,308.7500,292.5000,308.7500,N/A,292.5000,308.7500,276.2500,308.7500
4318168_3,"12031 Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities excluding hands and f",ProFee,0983,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",,0,285.0000,213.7500,213.7500,270.7500,256.5000,270.7500,N/A,256.5000,270.7500,242.2500,270.7500
4318169_3,"12032 Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities excluding hands and f",ProFee,0983,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,300.0000,225.0000,225.0000,285.0000,270.0000,285.0000,N/A,270.0000,285.0000,255.0000,285.0000
4318170_3,"12034 Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities excluding hands and f",ProFee,0983,12034,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 7.6 cm to 12.5 cm",,0,270.1000,202.5750,202.5750,256.5950,243.0900,256.5950,N/A,243.0900,256.5950,229.5850,256.5950
4318171_3,"12035 Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities excluding hands and f",ProFee,0983,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,260.0000,195.0000,195.0000,247.0000,234.0000,247.0000,N/A,234.0000,247.0000,221.0000,247.0000
4318172_3,"12051 Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 c",ProFee,0983,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,285.0000,213.7500,213.7500,270.7500,256.5000,270.7500,N/A,256.5000,270.7500,242.2500,270.7500
4318173_3,"12052 Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 c",ProFee,0983,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,285.0000,213.7500,213.7500,270.7500,256.5000,270.7500,N/A,256.5000,270.7500,242.2500,270.7500
4318176_3,23500 Closed treatment of clavicular fracture; without manipulation,ProFee,0983,23500,Closed treatment of clavicular fracture; without manipulation,,0,209.5000,157.1250,157.1250,199.0250,188.5500,199.0250,N/A,188.5500,199.0250,178.0750,199.0250
4318177_3,24500 Closed treatment of humeral shaft fracture; without manipulation,ProFee,0983,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,308.7000,231.5250,231.5250,293.2650,277.8300,293.2650,N/A,277.8300,293.2650,262.3950,293.2650
4318179_3,24600 Treatment of closed elbow dislocation; without anesthesia,ProFee,0983,24600,Treatment of closed elbow dislocation; without anesthesia,,0,308.7000,231.5250,231.5250,293.2650,277.8300,293.2650,N/A,277.8300,293.2650,262.3950,293.2650
4318182_3,24650 Closed treatment of radial head or neck fracture; without manipulation,ProFee,0983,24650,Closed treatment of radial head or neck fracture; without manipulation,,0,265.0000,198.7500,198.7500,251.7500,238.5000,251.7500,N/A,238.5000,251.7500,225.2500,251.7500
4318183_3,25530 Closed treatment of ulnar shaft fracture; without manipulation,ProFee,0983,25530,Closed treatment of ulnar shaft fracture; without manipulation,,0,286.6500,214.9875,214.9875,272.3175,257.9850,272.3175,N/A,257.9850,272.3175,243.6525,272.3175
4318184_3,"25605 Closed treatment of distal radial fracture or epiphyseal separation, includes closed treatment",ProFee,0983,25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation",,0,475.0000,356.2500,356.2500,451.2500,427.5000,451.2500,N/A,427.5000,451.2500,403.7500,451.2500
4318185_3,25622 Closed treatment of carpal scaphoid fracture; without manipulation,ProFee,0983,25622,Closed treatment of carpal scaphoid (navicular) fracture; without manipulation,,0,215.0000,161.2500,161.2500,204.2500,193.5000,204.2500,N/A,193.5000,204.2500,182.7500,204.2500
4318188_3,"26720  Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; w",ProFee,0983,26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without manipulation, each",,0,180.0000,135.0000,135.0000,171.0000,162.0000,171.0000,N/A,162.0000,171.0000,153.0000,171.0000
4318189_3,"26750 Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",ProFee,0983,26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",,0,220.0000,165.0000,165.0000,209.0000,198.0000,209.0000,N/A,198.0000,209.0000,187.0000,209.0000
4318190_3,27750 Closed treatment of tibial shaft fracture with or without fibular fracture; without manipulati,ProFee,0983,27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation,,0,325.0000,243.7500,243.7500,308.7500,292.5000,308.7500,N/A,292.5000,308.7500,276.2500,308.7500
4318191_3,27760 Closed treatment of medial malleolus fracture; without manipulation,ProFee,0983,27760,Closed treatment of medial malleolus fracture; without manipulation,,0,315.0000,236.2500,236.2500,299.2500,283.5000,299.2500,N/A,283.5000,299.2500,267.7500,299.2500
4318192_3,27780 Closed treatment of proximal fibula or shaft fracture; without manipulation,ProFee,0983,27780,Closed treatment of proximal fibula or shaft fracture; without manipulation,,0,226.0000,169.5000,169.5000,214.7000,203.4000,214.7000,N/A,203.4000,214.7000,192.1000,214.7000
4318193_3,27786 Closed treatment of distal fibular fracture lateral malleolus; without manipulation,ProFee,0983,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,,0,226.0000,169.5000,169.5000,214.7000,203.4000,214.7000,N/A,203.4000,214.7000,192.1000,214.7000
4318195_3,"28470 Closed treatment of metatarsal fracture; without manipulation, each",ProFee,0983,28470,"Closed treatment of metatarsal fracture; without manipulation, each",,0,160.0000,120.0000,120.0000,152.0000,144.0000,152.0000,N/A,144.0000,152.0000,136.0000,152.0000
4318196_3,"29075 Application, cast; elbow to finger (short arm)",ProFee,0983,29075,"Application, cast; elbow to finger (short arm)",,0,90.0000,67.5000,67.5000,85.5000,81.0000,85.5000,N/A,81.0000,85.5000,76.5000,85.5000
4318197_3,"30901 Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method",ProFee,0983,30901,"Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method",,0,95.0000,71.2500,71.2500,90.2500,85.5000,90.2500,N/A,85.5000,90.2500,80.7500,90.2500
4318204_3,51702 Insertion of temporary indwelling bladder catheter; simple,ProFee,0983,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,65.0000,48.7500,48.7500,61.7500,58.5000,61.7500,N/A,58.5000,61.7500,55.2500,61.7500
4318205_3,51705 Change of cystostomy tube; simple,ProFee,0983,51705,Change of cystostomy tube; simple,,0,90.0000,67.5000,67.5000,85.5000,81.0000,85.5000,N/A,81.0000,85.5000,76.5000,85.5000
4318218_3,"65205 Removal of foreign body, external eye; conjunctival superficial",ProFee,0983,65205,"Removal of foreign body, external eye; conjunctival superficial",,0,68.0000,51.0000,51.0000,64.6000,61.2000,64.6000,N/A,61.2000,64.6000,57.8000,64.6000
4318326_3,"11401 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0983,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",,0,120.0000,90.0000,90.0000,114.0000,108.0000,114.0000,N/A,108.0000,114.0000,102.0000,114.0000
4318327_3,"11402 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0983,11402,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 1.1 to 2.0 cm",,0,135.0000,101.2500,101.2500,128.2500,121.5000,128.2500,N/A,121.5000,128.2500,114.7500,128.2500
4318328_3,"11421 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",ProFee,0983,11421,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,99.2500,74.4375,74.4375,94.2875,89.3250,94.2875,N/A,89.3250,94.2875,84.3625,94.2875
