id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
71,88.6.34,"Horse brass,Dome in Scalloped Circle",British,not found,WCMA,WCMA-DEC ARTS,,,19th - early 20th century,1800,1950,1988,Williams College Museum of Art,metalwork,brass,,"Gift of J. Rodney Weiss, Class of 1955, from the collection of the late Dr. Bernard H. Hall",,,,,,,IMG_88.6.34.jpg,Overall: 3 3/8 x 4 3/16 x 1 1/8 in. (8.6 x 10.6 x 2.9 cm),Overall,0.0,0.0,2.9,0.0,0.0,1.14,0.0,small,true,,,,not found,not found,,Term not found,2022-06-14
72,61.8,River Scene,Charles François Daubigny, 500115164,WCMA,WCMA-PAINTING,,,c. 1865-1870,1865,1870,1961,Williams College Museum of Art,painting,oil on canvas,,"Gift of Senator Herbert H. Lehman, Class of 1899",,,,,,l.l. in oil: Daubigny,IMG_61.8.jpg,"Overall: 24 13/16 x 37 in. (63 x 94 cm)
frame: 33 7/16 x 45 11/16 in. (85 x 116 cm)",Overall,94.0,63.0,0.0,37.01,24.8,0.0,917.85,large,false,L,,,French, 1817-1878,,Term not found,2022-06-14
73,82.21.3.A,Still Space Nightlight Milkyway Center by Earth Hour,Charles Ross, 500021711,WCMA,WCMA-PRINTS,,,1980,1980,1980,1982,Williams College Museum of Art,silkscreen,color silkscreen on paper,,Gift of Martin J. Oppenheimer,,,,,,l.l. in pencil: 2/100 Star Space Nightlight Milkyway Center by Earth Hour.,82_21_3_A.jpg,"image: 29 15/16 x 37 1/4 in. (76 x 94.6 cm)
sheet: 36 x 40 1/4 in. (91.4 x 102.3 cm)",sheet,102.3,91.4,0.0,40.28,35.98,0.0,1449.27,large,false,L,Artist or artist's estate,,American, 1937-,,Term not found,2022-06-14
74,82.21.3.C,Star Space Daylight Milkyway Center by Earth Hour,Charles Ross, 500021711,WCMA,WCMA-PRINTS,,,1980,1980,1980,1982,Williams College Museum of Art,silkscreen,color silkscreen on paper,,Gift of Martin J. Oppenheimer,,,,,,l.l. in pencil: 2/100 Star Space Daylight Milkyway Center by Earth Hour,82_21_3_C.jpg,"image: 30 x 37 3/16 in. (76.2 x 94.5 cm)
sheet: 36 x 40 5/16 in. (91.4 x 102.4 cm)",sheet,102.4,91.4,0.0,40.31,35.98,0.0,1450.35,large,false,L,Artist or artist's estate,,American, 1937-,,Term not found,2022-06-14
76,92.5.30.C,The Giant Slotters,David Muirhead Bone, 500000110,WCMA,WCMA-PRINTS,,,1917,1917,1917,1992,Williams College Museum of Art,print,print,,"Found in the collection and catalogued, 1992",,,,,,,IMG_92.5.30.C.JPG,Overall: 31 1/2 x 22 1/16 in. (80 x 56 cm),Overall,56.0,80.0,0.0,22.05,31.5,0.0,694.58,large,false,P,,,British, 1876-1953,,Term not found,2022-06-14
77,92.5.30.F,Night Shift Working the Great Gun,David Muirhead Bone, 500000110,WCMA,WCMA-PRINTS,,,1917,1917,1917,1992,Williams College Museum of Art,print,print,,"Found in the collection and catalogued, 1992",,,,,,,IMG_92.5.30.F.JPG,Overall: 31 1/2 x 22 1/16 in. (80 x 56 cm),Overall,56.0,80.0,0.0,22.05,31.5,0.0,694.58,large,false,P,,,British, 1876-1953,,Term not found,2022-06-14
79,82.21.6.K,"Untitled (from ""The Gates to Times Square"")",CHRYSSA, 500022002,WCMA,WCMA-PRINTS,,,no date,1933,1982,1982,Williams College Museum of Art,silkscreen,color silkscreen on paper,,Gift of Martin J. Oppenheimer,,,,,,l.l. in pencil 14/100; l.r. in pencil: Chryssa,82_21_6_K.jpg,"sheet: 40 3/16 x 30 in. (102 x 76.2 cm)
image: 32 3/16 x 24 5/8 in. (81.7 x 62.6 cm)",image,62.6,81.7,0.0,24.65,32.17,0.0,792.99,large,false,P,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
80,92.22.48,Shelter Island,Joe Maloney, 500037017,WCMA,WCMA-PHOTO,,,1978,1978,1978,1992,Williams College Museum of Art,photograph,type C color print,,Gift of Tennyson and Fern Schad,,,,,,"l.l. in ink: Shelter Island, L.I. 1978; l.r. in ink: Joe Maloney; l.l. in ink in another hand: 999.107.2",92_22_48.jpg,"sheet: 15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
image: 12 13/16 x 16 1/4 in. (32.6 x 41.3 cm)",image,41.3,32.6,0.0,16.26,12.83,0.0,208.62,medium,false,L,The Artist,,American, 1949-,,Term not found,2022-06-14
82,80.25.3.A,"Upon the Pun: Dual Meaning in Words and Pictures (from ""The Domestic Life of the Rainbow"")",Paul Hammond, 500000250,WCMA,WCMA-DEC ARTS,,,1978,1978,1978,1980,Williams College Museum of Art,book,book,,"Gift of Jerome Singer, through the Martin S. Ackerman Foundation",,,,,,no inscription,IMG_80.25.3.A.jpg,Overall: 8 3/4 x 5 7/16 x 9/16 in. (22.2 x 13.8 x 1.4 cm),Overall,13.8,22.2,1.4,5.43,8.74,0.55,47.46,small,true,P,Artist or artist's estate,,"British?),Patrick Hu", 1939-,,Term not found,2022-06-14
83,80.25.3.G,"Untitled (from ""The Domestic Life of the Rainbow"")",Patrick Hughes, 500000250,WCMA,WCMA-PRINTS,,,1979,1979,1979,1980,Williams College Museum of Art,silkscreen,color silkscreen on paper,,"Gift of Jerome Singer, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 36/120; l.r. in pencil: Hughes 79,IMG_80.25.3.G.jpg,sheet: 5 1/2 x 8 13/16 in. (13.9 x 22.4 cm),sheet,22.4,13.9,0.0,8.82,5.47,0.0,48.25,small,false,L,Artist or artist's estate,,British, 1939-,,Term not found,2022-06-14
85,60.39.6.D,Amulet of Apet,Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1960,Williams College Museum of Art,amulet,faience,,Gift of Horace Mayer,,,,,,no inscription,60_39_6_D_a.jpg,Overall: 1 3/16 x 1/2 x 3/8 in. (3 x 1.2 x 0.9 cm),Overall,1.2,0.0,0.9,0.47,0.0,0.35,0.0,small,true,L,,,not found,not found,,Term not found,2022-06-14
87,81.13.65,Jets,Julian Trevelyan, 500016557,WCMA,WCMA-PRINTS,,,1974,1974,1974,1981,Williams College Museum of Art,etching,color etching on paper,,"Gift of Saul Steinberg, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 24/52; l.c. in pencil: Jets; l.r. in pencil: Julian Trevelyan,81_13_65.jpg,"sheet: 30 7/8 x 22 15/16 in. (78.4 x 58.2 cm)
image: 18 11/16 x 13 3/4 in. (47.4 x 35 cm)",image,35.0,47.4,0.0,13.78,18.66,0.0,257.13,medium,false,P,,,British, 1910-1988,,Term not found,2022-06-14
92,76.37.15.A,Cross Pendant,Macedonia,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1976,Williams College Museum of Art,pendant,bronze,,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,,,,,on side on label: b.196,76_37_15_A_a.jpg,Overall: 2 1/16 x 1 15/16 x 13/16 in. (5.2 x 4.9 x 2 cm),Overall,4.9,2.0,0.0,1.93,0.79,0.0,1.52,small,false,L,,,not found,not found,,Term not found,2022-06-14
93,75.43.38.D,Genii,Egyptian,not found,WCMA,WCMA-ANCIENT,,,Greco-Roman Period (332 BC-32 AD),-332,32,1975,Williams College Museum of Art,jewelry,faience,rust and gold polychrome on blue,"Gift of the son and daughters of Charles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,,,,,no inscription,75_43_38_D_a.jpg,Overall: 2 11/16 x 3/8 in. (6.9 x 0.9 cm),Overall,0.9,6.9,0.0,0.35,2.72,0.0,0.95,small,false,P,,,not found,not found,rust and gold polychrome on blue,Term not found,2022-06-14
94,87.19.13,"Untitled (from ""Chiaroscuro"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1981,1981,1981,1987,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. and Mrs. Richard A. Hunter,,,,,,verso l.c. in pencil: Ralph Gibson 1981,IMG_87.19.13.jpg,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.6 cm)
image: 12 5/16 x 8 1/16 in. (31.3 x 20.5 cm)",image,20.5,31.3,0.0,8.07,12.32,0.0,99.42,medium,false,P,The Artist,,American, 1939-,,Term not found,2022-06-14
95,87.19.2,"Untitled (from ""Chiaroscuro"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1972,1972,1972,1987,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. and Mrs. Richard A. Hunter,,,,,,verso l.c. in pencil: Ralph Gibson 1972,IMG_87.19.2.jpg,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.7 cm)
image: 12 3/8 x 8 1/16 in. (31.4 x 20.5 cm)",image,20.5,31.4,0.0,8.07,12.36,0.0,99.75,medium,false,P,The Artist,,American, 1939-,,Term not found,2022-06-14
96,87.19.7,"Untitled (from ""Chiaroscuro"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1979,1979,1979,1987,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. and Mrs. Richard A. Hunter,,,,,,verso l.c. in pencil: Ralph Gibson 1979,IMG_87.19.7.jpg,"sheet: 10 7/8 x 13 15/16 in. (27.6 x 35.4 cm)
image: 8 x 12 5/16 in. (20.3 x 31.2 cm)",image,31.2,20.3,0.0,12.28,7.99,0.0,98.12,medium,false,L,The Artist,,American, 1939-,,Term not found,2022-06-14
97,92.22.60,"IMP Structure (from ""Pink Duality Series"")",Thomas Francis Barrow, 500046165,WCMA,WCMA-PHOTO,,,1973,1973,1973,1992,Williams College Museum of Art,photograph,photograph,,Gift of Tennyson and Fern Schad,,,,,,verso c. in ink: from the series Pink Stuff (IMP Structure)/ N-1972 P-1973/ thomas f. barrow,92_22_60.jpg,"sheet: 5 5/16 x 13 13/16 in. (13.5 x 35.1 cm)
image: 4 1/4 x 13 7/16 in. (10.8 x 34.1 cm)",image,34.1,10.8,0.0,13.43,4.25,0.0,57.08,small,false,L,,,American, 1938-,,Term not found,2022-06-14
101,77.9.15,Calligraphic,Mark Tobey, 500012870,WCMA,WCMA-PAINTING,,,1956,1956,1956,1977,Williams College Museum of Art,painting,tempera on board,,"Bequest of Lawrence H. Bloedel, Class of 1923",,,,,,l.r. in tempera: Tobey/ 56,77_9_15.jpg,Overall: 36 15/16 x 24 5/8 in. (93.8 x 62.6 cm),Overall,62.6,93.8,0.0,24.65,36.93,0.0,910.32,large,false,P,"The Estate of Mark Tobey American,Artists Rights Society (ARS)",,American, 1890-1976,,Term not found,2022-06-14
103,74.7.E,"Temperature (from ""Earth Projects"")",Robert Morris, 500020041,WCMA,WCMA-PRINTS,,,1969,1969,1969,1974,Williams College Museum of Art,lithograph,color lithograph,,"Museum purchase, Karl E. Weston Memorial Fund
Ruth Sabin Weston Fund
Greylock Foundation",,,,,,l.l. in pencil: 5/125; l.r. in pencil: R Morris/ 69; verso l.c. in pencil: A#10,74_7_E.jpg,Overall: 22 x 29 15/16 in. (55.9 x 76 cm),Overall,76.0,55.9,0.0,29.92,22.01,0.0,658.54,large,false,L,Artists Rights Society (ARS),,American, 1931-2018,,Term not found,2022-06-14
104,84.30.D,"Paesaggio, Baia Delle Zagare (from ""Color Nature Landscapes I"")",Franco Fontana,not found,WCMA,WCMA-PHOTO,,,1970,1970,1970,1984,Williams College Museum of Art,photograph,Cibachrome,,Gift of William L. Sydney,,,,,,l.l. in ink: Landscape 1970; l.r. in ink: Franco Fontana/ PRINT 1984,84_30_D.jpg,"sheet: 23 5/8 x 19 1/2 in. (60 x 49.6 cm)
image: 20 1/16 x 13 1/4 in. (50.9 x 33.7 cm)",image,33.7,50.9,0.0,13.27,20.04,0.0,265.93,medium,false,P,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
105,84.30.J,"Clouds Forming Over Mt. Baker, Washington (from ""Color Nature Landscapes I"")",Eliot Furness Porter, 500007426,WCMA,WCMA-PHOTO,,,1975,1975,1975,1984,Williams College Museum of Art,photograph,Cibachrome,,Gift of William L. Sydney,,,,,,l.r. in ink: Eliot Porter,84_30_J.jpg,"sheet: 19 15/16 x 23 15/16 in. (50.7 x 60.8 cm)
image: 15 1/4 x 19 11/16 in. (38.7 x 50 cm)",image,50.0,38.7,0.0,19.68,15.24,0.0,299.92,medium,false,L,Fort Worth (TX): Amon Carter Museum.,"© 1990 Amon Carter Museum, Fort Worth, Texas",American, 1901-1990,,Term not found,2022-06-14
106,95.5.3,Landscape,Lo Fong,not found,WCMA,WCMA-EASTERN,Chinese,,no date,1937,1993,1995,Williams College Museum of Art,painting,ink on paper,,Gift of The National Taiwan Art Education Institute,,,,,,l.r.: [two artist's stamps]; l.r.: [calligraphic inscription],95_5_3.jpg,Overall: 23 5/8 x 37 13/16 in. (60 x 96 cm),Overall,96.0,60.0,0.0,37.8,23.62,0.0,892.84,large,false,L,,,Chinese, 1937-,,Term not found,2022-06-14
107,82.18.21,"Untitled: arm, breast and hand (from ""If and Silk"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1975,1975,1975,1982,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. Martin F. Puris,,,,,,verso l.c. in pencil: Ralph Gibson 1975,IMG_82.18.21.jpg,"sheet: 13 7/8 x 10 7/8 in. (35.3 x 27.7 cm)
image: 12 3/8 x 8 1/8 in. (31.4 x 20.7 cm)",image,20.7,31.4,0.0,8.15,12.36,0.0,100.73,medium,false,P,The Artist,,American, 1939-,,Term not found,2022-06-14
108,82.18.24,"Untitled (from ""If and Silk"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1978,1978,1978,1982,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. Martin F. Puris,,,,,,verso l.c. in pencil: Ralph Gibson 1978,IMG_82.18.24.jpg,"sheet: 10 7/8 x 13 7/8 in. (27.7 x 35.3 cm)
image: 8 1/8 x 12 3/8 in. (20.6 x 31.4 cm)",image,31.4,20.6,0.0,12.36,8.11,0.0,100.24,medium,false,L,The Artist,,American, 1939-,,Term not found,2022-06-14
109,82.18.25,"Untitled: breast and arm (from ""If and Silk"")",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1978,1978,1978,1982,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Mr. Martin F. Puris,,,,,,verso l.c. in pencil: Ralph Gibson 1978,IMG_82.18.25.jpg,"sheet: 10 7/8 x 13 7/8 in. (27.7 x 35.3 cm)
image: 8 1/8 x 12 3/8 in. (20.6 x 31.4 cm)",image,31.4,20.6,0.0,12.36,8.11,0.0,100.24,medium,false,L,The Artist,,American, 1939-,,Term not found,2022-06-14
110,93.1.12.I,Fragment of Amulet (?) of Tuamutef [or Anubis],Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1993,Williams College Museum of Art,amulet,glass,"pressed into a mold. Tuamutef - Mummiform figure with the head of a jackal (or dog?). One of the four sons of Horus. Protected the stomach of the dead, which was embalmed in the third canopic jar.-Alan W. Shorter,""The Egyptian Gods"", p.143.  Anubis - Man with the head of a jackal.","Found in the collection and catalogued, 1993",,,,,,no inscription,93_1_12_I_a.jpg,Overall: 1 x 9/16 in. (2.5 x 1.5 cm),Overall,1.5,2.5,0.0,0.59,0.98,0.0,0.58,small,false,P,,,not found,not found,"pressed into a mold. Tuamutef - Mummiform figure with the head of a jackal (or dog?). One of the four sons of Horus. Protected the stomach of the dead, which was embalmed in the third canopic jar.-Alan W. Shorter,""The Egyptian Gods"", p.143.  Anubis - Man with the head of a jackal.",Term not found,2022-06-14
111,88.2.4,12 Xerox Studies for Dishware,Ken Friedman, 500087925,WCMA,WCMA-PRINTS,,,no date,1969,1988,1988,Williams College Museum of Art,portfolio of prints,prints,,Gift of Arabia of Finland,,,,,,,IMG_88.2.4.A.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,American, 1949-,,erm not found,2022-06-14
112,88.2.4.B,"Study for Dishware: ""The Elements""",Ken Friedman, 500087925,WCMA,WCMA-PRINTS,,,1987,1987,1987,1988,Williams College Museum of Art,print,xerox on paper,,Gift of Arabia of Finland,,,,,,no inscription,88_2_4_B.jpg,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),Overall,42.0,29.7,0.0,16.54,11.69,0.0,193.35,medium,false,L,,,American, 1949-,,Term not found,2022-06-14
113,88.2.4.J,Study for Geometer's Chess,Ken Friedman, 500087925,WCMA,WCMA-PRINTS,,,1987,1987,1987,1988,Williams College Museum of Art,print,xerox on paper,,Gift of Arabia of Finland,,,,,,no inscription,88_2_4_J.jpg,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),Overall,42.0,29.7,0.0,16.54,11.69,0.0,193.35,medium,false,L,,,American, 1949-,,Term not found,2022-06-14
114,88.2.4.K,Study for Geometer's Chess,Ken Friedman, 500087925,WCMA,WCMA-PRINTS,,,1987,1987,1987,1988,Williams College Museum of Art,print,xerox on paper,,Gift of Arabia of Finland,,,,,,no inscription,88_2_4_K.jpg,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),Overall,42.0,29.7,0.0,16.54,11.69,0.0,193.35,medium,false,L,,,American, 1949-,,Term not found,2022-06-14
115,93.1.48,Intaglio with standing figure,Anonymous,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1993,Williams College Museum of Art,intaglio,glass?,"translucent, yellow","Found in the collection and catalogued, 1993",,,,,,no inscription,93_1_48.jpg,Overall: 9/16 x 7/16 in. (1.5 x 1.1 cm),Overall,1.05,1.5,0.0,0.41,0.59,0.0,0.24,small,false,P,,,not found,not found,"translucent, yellow",Term not found,2022-06-14
116,RC.22.12,Handaxe,Maker Unknown,not found,WCMA,WCMA Reserve Collection,,possibly Paleolithic Period,date unknown,0,0,1994,Williams College Museum of Art,lithic tool,stone (undetermined composition),,"Found in the collection and catalogued, 1994, Presumably from the Lyceum of Natural History, Williams College",,,,,,in white: 12.,RC_22_12_a.jpg,Overall: 4 5/16 in. (11 cm),Overall,0.0,11.0,0.0,0.0,4.33,0.0,0.0,small,false,P,,,not found,not found,,erm not found,2022-06-14
117,99.1.26,Let Us Have A Clean Sweep All Around New York.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"August 20, 1881",1881,1881,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_26.jpg,Overall: 15 13/16 x 10 13/16 in. (40.1 x 27.4 cm),Overall,27.4,40.1,0.0,10.79,15.79,0.0,170.37,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
118,RC.17.47,Sketch of a foot,Isabelle Makepeace,not found,WCMA,WCMA Reserve Collection,,,1950,1950,1950,1993,Williams College Museum of Art,drawing,pencil on paper,,"Bequest of Mrs. Charles Denison Makepeace, Class of 1900",,,,,,l.r. in pencil: ILM 2/'50,,Overall: 11 15/16 x 9 in. (30.4 x 22.9 cm),Overall,22.9,30.4,0.0,9.02,11.97,0.0,107.97,medium,false,P,,,American, 1936-1990,,Term not found,2022-06-14
119,49.17.104,Harper's Weekly Page with three cartoons attached,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,c. 1896,1871,1921,1949,Williams College Museum of Art,print,wood engravings on newsprint,,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,,IMG_49.17.104.ABC.jpg,Overall: 16 1/4 x 11 1/4 in. (41.3 x 28.5 cm),Overall,28.5,41.3,0.0,11.22,16.26,0.0,182.44,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
120,49.17.104.A,"The British Lion Hopes To Lionize The Great South-African Lion Tamer, In London",Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,1896,1896,1896,1949,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,in plate l.r.: Th:Nast./ 1896,IMG_49.17.104.A.jpg,image: 5 3/4 x 4 5/8 in. (14.6 x 11.8 cm),image,11.8,14.6,0.0,4.65,5.75,0.0,26.74,small,false,P,,,American, 1840-1902,,Term not found,2022-06-14
123,79.60.I,"Untitled (from ""2 x 5 Bats"")",Dieter Roth, 500023079,WCMA,WCMA-PRINTS,,,1978,1978,1978,1979,Williams College Museum of Art,lithograph,color lithograph on paper,,"Gift of Gary Tearston, through Martin S. Ackerman Foundation",,,,,,l.c. in pencil: 96/100/ DieterRoth78,IMG_79.60.I.jpg,sheet: 19 5/8 x 13 7/8 in. (49.9 x 35.2 cm),sheet,35.2,49.9,0.0,13.86,19.65,0.0,272.35,medium,false,P,Artist or artist's estate,,Swiss, 1930-1998,,Term not found,2022-06-14
126,94.24.13,Tuts Fever Neckpiece,Red Grooms, 500008450,WCMA,WCMA-DEC ARTS,,,,0,0,1994,Williams College Museum of Art,jewelry,"18K vermeil, sapphire",,Gift of Carol and Saul Rosenzweig,,,,,,,94_24_13.jpg,Overall: 9 x 6 in. (22.9 x 15.2 cm),Overall,15.24,22.86,0.0,6.0,9.0,0.0,54.0,small,false,P,Artists Rights Society (ARS),,American," 1937-),Lysiane Luon",,erm not found,2022-06-14
128,87.14.2,La Vue (from the Five Senses),Pierre Alexandre Aveline, 500016660,WCMA,WCMA-PRINTS,,,no date,1710,1760,1987,Williams College Museum of Art,etching,etching on paper,,"Gift of David P. Tunick, Class of 1966",,,,,,l.c. in pencil: N27; verso c. in pencil: 3954/ p2; verso l.l. in pencil: 8067; verso l.c. in pencil: D7; verso l.r. in pencil: Aveline,87_14_2.jpg,"sheet: 14 7/16 x 10 9/16 in. (36.7 x 26.8 cm)
plate: 10 9/16 x 7 13/16 in. (26.8 x 19.8 cm)",sheet,26.8,36.7,0.0,10.55,14.45,0.0,152.45,medium,false,P,,,French, 1702-1760,,Term not found,2022-06-14
129,87.14.3,Le Gout (from the Five Senses),Pierre Alexandre Aveline, 500016660,WCMA,WCMA-PRINTS,,,no date,1710,1760,1987,Williams College Museum of Art,etching,etching on paper,,"Gift of David P. Tunick, Class of 1966",,,,,,l.c. in pencil: N27; l.r. in pencil: S63; verso l.l. in pencil: 8067; verso l.c. in pencil: DT; verso l.r. in pencil: Aveline,87_14_3.jpg,"sheet: 14 5/16 x 10 1/2 in. (36.4 x 26.7 cm)
plate: 10 9/16 x 7 3/4 in. (26.8 x 19.7 cm)",sheet,26.7,36.4,0.0,10.51,14.33,0.0,150.61,medium,false,P,,,French, 1702-1760,,Term not found,2022-06-14
130,87.16.95,Animal sculpture,Wayne Wadhams,not found,WCMA,WCMA-PHOTO,,,c.1981,1976,1986,1987,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Wayne N. Wadhams,,,,,,"verso r.edge in ink: existing frame 10 1/2x13 1/2window, 15x18 matte white.",87_16_95.jpg,Overall: 10 15/16 x 13 7/8 in. (27.8 x 35.3 cm),Overall,35.3,27.8,0.0,13.9,10.94,0.0,152.07,medium,false,L,,,not found,not found,,Term not found,2022-06-14
131,62.41.72,"Animal Locomotion, Plate #780",Eadweard Muybridge, 500115207,WCMA,WCMA-PHOTO,,,1887,1887,1887,1962,Williams College Museum of Art,photograph,collotype,,"Gift of the Commercial Museum, Department of Commerce, Philadelphia, Pennsylvania",,,,,,no inscription,IMG_62.41.72.jpg,"sheet: 19 x 24 in. (48.2 x 61 cm)
image: 7 13/16 x 14 5/8 in. (19.8 x 37.2 cm)",image,37.2,19.8,0.0,14.65,7.8,0.0,114.27,medium,false,L,,,American, 1830-1904,,Term not found,2022-06-14
132,81.12.1.L,"Untitled (from ""Dogs"")",Dieter Roth, 500023079,WCMA,WCMA-PRINTS,,,1979,1979,1979,1981,Williams College Museum of Art,print,color print,,"Gift of Robert Steinberg, through the Martin S. Ackerman Foundation",,,,,,u.c. in pencil: 91/100 Dieter Roth 79,IMG_81.12.1.L.jpg,sheet: 19 3/4 x 13 7/8 in. (50.1 x 35.2 cm),sheet,35.2,50.1,0.0,13.86,19.72,0.0,273.32,medium,false,P,Artist or artist's estate,,Swiss, 1930-1998,,Term not found,2022-06-14
134,99.1.241,The Press Spies Dogging One's Footsteps.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"September 5, 1874",1874,1874,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_241.jpg,"image: 4 13/16 x 4 3/4 in. (12.3 x 12 cm)
sheet: 15 13/16 x 10 7/8 in. (40.1 x 27.6 cm)",sheet,27.6,40.1,0.0,10.87,15.79,0.0,171.64,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
