object_number,accession_number,title,maker_full_name,culture,period,date_description,year_start,year_end,accession_year,category,materials,credit_line,inscriptions,dimensions,image_url,source_1,maker_birth_year,maker_death_year,institution_name,institution_city,institution_state,institution_country,institution_latitude,institution_longitude
80,92.22.48,Shelter Island,Joe Maloney,,,1978,1978,1978,1992,photograph,type C color print,Gift of Tennyson and Fern Schad,"l.l. in ink: Shelter Island, L.I. 1978; l.r. in ink: Joe Maloney; l.l. in ink in another hand: 999.107.2","sheet: 15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
image: 12 13/16 x 16 1/4 in. (32.6 x 41.3 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=80,https://github.com/wcmaart/collection, 1949,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
82,80.25.3.A,"Upon the Pun: Dual Meaning in Words and Pictures (from ""The Domestic Life of the Rainbow"")",Paul Hammond,,,1978,1978,1978,1980,book,book,"Gift of Jerome Singer, through the Martin S. Ackerman Foundation",,Overall: 8 3/4 x 5 7/16 x 9/16 in. (22.2 x 13.8 x 1.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=82,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
83,80.25.3.G,"Untitled (from ""The Domestic Life of the Rainbow"")",Patrick Hughes,,,1979,1979,1979,1980,silkscreen,color silkscreen on paper,"Gift of Jerome Singer, through the Martin S. Ackerman Foundation",l.l. in pencil: 36/120; l.r. in pencil: Hughes 79,sheet: 5 1/2 x 8 13/16 in. (13.9 x 22.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=83,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
85,60.39.6.D,Amulet of Apet,Egyptian,,,,0,0,1960,amulet,faience,Gift of Horace Mayer,,Overall: 1 3/16 x 1/2 x 3/8 in. (3 x 1.2 x 0.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=85,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
87,81.13.65,Jets,Julian Trevelyan,,,1974,1974,1974,1981,etching,color etching on paper,"Gift of Saul Steinberg, through the Martin S. Ackerman Foundation",l.l. in pencil: 24/52; l.c. in pencil: Jets; l.r. in pencil: Julian Trevelyan,"sheet: 30 7/8 x 22 15/16 in. (78.4 x 58.2 cm)
image: 18 11/16 x 13 3/4 in. (47.4 x 35 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=87,https://github.com/wcmaart/collection, 1910,1988,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
92,76.37.15.A,Cross Pendant,Macedonia,,,,0,0,1976,pendant,bronze,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",on side on label: b.196,Overall: 2 1/16 x 1 15/16 x 13/16 in. (5.2 x 4.9 x 2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=92,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
93,75.43.38.D,Genii,Egyptian,,,Greco-Roman Period (332 BC-32 AD),-332,32,1975,jewelry,faience,"Gift of the son and daughters of Charles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,Overall: 2 11/16 x 3/8 in. (6.9 x 0.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=93,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
94,87.19.13,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,,,1981,1981,1981,1987,photograph,gelatin silver print,Gift of Mr. and Mrs. Richard A. Hunter,verso l.c. in pencil: Ralph Gibson 1981,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.6 cm)
image: 12 5/16 x 8 1/16 in. (31.3 x 20.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=94,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
95,87.19.2,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,,,1972,1972,1972,1987,photograph,gelatin silver print,Gift of Mr. and Mrs. Richard A. Hunter,verso l.c. in pencil: Ralph Gibson 1972,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.7 cm)
image: 12 3/8 x 8 1/16 in. (31.4 x 20.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=95,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
96,87.19.7,"Untitled (from ""Chiaroscuro"")",Ralph Gibson,,,1979,1979,1979,1987,photograph,gelatin silver print,Gift of Mr. and Mrs. Richard A. Hunter,verso l.c. in pencil: Ralph Gibson 1979,"sheet: 10 7/8 x 13 15/16 in. (27.6 x 35.4 cm)
image: 8 x 12 5/16 in. (20.3 x 31.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=96,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
97,92.22.60,"IMP Structure (from ""Pink Duality Series"")",Thomas Francis Barrow,,,1973,1973,1973,1992,photograph,photograph,Gift of Tennyson and Fern Schad,verso c. in ink: from the series Pink Stuff (IMP Structure)/ N-1972 P-1973/ thomas f. barrow,"sheet: 5 5/16 x 13 13/16 in. (13.5 x 35.1 cm)
image: 4 1/4 x 13 7/16 in. (10.8 x 34.1 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=97,https://github.com/wcmaart/collection, 1938,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
101,77.9.15,Calligraphic,Mark Tobey,,,1956,1956,1956,1977,painting,tempera on board,"Bequest of Lawrence H. Bloedel, Class of 1923",l.r. in tempera: Tobey/ 56,Overall: 36 15/16 x 24 5/8 in. (93.8 x 62.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=101,https://github.com/wcmaart/collection, 1890,1976,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
103,74.7.E,"Temperature (from ""Earth Projects"")",Robert Morris,,,1969,1969,1969,1974,lithograph,color lithograph,"Museum purchase, Karl E. Weston Memorial Fund
Ruth Sabin Weston Fund
Greylock Foundation",l.l. in pencil: 5/125; l.r. in pencil: R Morris/ 69; verso l.c. in pencil: A#10,Overall: 22 x 29 15/16 in. (55.9 x 76 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=103,https://github.com/wcmaart/collection, 1931,2018,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
104,84.30.D,"Paesaggio, Baia Delle Zagare (from ""Color Nature Landscapes I"")",Franco Fontana,,,1970,1970,1970,1984,photograph,Cibachrome,Gift of William L. Sydney,l.l. in ink: Landscape 1970; l.r. in ink: Franco Fontana/ PRINT 1984,"sheet: 23 5/8 x 19 1/2 in. (60 x 49.6 cm)
image: 20 1/16 x 13 1/4 in. (50.9 x 33.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=104,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
105,84.30.J,"Clouds Forming Over Mt. Baker, Washington (from ""Color Nature Landscapes I"")",Eliot Furness Porter,,,1975,1975,1975,1984,photograph,Cibachrome,Gift of William L. Sydney,l.r. in ink: Eliot Porter,"sheet: 19 15/16 x 23 15/16 in. (50.7 x 60.8 cm)
image: 15 1/4 x 19 11/16 in. (38.7 x 50 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=105,https://github.com/wcmaart/collection, 1901,1990,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
106,95.5.3,Landscape,Lo Fong,Chinese,,,1937,1993,1995,painting,ink on paper,Gift of The National Taiwan Art Education Institute,l.r.: [two artist's stamps]; l.r.: [calligraphic inscription],Overall: 23 5/8 x 37 13/16 in. (60 x 96 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=106,https://github.com/wcmaart/collection, 1937,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
107,82.18.21,"Untitled: arm, breast and hand (from ""If and Silk"")",Ralph Gibson,,,1975,1975,1975,1982,photograph,gelatin silver print,Gift of Mr. Martin F. Puris,verso l.c. in pencil: Ralph Gibson 1975,"sheet: 13 7/8 x 10 7/8 in. (35.3 x 27.7 cm)
image: 12 3/8 x 8 1/8 in. (31.4 x 20.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=107,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
108,82.18.24,"Untitled (from ""If and Silk"")",Ralph Gibson,,,1978,1978,1978,1982,photograph,gelatin silver print,Gift of Mr. Martin F. Puris,verso l.c. in pencil: Ralph Gibson 1978,"sheet: 10 7/8 x 13 7/8 in. (27.7 x 35.3 cm)
image: 8 1/8 x 12 3/8 in. (20.6 x 31.4 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=108,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
109,82.18.25,"Untitled: breast and arm (from ""If and Silk"")",Ralph Gibson,,,1978,1978,1978,1982,photograph,gelatin silver print,Gift of Mr. Martin F. Puris,verso l.c. in pencil: Ralph Gibson 1978,"sheet: 10 7/8 x 13 7/8 in. (27.7 x 35.3 cm)
image: 8 1/8 x 12 3/8 in. (20.6 x 31.4 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=109,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
110,93.1.12.I,Fragment of Amulet (?) of Tuamutef [or Anubis],Egyptian,,,,0,0,1993,amulet,glass,"Found in the collection and catalogued, 1993",,Overall: 1 x 9/16 in. (2.5 x 1.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=110,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
111,88.2.4,12 Xerox Studies for Dishware,Ken Friedman,,,,1969,1988,1988,portfolio of prints,prints,Gift of Arabia of Finland,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=111,https://github.com/wcmaart/collection, 1949,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
112,88.2.4.B,"Study for Dishware: ""The Elements""",Ken Friedman,,,1987,1987,1987,1988,print,xerox on paper,Gift of Arabia of Finland,,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=112,https://github.com/wcmaart/collection, 1949,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
113,88.2.4.J,Study for Geometer's Chess,Ken Friedman,,,1987,1987,1987,1988,print,xerox on paper,Gift of Arabia of Finland,,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=113,https://github.com/wcmaart/collection, 1949,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
114,88.2.4.K,Study for Geometer's Chess,Ken Friedman,,,1987,1987,1987,1988,print,xerox on paper,Gift of Arabia of Finland,,Overall: 11 11/16 x 16 9/16 in. (29.7 x 42 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=114,https://github.com/wcmaart/collection, 1949,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
115,93.1.48,Intaglio with standing figure,Anonymous,,,,0,0,1993,intaglio,glass?,"Found in the collection and catalogued, 1993",,Overall: 9/16 x 7/16 in. (1.5 x 1.1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=115,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
116,RC.22.12,Handaxe,Maker Unknown,,possibly Paleolithic Period,date unknown,0,0,1994,lithic tool,stone (undetermined composition),"Found in the collection and catalogued, 1994, Presumably from the Lyceum of Natural History, Williams College",in white: 12.,Overall: 4 5/16 in. (11 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=116,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
117,99.1.26,Let Us Have A Clean Sweep All Around New York.,Thomas Nast,,,"August 20, 1881",1881,1881,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,Overall: 15 13/16 x 10 13/16 in. (40.1 x 27.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=117,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
118,RC.17.47,Sketch of a foot,Isabelle Makepeace,,,1950,1950,1950,1993,drawing,pencil on paper,"Bequest of Mrs. Charles Denison Makepeace, Class of 1900",l.r. in pencil: ILM 2/'50,Overall: 11 15/16 x 9 in. (30.4 x 22.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=118,https://github.com/wcmaart/collection, 1936,1990,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
119,49.17.104,Harper's Weekly Page with three cartoons attached,Thomas Nast,,,c. 1896,1871,1921,1949,print,wood engravings on newsprint,Gift of Mabel Nast Crawford and Cyril Nast,,Overall: 16 1/4 x 11 1/4 in. (41.3 x 28.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=119,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
120,49.17.104.A,"The British Lion Hopes To Lionize The Great South-African Lion Tamer, In London",Thomas Nast,,,1896,1896,1896,1949,print,wood engraving on newsprint,Gift of Mabel Nast Crawford and Cyril Nast,in plate l.r.: Th:Nast./ 1896,image: 5 3/4 x 4 5/8 in. (14.6 x 11.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=120,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
123,79.60.I,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,,,1978,1978,1978,1979,lithograph,color lithograph on paper,"Gift of Gary Tearston, through Martin S. Ackerman Foundation",l.c. in pencil: 96/100/ DieterRoth78,sheet: 19 5/8 x 13 7/8 in. (49.9 x 35.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=123,https://github.com/wcmaart/collection, 1930,1998,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
126,94.24.13,Tuts Fever Neckpiece,Red Grooms,,,,0,0,1994,jewelry,"18K vermeil, sapphire",Gift of Carol and Saul Rosenzweig,,Overall: 9 x 6 in. (22.9 x 15.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=126,https://github.com/wcmaart/collection, 1937,"),Lysiane Luon",Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
128,87.14.2,La Vue (from the Five Senses),Pierre Alexandre Aveline,,,,1710,1760,1987,etching,etching on paper,"Gift of David P. Tunick, Class of 1966",l.c. in pencil: N27; verso c. in pencil: 3954/ p2; verso l.l. in pencil: 8067; verso l.c. in pencil: D7; verso l.r. in pencil: Aveline,"sheet: 14 7/16 x 10 9/16 in. (36.7 x 26.8 cm)
plate: 10 9/16 x 7 13/16 in. (26.8 x 19.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=128,https://github.com/wcmaart/collection, 1702,1760,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
129,87.14.3,Le Gout (from the Five Senses),Pierre Alexandre Aveline,,,,1710,1760,1987,etching,etching on paper,"Gift of David P. Tunick, Class of 1966",l.c. in pencil: N27; l.r. in pencil: S63; verso l.l. in pencil: 8067; verso l.c. in pencil: DT; verso l.r. in pencil: Aveline,"sheet: 14 5/16 x 10 1/2 in. (36.4 x 26.7 cm)
plate: 10 9/16 x 7 3/4 in. (26.8 x 19.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=129,https://github.com/wcmaart/collection, 1702,1760,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
130,87.16.95,Animal sculpture,Wayne Wadhams,,,c.1981,1976,1986,1987,photograph,gelatin silver print,Gift of Wayne N. Wadhams,"verso r.edge in ink: existing frame 10 1/2x13 1/2window, 15x18 matte white.",Overall: 10 15/16 x 13 7/8 in. (27.8 x 35.3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=130,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
131,62.41.72,"Animal Locomotion, Plate #780",Eadweard Muybridge,,,1887,1887,1887,1962,photograph,collotype,"Gift of the Commercial Museum, Department of Commerce, Philadelphia, Pennsylvania",,"sheet: 19 x 24 in. (48.2 x 61 cm)
image: 7 13/16 x 14 5/8 in. (19.8 x 37.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=131,https://github.com/wcmaart/collection, 1830,1904,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
132,81.12.1.L,"Untitled (from ""Dogs"")",Dieter Roth,,,1979,1979,1979,1981,print,color print,"Gift of Robert Steinberg, through the Martin S. Ackerman Foundation",u.c. in pencil: 91/100 Dieter Roth 79,sheet: 19 3/4 x 13 7/8 in. (50.1 x 35.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=132,https://github.com/wcmaart/collection, 1930,1998,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
134,99.1.241,The Press Spies Dogging One's Footsteps.,Thomas Nast,,,"September 5, 1874",1874,1874,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,"image: 4 13/16 x 4 3/4 in. (12.3 x 12 cm)
sheet: 15 13/16 x 10 7/8 in. (40.1 x 27.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=134,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
135,68.38,Portrait of Harriet Walton Dunbar,Alice Kent Stoddard,,,1912,1912,1912,1968,painting,oil on canvas,Gift of the Estate of Philip R. Dunbar to Williams College,,frame: 38 x 33 in. (96.5 x 83.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=135,https://github.com/wcmaart/collection, 1884,1976,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
136,65.19,Tobacco Box,American,,,ca. 1750,1725,1775,1965,box,tin,"Museum purchase, Ruth Sabin Weston Fund",inscribed on lid: Tobacco good within I have/ though its not good for every knave -/ my friends only I supply/ let beging [sic] fellows go and buy/ EPHRAIM WILLIAMS/ 1750,Overall: 1 3/16 x 3 1/16 x 2 13/16 in. (3 x 7.8 x 7.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=136,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
