name,city,state,address,zip,website,category,public_private,district,lat,lon
STEIN EDUCATION CENTER,SAN DIEGO,CA,6145 DECENA DR,92120,https://www.vistahill.org/programs/intellectual-development-disabilities/stein-special-education-programs.html,K-12,PRIVATE,,32.786182,-117.09665
STEIN YESHIVA OF LINCOLN PARK,YONKERS,NY,287 CENTRAL PARK AVE,10704,https://steinyeshiva.org/,ELEMENTARY,PRIVATE,,40.914448,-73.87391
STEINBECK MIDDLE,SAN JOSE,CA,820 STEINBECK DR.,95123,https://allen.sjusd.org/,,PUBLIC,SAN JOSE UNIFIED,37.24653,-121.856705
STEINBRENNER HIGH SCHOOL,LUTZ,FL,5575 W LUTZ LAKE FERN RD,33558,https://www.sdhc.k12.fl.us/,HIGH,PUBLIC,HILLSBOROUGH,28.158525,-82.53424
STEINDORF ELEMENTARY,SAN JOSE,CA,3001 ROSS AVE.,95124,https://www.cambriansd.org/Domain/440,,PUBLIC,CAMBRIAN,37.26656,-121.91953
STEINDORF STEAM K-8 MAGNET,SAN JOSE,CA,3001 ROSS AVE.,95124,https://www.cambriansd.org,ELEMENTARY,PUBLIC,CAMBRIAN,37.26649,-121.91936
STEINER RANCH EL,AUSTIN,TX,4001 QUINLAN PARK RD,78732,https://steiner.leanderisd.org/,ELEMENTARY,PUBLIC,LEANDER INDEPENDENT SCHOOL DISTRICT,30.37905,-97.88412
STEINHATCHEE SCHOOL,STEINHATCHEE,FL,1209 SE 1ST AVE,32359,http://www.edline.net/pages/steinhatchee_school,ELEMENTARY,PUBLIC,TAYLOR,29.673754,-83.37577
STEINMETZ COLLEGE PREP HS,CHICAGO,IL,3030 N MOBILE AVE,60634,https://www.steinmetzcp.org/,HIGH,PUBLIC,CITY OF CHICAGO SCHOOL DISTRICT 299,41.935577,-87.78436
STELL MIDDLE,BROWNSVILLE,TX,1105 LOS EBANOS BLVD,78520,http://www.bisd.us/stell/,MIDDLE,PUBLIC,BROWNSVILLE INDEPENDENT SCHOOL DISTRICT,25.93294,-97.50552
STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE,NEW YORK,NY,50 WEST 40TH STREET,10018,www.guttman.cuny.edu/,COMPUTER TRAINING,,,40.75291,-73.98404
STELLA BROCKMAN ELEMENTARY,MANTECA,CA,763 SILVERADO DR.,95336,https://www.mantecausd.net,ELEMENTARY,PUBLIC,LARAMIE COUNTY SCHOOL DISTRICT #1,37.808006,-121.24711
STELLA ELEMENTARY CHARTER ACADEMY,LOS ANGELES,CA,2636 S. MANSFIELD AVE.,90016,www.brightstarschools.org/seca,ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,34.03156,-118.352356
STELLA I. HILLS ELEMENTARY,BAKERSFIELD,CA,3800 JEWETT AVE.,93301,http://www.bcsd.com/hills,ELEMENTARY,PUBLIC,BAKERSFIELD CITY,35.394184,-119.01392
STELLA K. ABRAHAM H.S. FOR GIRLS,HEWLETT,NY,291 MEADOWVIEW AVE,11557,,SECONDARY,PRIVATE,,40.636673,-73.69476
STELLA LEARNING CENTER,HOUMA,LA,310 S HOLLYWOOD RD,70360,http://stellalc.com/,K-12,PRIVATE,,29.600687,-90.75785
STELLA MARIS ACADAMY,DULUTH,MN,2802 E 4TH ST,55812,https://www.stellamaris.academy/,ELEMENTARY,PRIVATE,,46.81586,-92.067
STELLA MARIS ACADEMY,EDMONDS,WA,410 6TH AVE N,98020,https://stellamarisacademyofwa.org/,K-12,PRIVATE,,47.814266,-122.37521
STELLA MARIS ACADEMY,LA JOLLA,CA,7654 HERSCHEL AVE.,92037,https://www.stellamarisacademy.org/,K-12,PRIVATE,SAN DIEGO UNIFIED,32.84357,-117.272545
STELLA MARIS ACADEMY ST JOHNS CAMPUS,DULUTH,MN,1 W CHISHOLM ST,55803,http://stellamaris.academy/,ELEMENTARY,PRIVATE,,46.852364,-92.0799
STELLA MARQUEZ,SALINAS,PR,CALLE UNION FINAL,00751,,HIGH,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,17.973112,-66.2963
STELLA MAY SWARTZ ELEM SCHOOL,OAKBROOK TERRACE,IL,17W160 16TH ST,60181,https://www.saltcreek48.org/o/swartz,ELEMENTARY,PUBLIC,SALT CREEK SCHOOL DISTRICT 48,41.853928,-87.96198
STELLA MAYFIELD ELEMENTARY SCHOOL,ELGIN,OR,1111 DIVISION ST,97827,https://www.elgin.k12.or.us,ELEMENTARY,PUBLIC,ELGIN SCHOOL DISTRICT 23,45.565144,-117.92126
STELLA MIDDLE CHARTER ACADEMY,LOS ANGELES,CA,2636 S. MANSFIELD AVE.,90016,https://brightstarschools.org,MIDDLE,PUBLIC,INTERMEDIATE SCHOOL DISTRICT 287,34.01694,-118.34415
STELLA SCHOLA,REDMOND,WA,13505 NE 75TH STREET,98052,https://ssms.lwsd.org,MIDDLE,PUBLIC,LAKE WASHINGTON SCHOOL DISTRICT,47.670784,-122.159904
STELLA WORLEY MIDDLE SCHOOL,WESTWEGO,LA,801 SPARTAN DRIVE,70094,https://www.jpschools.org/worley,MIDDLE,PUBLIC,JEFFERSON PARISH,29.899683,-90.140625
STELLAR ACADEMY,NEWARK,CA,38325 CEDAR BLVD,94560,https://www.stellaracademy.org/,ELEMENTARY,PRIVATE,,37.53314,-122.0115
STELLAR ACADEMY FOR DYSLEXICS,NEWARK,CA,38325 CEDAR BLVD.,94560,https://www.stellaracademy.org/,,PRIVATE,NEWARK UNIFIED,37.53248,-122.01131
STELLAR CAREER COLLEGE,MODESTO,CA,4300 SISK RD,95356,www.stellarcollege.edu,BUSINESS AND SECRETARIAL SCHOOLS,,,37.702133,-121.07152
STELLAR CHARTER,REDDING,CA,5885 E. BONNYVIEW RD.,96001,https://stellar.reddingschools.net/,,PUBLIC,RICHMOND COUNTY PUBLIC SCHOOLS,40.5309,-122.372734
STELLAR COLLEGIATE CHARTER SCHOOL,MILWAUKEE,WI,1115 S 7TH ST,53204,https://www.stellarcollegiate.org,ELEMENTARY,PUBLIC,STELLAR COLLEGIATE CHARTER SCHOOL AGENCY,43.019688,-87.92001
STELLAR ELEMENTARY SCHOOL,THORNTON,CO,3901 EAST 124TH AVENUE,80241,https://stellar.adams12.org,ELEMENTARY,PUBLIC,ADAMS 12 FIVE STAR SCHOOLS,39.92254,-104.94228
STELLAR LEADERSHIP ACADEMY,MIAMI,FL,7900 NW 27TH AVE # F20,33147,https://www.lifeskillscenters.com,HIGH,PUBLIC,MIAMI-DADE,25.846848,-80.24376
STELLAR LEARNING ACADEMY,SAN JOSE,CA,2503 EASTON PL. #38,95133,https://stellarlearningacademy.com/,K-12,PRIVATE,CAMPBELL UNION,37.373856,-121.85035
STELLAR SECONDARY CHARTER HIGH,REDDING,CA,5885 E. BONNYVIEW RD.,96001,https://stellar.reddingschools.net/,,PUBLIC,REDDING ELEMENTARY,40.5312,-122.37268
STELLE CLAUGHTON MIDDLE,HOUSTON,TX,3000 SPEARS RD,77067,https://www.springisd.org/claughton,MIDDLE,PUBLIC,SPRING INDEPENDENT SCHOOL DISTRICT,29.965734,-95.467155
STELLER SECONDARY SCHOOL,ANCHORAGE,AK,2508 BLUEBERRY LN,99503,https://steller.asdk12.org/,HIGH,PUBLIC,ANCHORAGE SCHOOL DISTRICT,61.197754,-149.89336
STEM - HEALTH ACADEMY,DANVILLE,VA,57 S CENTER DRIVE,24083,https://sites.google.com/a/bcps.k12.va.us/stem-h/,,PUBLIC,BOTETOURT COUNTY PUBLIC SCHOOLS,37.436264,-79.905174
STEM 3 ACADEMY,VALLEY GLEN,CA,6455 COLDWATER CANYON AVE,91606,https://www.stem3academy.org/,K-12,PRIVATE,,34.18825,-118.41407
STEM ACADEMY,KALAMAZOO,MI,175 HUNT ST,49048,http://www.comstockps.org/schools/stem,ELEMENTARY,PUBLIC,COMSTOCK PUBLIC SCHOOLS,42.28632,-85.485466
STEM ACADEMY - LEWISVILLE,LEWISVILLE,TX,650 BENNETT LN,75057,https://stem-lewisville.responsiveed.com/,HIGH,PUBLIC,TEXAS COLLEGE PREPARATORY ACADEMIES,33.026627,-96.973946
STEM ACADEMY AT BERNSTEIN HIGH,HOLLYWOOD,CA,1309 N. WILTON PL.,90028,http://www.stemah.org,HIGH,PUBLIC,ANDERSON COMMUNITY SCHOOL CORPORATION,34.095024,-118.31394
STEM AT SHOWALTER,CHESTER,PA,1100 WEST 10TH STREET,19013,https://www.chesteruplandsd.org/domain/13,HIGH,PUBLIC,CHESTER-UPLAND SCHOOL DISTRICT,39.847683,-75.37759
STEM BRIDGE SCHOOL (THE),BRONX,NY,1684 WHITE PLAINS RD,10462,https://www.thesteambridgeschool.org/,ELEMENTARY,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #11,40.843666,-73.8653
STEM EARLY COLLEGE @ NC A&T SU,GREENSBORO,NC,402 LAUREL STREET,27411,http://stemec.gcsnc.com/pages/stem_early_college_at_n_c__a_t,HIGH,PUBLIC,GUILFORD COUNTY SCHOOLS,36.07779,-79.772934
STEM EARLY HIGH,HENDERSON,NC,925 GARRETT ROAD,27537,https://www.vcs.k12.nc.us/stemsharks,MIDDLE,PUBLIC,VANCE COUNTY SCHOOLS,36.30327,-78.37412
STEM FOR LIFE GOVERNOR'S ACADEMY,LEBANON,VA,ONE SCHOOL BOARD DRIVE,24244,https://www.doe.virginia.gov/instruction/career_technical/gov_academies/academies/russell.shtml,,PUBLIC,RUSSELL COUNTY PUBLIC SCHOOLS,36.901222,-82.056435
STEM INSTITUTE OF MANHATTAN,NEW YORK,NY,240 W 113TH ST,10026,https://www.schools.nyc.gov/schools/m241,ELEMENTARY,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,40.801743,-73.95559
STEM LAB,NORTHGLENN,CO,11700 IRMA DRIVE,80233,https://stem.adams12.org/,ELEMENTARY,PUBLIC,ADAMS 12 FIVE STAR SCHOOLS,39.90843,-104.967125
STEM LAUNCH,THORNTON,CO,9450 PECOS STREET,80206,https://stemlaunch.adams12.org/,ELEMENTARY,PUBLIC,ADAMS 12 FIVE STAR SCHOOLS,39.86882,-105.00471
STEM MAGNET ACADEMY ELEM,CHICAGO,IL,1522 W FILLMORE ST,60607,https://www.stemmagnetacademy.com/,ELEMENTARY,PUBLIC,CITY OF CHICAGO SCHOOL DISTRICT 299,41.86875,-87.66476
STEM MAGNET AT FISHER SCHOOL,HARTFORD,CT,280 PLAINFIELD STREET,06112,https://anniefisherstem.hartfordschools.org/,ELEMENTARY,PUBLIC,HARTFORD SCHOOL DISTRICT,41.791992,-72.7073
STEM MIDDLE ACADEMY,SPRINGFIELD,MA,60 ALTON STREET,01109,https://www.springfieldpublicschools.com,MIDDLE,PUBLIC,SPRINGFIELD,42.11953,-72.55101
STEM PARTNERSHIP SCHOOL,AURORA,IL,405 S GLADSTONE AVE,60506,https://stem.aurora.edu/,MIDDLE,PUBLIC,STEM PARTNERSHIP SCHOOL,41.75415,-88.3474
STEM PREP ACADEMY,NASHVILLE,TN,1162 FOSTER AVE,37210,http://www.stemprepacademy.org,MIDDLE,PUBLIC,DAVIDSON COUNTY,36.135933,-86.74015
STEM PREP HIGH SCHOOL,NASHVILLE,TN,1162 FOSTER AVE,37210,http://www.stemprepacademy.org,SECONDARY,PUBLIC,DAVIDSON COUNTY,36.134865,-86.73792
STEM PREPARATORY ELEMENTARY,LOS ANGELES,CA,1374 WEST 35TH ST.,90007,www.stemprepelementary.org,ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,34.024326,-118.29966
STEM SCHOOL CHATTANOOGA,CHATTANOOGA,TN,4501 AMNICOLA HWY,37406,http://www.stemschoolchattanooga.net/,HIGH,PUBLIC,HAMILTON COUNTY,35.100174,-85.23738
STEM SCHOOL HIGHLANDS RANCH,HIGHLANDS RANCH,CO,8773 RIDGELINE DRIVE,80129,https://stemk12.org/,OTHER,PUBLIC,"DOUGLAS COUNTY SCHOOL DISTRICT, NO. RE 1",39.555916,-104.99789
STEM STEPS,GIBSONIA,PA,3281 WEXFORD RD,15044,http://www.stemstepspa.com/,ELEMENTARY,PRIVATE,,40.63258,-80.00985
STEM3 ACADEMY,VALLEY GLEN,CA,6455 COLDWATER CANYON AVE,91606,www.thehelpgroup.org,K-12,PRIVATE,LOS ANGELES UNIFIED,34.188286,-118.41405
STEM3 ACADEMY ORANGE COUNTY,IRVINE,CA,17861 VON KARMAN AVE,92614,,K-12,PRIVATE,IRVINE UNIFIED,33.686806,-117.84625
STEM3 ACADEMY WEST,LOS ANGELES,CA,12095 W. WASHINGTON BLVD.,90066,http://thehelpgroup.org/,K-12,PRIVATE,LOS ANGELES UNIFIED,33.99775,-118.42387
STEMLEY ROAD ELEMENTARY SCHOOL,TALLADEGA,AL,2760 STEMLEY BRIDGE RD,35160,http://sres.tcboe.org,ELEMENTARY,PUBLIC,TALLADEGA COUNTY,33.508465,-86.14028
STEMMERS RUN MIDDLE,BALTIMORE,MD,201 STEMMERS RUN RD,21221,https://stemmersrunms.bcps.org/,MIDDLE,PUBLIC,BALTIMORE COUNTY PUBLIC SCHOOLS,39.321922,-76.4576
STENNIS VOC TECH COMPLEX,DEKALB,MS,16 PHILADELPHIA ROAD,39328,,VOCATIONAL SCHOOL,PUBLIC,KEMPER COUNTY SCHOOL DISTRICT,32.775555,-88.66916
STENSTROM ELEMENTARY SCHOOL,OVIEDO,FL,1800 ALAFAYA WOODS BLVD,32765,http://www.scps.k12.fl.us/schools/schoolinfopage.cfm?schoolnumber=0681,ELEMENTARY,PUBLIC,SEMINOLE,28.654085,-81.19108
STENWOOD ELEMENTARY,VIENNA,VA,2620 GALLOWS RD,22180,https://stenwoodes.fcps.edu/,ELEMENTARY,PUBLIC,FAIRFAX COUNTY PUBLIC SCHOOLS,38.884586,-77.22945
STEP,FOREST LAKE,MN,467 W BROADWAY,55025,,HIGH,PUBLIC,FOREST LAKE PUBLIC SCHOOL DISTRICT,45.27967,-92.98532
STEP,WINSTED,CT,100 BATTISTONI DR.,06098,https://portal.ct.gov/decd/content/business-development/05_funding_opportunities/state-trade-expansion-program---step,HIGH,PUBLIC,REGIONAL SCHOOL DISTRICT 07,41.9134,-73.047356
STEP ACADEMY CHARTER SCHOOL,SAINT PAUL,MN,835 5TH ST E.,55106,https://stepacademymn.com/,HIGH,PUBLIC,STEP ACADEMY CHARTER SCHOOL,44.9597,-93.06507
STEP ACADEMY ELEMENTARY,SAINT PAUL,MN,835 5TH ST E,55106,https://stepacademymn.org/academics/elementary-program/,ELEMENTARY,PUBLIC,STEP ACADEMY CHARTER SCHOOL,44.95978,-93.065025
STEP AHEAD HIGH SCHOOL,ANOKA,MN,1353 WEST HIGHWAY 10,55303,http://stepaheadhs.com,HIGH,PUBLIC,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT.,45.216183,-93.415054
STEP AHEAD KINDERGARTEN,BRAINTREE,MA,12 ELM ST,02184,https://stepaheadkp.com/,ELEMENTARY,PRIVATE,,42.221645,-71.00344
STEP BY STEP CHRISTIAN SCHOOL,TOMBALL,TX,1119 S CHERRY ST,77375,http://www.stepbystepchristianschool.org/,ELEMENTARY,PRIVATE,,30.087097,-95.61098
STEP BY STEP MONTESSORI,PLYMOUTH,MN,4355 HWY 169 N,55442,https://www.stepbystepmontessori.com/,ELEMENTARY,PRIVATE,,45.034836,-93.403885
STEP BY STEP MONTESSORI,WAYZATA,MN,15300 WAYZATA BLVD,55391,https://www.stepbystepmontessori.com/,ELEMENTARY,PRIVATE,,44.971813,-93.472115
STEP BY STEP MONTESSORI SCHOOL,CONCORD,CA,1507 HEATHER DR,94521,http://stepbystepschools.com/,ELEMENTARY,PRIVATE,,37.958294,-121.97302
STEP BY STEP MONTESSORI SCHOOL OF CORCORAN,LORETTO,MN,23610 COUNTY ROAD 10,55357,https://www.stepbystepmontessori.com/,ELEMENTARY,PRIVATE,,45.124004,-93.638084
STEP BY STEP MONTESSORI-MAPLE GROVE,MAPLE GROVE,MN,11601 73RD AVE N,55369,https://www.stepbystepmontessori.com/,ELEMENTARY,PRIVATE,,45.086807,-93.427826
STEP CHARTER EL,HOUSTON,TX,11250 S WILCREST DR,77099,https://www.stepcharter.org/,ELEMENTARY,PUBLIC,STEP CHARTER SCHOOL,29.657194,-95.57061
STEP CHARTER II,HOUSTON,TX,8282 BISSONNET ST,77074,https://www.stepcharter.org/,ELEMENTARY,PUBLIC,STEP CHARTER SCHOOL,29.679451,-95.525406
STEP OF FAITH CHRISTIAN ACADEMY,RIDGELAND,SC,9009 TARBORO RD,29936,https://sfcaweb.com/,K-12,PRIVATE,,32.49541,-81.02113
STEP SCHOOL,MCCOOK,NE,305 EAST 1ST,69001,https://crimesolutions.ojp.gov/ratedprograms/308,,PUBLIC,EDUCATIONAL SERVICE UNIT 15,40.200066,-100.62409
STEP TD PROGRAM,HOWARD LAKE,MN,720 9TH AVE,55349,,HIGH,PUBLIC,MEEKER AND WRIGHT SPECIAL EDUCATION,45.058884,-94.071205
STEP UP SCHOOL,MESA,AZ,44 EAST 5TH STREET,85201,https://www.stepupschoolsmesa.org,ELEMENTARY,PUBLIC,BALLINGER INDEPENDENT SCHOOL DISTRICT,33.42421,-111.83002
STEP UP TO COLLEGE OPEN DOORS HIGH SCHOOL,GRANDVIEW,WA,500 W MAIN ST,98930,,HIGH,PUBLIC,GRANDVIEW SCHOOL DISTRICT,46.255203,-119.907486
STEP-MERIDEN SCHOOL DISTRICT,MERIDEN,CT,426 WEST MAIN STREET,06451,https://www.meridenk12.org/departments/pupil-personnel-programs/,ELEMENTARY,PUBLIC,MERIDEN SCHOOL DISTRICT,41.539097,-72.81818
STEPANSKI EARLY CHILDHOOD CENTER,WATERFORD,MI,6010 HATCHERY,48329,https://www.waterford.k12.mi.us,PREKINDERGARTEN,PUBLIC,WATERFORD SCHOOL DISTRICT,42.675007,-83.40766
STEPHANIE A VIERNO SCHOOL (THE),STATEN ISLAND,NY,216 CLAWSON ST,10306,,ELEMENTARY,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #31,40.573776,-74.10893
STEPHANIE CRAVENS EARLY CHILDHOOD,HOUSTON,TX,13210 TIDWELL,77044,https://www.sheldonisd.com,ELEMENTARY,PUBLIC,SHELDON INDEPENDENT SCHOOL DISTRICT,29.851328,-95.2001
STEPHANIE LEVENHAGEN,SACRAMENTO,CA,3031 FRANKLIN BLVD.,95818,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674396142350,K-12,PRIVATE,SACRAMENTO CITY UNIFIED,38.548485,-121.47543
STEPHEN AND HARRIET MYERS MIDDLE SCHOOL,ALBANY,NY,100 ELBEL CT,12209,https://www.albanyschools.org,MIDDLE,PUBLIC,ALBANY CITY SCHOOL DISTRICT,42.643166,-73.79553
STEPHEN BELL ELEMENTARY SCHOOL,BELLBROOK,OH,4122 N LINDA DR,45305,https://www.sugarcreek.k12.oh.us,ELEMENTARY,PUBLIC,BELLBROOK-SUGARCREEK LOCAL,39.641575,-84.09401
STEPHEN C FOSTER EL,DALLAS,TX,3700 CLOVER LN,75220,https://www.dallasisd.org/foster,ELEMENTARY,PUBLIC,DALLAS INDEPENDENT SCHOOL DISTRICT,32.86995,-96.85333
STEPHEN DECATUR ELEMENTARY SCHOOL,INDIANAPOLIS,IN,3425 S FOLTZ ST,46221,http://www.msddecatur.k12.in.us/,ELEMENTARY,PUBLIC,MSD DECATUR TOWNSHIP,39.71223,-86.22911
STEPHEN DECATUR HIGH,BERLIN,MD,9913 SEAHAWK RD,21811,https://stephen-decaturhs.weebly.com/,HIGH,PUBLIC,WORCESTER COUNTY PUBLIC SCHOOLS,38.341774,-75.190216
STEPHEN DECATUR MIDDLE,BERLIN,MD,9815 SEAHAWK RD,21811,http://sdmsmiddle.com/,MIDDLE,PUBLIC,WORCESTER COUNTY PUBLIC SCHOOLS,38.337677,-75.189545
STEPHEN DECATUR MIDDLE,CLINTON,MD,8200 PINEWOOD DR,20735,http://www1.pgcps.org/stephendecatur,MIDDLE,PUBLIC,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,38.77685,-76.90823
STEPHEN DECATUR MIDDLE SCHOOL,DECATUR,IL,1 EDUCATIONAL PARK,62526,https://www.dps61.org/sdms,MIDDLE,PUBLIC,DECATUR SCHOOL DISTRICT 61,39.88613,-88.942924
STEPHEN F AUSTIN,BRYAN,TX,800 S COULTER DR,77803,https://sfaustin.bryanisd.org/,MIDDLE,PUBLIC,BRYAN INDEPENDENT SCHOOL DISTRICT,30.662943,-96.36758
STEPHEN F AUSTIN EL,BAYTOWN,TX,3022 MASSEY TOMPKINS,77521,https://schools.gccisd.net/page/sfae.home,ELEMENTARY,PUBLIC,GOOSE CREEK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,29.765604,-94.92886
STEPHEN F AUSTIN EL,GRAND PRAIRIE,TX,815 N W 7TH ST,75050,https://www.gpisd.org/austin,ELEMENTARY,PUBLIC,GRAND PRAIRIE INDEPENDENT SCHOOL DISTRICT,32.750298,-97.012474
STEPHEN F AUSTIN EL,RICHMOND,TX,1630 PITTS RD,77469,https://www.lcisd.org,ELEMENTARY,PUBLIC,LAMAR CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,29.617893,-95.732635
STEPHEN F AUSTIN H S,SUGAR LAND,TX,3434 PHEASANT CREEK DR,77498,http://www.fortbend.k12.tx.us/campuses/ahs/default.cfm,HIGH,PUBLIC,FORT BEND INDEPENDENT SCHOOL DISTRICT,29.640848,-95.67803
STEPHEN F AUSTIN PRI,SLATON,TX,740 S 7TH ST,79364,https://www.slatonisd.net,ELEMENTARY,PUBLIC,SLATON INDEPENDENT SCHOOL DISTRICT,33.432922,-101.63979
STEPHEN F AUSTIN STATE UNIVERSITY,NACOGDOCHES,TX,"2008 ALUMNI DRIVE, RUSK 206",75961,www.sfasu.edu,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",,,31.62245,-94.646935
STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,NACOGDOCHES,TX,2428 RAGUET ST,75965,https://www.sfasu.edu/charter_school/,ELEMENTARY,PUBLIC,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,31.627611,-94.64692
STEPHEN FOSTER ELEMENTARY,LAKEWOOD,CA,5223 E. BIGELOW ST.,90712,https://www.busd.k12.ca.us/stephenfosterelementary,ELEMENTARY,PUBLIC,BELLFLOWER UNIFIED,33.85811,-118.13114
STEPHEN FOSTER ELEMENTARY CHARTER,APPLETON,WI,305 W FOSTER ST,54915,https://www.aasd.k12.wi.us,ELEMENTARY,PUBLIC,APPLETON AREA SCHOOL DISTRICT,44.2447,-88.40872
STEPHEN FOSTER ELEMENTARY SCHOOL,FORT LAUDERDALE,FL,3471 SW 22ND ST,33312,https://www.browardschools.com,ELEMENTARY,PUBLIC,BROWARD,26.095898,-80.1915
STEPHEN FOSTER ELEMENTARY SCHOOL,GAINESVILLE,FL,3800 NW 6TH ST,32609,http://www.sbac.edu/pages/acps,ELEMENTARY,PUBLIC,ALACHUA,29.687885,-82.33209
STEPHEN FOSTER SCHOOL 67,INDIANAPOLIS,IN,653 N SOMERSET,46222,https://find.enrollindy.org/schools/0013600000d2nuzaau,ELEMENTARY,PUBLIC,INDIANAPOLIS PUBLIC SCHOOLS,39.776257,-86.22127
STEPHEN GAYNOR SCHOOL,NEW YORK,NY,148 W 90TH ST,10024,https://www.stephengaynor.org/,K-12,PRIVATE,,40.78981,-73.972534
STEPHEN J. GERACE SCHOOL,PEQUANNOCK,NJ,59 BOULEVARD,07440,https://pequannock.org/,ELEMENTARY,PUBLIC,PEQUANNOCK TOWNSHIP SCHOOL DISTRICT,40.94617,-74.298615
STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,DENVER,CO,3245 EAST EXPOSITION AVENUE,80209,https://skcee.dpsk12.org,ELEMENTARY,PUBLIC,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,39.704323,-104.949326
STEPHEN KNOLLS SCHOOL,KENSINGTON,MD,10731 ST. MARGARET'S WAY,20895,https://www.montgomeryschoolsmd.org/schools/knolls/,OTHER,PUBLIC,MONTGOMERY COUNTY PUBLIC SCHOOLS,39.03393,-77.051636
STEPHEN M. WHITE MIDDLE,CARSON,CA,22102 S. FIGUEROA ST.,90745,http://www.whitems.net,MIDDLE,PUBLIC,LOS ANGELES UNIFIED,33.826866,-118.284706
STEPHEN MACK MIDDLE SCHOOL,ROCKTON,IL,11810 OLD RIVER RD,61072,https://www.rockton140.org/,MIDDLE,PUBLIC,ROCKTON SCHOOL DISTRICT 140,42.4298,-89.06147
STEPHEN OLNEY SCHOOL,NORTH PROVIDENCE,RI,622 WOONASQUATUCKET AVENUE,02911,http://stephenolney.nprovschools.org/,ELEMENTARY,PUBLIC,NORTH PROVIDENCE,41.862404,-71.45221
STEPHEN R. FITZ INTERMEDIATE,SANTA ANA,CA,4600 W. MCFADDEN AVE.,92704,http://www.ggusd.us/fitz,MIDDLE,PUBLIC,GARDEN GROVE UNIFIED,33.73729,-117.93026
STEPHEN S. HUSSE (LA VEGA),BARRANQUITAS,PR,CARR 711 KM O HM 3 BDA LA VEGA,00794,,ELEMENTARY,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,18.189074,-66.31497
STEPHEN SENIOR HIGH,STEPHEN,MN,6TH STREET & SCHOOL AVE,56757,http://www.sac.k12.mn.us/,HIGH,PUBLIC,STEPHEN-ARGYLE CENTRAL SCHOOLS,48.450974,-96.878624
STEPHEN T BADIN HIGH SCHOOL,HAMILTON,OH,571 HAMILTON NEW LONDON RD,45013,https://www.badinhs.org/,SECONDARY,PRIVATE,,39.395348,-84.59191
STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL,NEW YORK,NY,439 W 49TH ST-4TH FL,10019,https://www.matherhsnyc.org,HIGH,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,40.763855,-73.990166
STEPHENS COLLEGE,COLUMBIA,MO,1200 E BROADWAY,65215,https://www.stephens.edu,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",,,38.95121,-92.32278
STEPHENS COUNTY FIFTH GRADE ACADEMY,TOCCOA,GA,1315 ROSE LN,30577,https://sfga-stephenscountyschools-ga.schoolloop.com/,MIDDLE,PUBLIC,STEPHENS COUNTY,34.547462,-83.298645
STEPHENS COUNTY HIGH SCHOOL,TOCCOA,GA,323 INDIAN TRL,30577,https://schs.stephens.k12.ga.us,HIGH,PUBLIC,STEPHENS COUNTY,34.552986,-83.29167
STEPHENS COUNTY MIDDLE SCHOOL,TOCCOA,GA,1315 ROSE LN,30577,https://scms.stephens.k12.ga.us,MIDDLE,PUBLIC,STEPHENS COUNTY,34.547398,-83.29871
STEPHENS EL,HOUSTON,TX,2402 ALDINE MAIL ROUTE RD,77039,https://www.aldine.k12.tx.us,ELEMENTARY,PUBLIC,ALDINE INDEPENDENT SCHOOL DISTRICT,29.901436,-95.3478
STEPHENS EL,SHADY SHORES,TX,133 GARZA RD,76208,https://www.dentonisd.org/stephenses,ELEMENTARY,PUBLIC,DENTON INDEPENDENT SCHOOL DISTRICT,33.164066,-97.04168
STEPHENS ELEMENTARY,CHOWCHILLA,CA,355 N. 5TH ST.,93610,https://www.chowchillaelem.k12.ca.us/domain/190,ELEMENTARY,PUBLIC,CHOWCHILLA ELEMENTARY,37.122124,-120.26586
STEPHENS ELEMENTARY,LITTLE ROCK,AR,3700 W 18TH ST,72204,https://www.lrsd.org,ELEMENTARY,PUBLIC,DALLAS INDEPENDENT SCHOOL DISTRICT,34.73526,-92.31468
