Standard Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibra Hospital of Southeastern Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prices Effective July 1, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item/Service/Service Package Description,CPT/HCPCS Code,DRG/CMG,NDC,Other Accounting/ Revenue Codes,Rx Charge Quantity,Inpatient Default Gross Charge,Outpatient Default Gross Charge,Discounted Cash Price,De-identified Minimum Negotiated Payer Specific Charge,De-identified Maximum Negotiated Payer Specific Charge,ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 744,"ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
Auto 759/ WC 34","ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
MR  884",Aetna  720,Aetna Medicare Advantage,Affinity Hospice,AHLIC PPO MR  962 (Aetna),BC/BS of Michigan 600,BC/BS of Michigan 600,"Beaumont Health
Formerly OAKWOOD ACO 314",Blue Care Network Michigan   230,Blue Care Network of Michigan Medicare Adv  712,Cofinity/PPOM   500,Consumers Mutual Ins of MI,DMC CARE  747,Ethix 711,Fidelis Secure Med Adv 961,Fidelis Securecare DR 960,Trusted Health Plan (formerly Harbor Health Choice) 734,Trusted Health Plan (formerly Harbor Health Advantage) MR 982,Health Alliance Plan 725 (PHP),Health Alliance Medicare Senior Plus and Medicare PPO,Health Payors Organization  717,HealthPlus of Michigan (HPM) MR,Humana-Choice Care 718,Integrated Health Plan 712,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,Medicare,MediNcrease,MediNcrease WC,Paradigm Specialty Network (Formerly AdvaNet) WC,"Wellcare DR (previously Meridian Health Plan DR)
*Only Name change*
","Wellcare MR ( Previously Meridian Health Plan MR)
* Only Name change*","Wellcare Health Plan (Previously Meridian Health Plan)
*Name change only*","Wellcare Health Plan MICHILD (Previously Meridian Health Plan MICHILD)
*Name change only*",Midwest Health Plan,Molina MR,Molina DR,Molina Marketplace,"Multiplan Primary 
Network - PHCS, PHCS Savility, HealthEOS Network
 715","Multiplan Complimentary 737
Multiplan, Value point
 737","Multiplan WC 54
Multiplan, Value Point
 617","Multiplan Auto 618
Multiplan, Value Point
 618",National Providers Network (NPN) 719,Preferred Hlth 750,Priority Health Choice,Priority Health Choice,Priority Health Choice MR,"Provider Network of America
Wrap/TPA",Three Rivers Hospital Network,Tricare East -Humana Government Business,Tricare East -Humana Government Business,"Total Healthcare Comm 319, Medicare Adv 727","Total Healthcare Comm 319, Medicare Adv 727",Total Healthcare DR 231,Total Healthcare DR 231,UHC Community Commercial 318,UHC Community MME 905,UHC Community MR 710,UHC Community MR 710,UHC Community DR 904,"VA Administration
(Not contracted)",VA Community Care Network (VA CCN)
ACYCLOVIR 400MG CAP,,,168001209,250,          ,7.5,,,0,7.13,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,5,,,6,,,,,7,,,,,,,,,,,,5,,,5,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,4,
ZOVIRAX,,,,250,,228.45,,,0,217.03,183,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,183,,,,,,,160,,,171,,,,,206,,,,,,,,,,,,137,,,160,,,,,183,183,183,100% LTAH PPS,,,,,,,,,,110,
ACYCLOVIR 1000MG INJ,,,68084008611,250,MG        ,43.9,,,0,41.71,35,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,35,,,,,,,31,,,33,,,,,40,,,,,,,,,,,,26,,,31,,,,,35,35,35,100% LTAH PPS,,,,,,,,,,21,
ACYCLOVIR 800MG TAB,,,51079081001,250,MG        ,18.2,,,0,17.29,15,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,15,,,,,,,13,,,14,,,,,16,,,,,,,,,,,,11,,,13,,,,,15,15,15,100% LTAH PPS,,,,,,,,,,9,
UROXATROL 10MG TAB,,,603420921,250,MG        ,91.95,,,0,87.35,74,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,74,,,,,,,64,,,69,,,,,83,,,,,,,,,,,,55,,,64,,,,,74,74,74,100% LTAH PPS,,,,,,,,,,44,
ADVAIR 250/50 INHAL,,,68084019811,250,MG        ,339.95,,,0,322.95,272,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,272,,,,,,,238,,,255,,,,,306,,,,,,,,,,,,204,,,238,,,,,272,272,272,100% LTAH PPS,,,,,,,,,,164,
ADVAIR 500/50 INH,,,60687011411,250,MG        ,2486.9,,,0,"2,362.56","1,990",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,990",,,,,,,"1,741",,,"1,865",,,,,"2,238",,,,,,,,,,,,"1,492",,,"1,741",,,,,"1,990","1,990","1,990",100% LTAH PPS,,,,,,,,,,"1,201",
HEPARIN 5000/0.5 IV,,,223176001,250,GM        ,3.8,,,0,3.61,3,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,3,,,,,,,3,,,3,,,,,3,,,,,,,,,,,,2,,,3,,,,,3,3,3,100% LTAH PPS,,,,,,,,,,2,
AGGRENOX,,,228253810,250,MG        ,27.7,,,0,26.32,22,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,22,,,,,,,19,,,21,,,,,25,,,,,,,,,,,,17,,,19,,,,,22,22,22,100% LTAH PPS,,,,,,,,,,13,
PERATIVE 240ML,,,68084052401,250,MEQ       ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALBUMIN 5% 250ML,,,,250,,145,,,0,137.75,116,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,116,,,,,,,102,,,109,,,,,131,,,,,,,,,,,,87,,,102,,,,,116,116,116,100% LTAH PPS,,,,,,,,,,70,
ALBUMIN 25% 50ML,,,378037301,250,MG        ,43.5,,,0,41.33,35,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,35,,,,,,,30,,,33,,,,,39,,,,,,,,,,,,26,,,30,,,,,35,35,35,100% LTAH PPS,,,,,,,,,,21,
VENTOLIN,,,42292003820,250,MCG       ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
GUAFENESIN ORAL SOLN,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
LACTULOSE 10GM/15ML,,,378361101,250,MCG       ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALLOPURINOL 100MG,,,395266216,250,          ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALLOPURINOL 300MG,,,68084089511,250,          ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALPHAGAN 0.15% OS,,,406055262,250,MG        ,181.65,,,0,172.57,145,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,145,,,,,,,127,,,136,,,,,163,,,,,,,,,,,,109,,,127,,,,,145,145,145,100% LTAH PPS,,,,,,,,,,88,
ALPRAZOLAM 0.25MG,,,406575501,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALPRAZOLAM 0.5MG TAB,,,406577101,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALPRAZOLAM 1MG TAB,,,264785020,250,          ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ALREX 0.2% OPHTH 5ML,,,,250,,149.9,,,0,142.41,120,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,120,,,,,,,105,,,112,,,,,135,,,,,,,,,,,,90,,,105,,,,,120,120,120,100% LTAH PPS,,,,,,,,,,72,
XXX,,,487930103,250,%         ,8,,,0,7.6,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,6,,,6,,,,,7,,,,,,,,,,,,5,,,6,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,4,
ULTRAM ER,,,487950103,250,0.08%,12.65,,,0,12.02,10,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,10,,,,,,,9,,,9,,,,,11,,,,,,,,,,,,8,,,9,,,,,10,10,10,100% LTAH PPS,,,,,,,,,,6,
CATHFLO 2MG INJECTIO,,,536100059,250,MG/5ML    ,734.7,,,0,697.97,588,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,588,,,,,,,514,,,551,,,,,661,,,,,,,,,,,,441,,,514,,,,,588,588,588,100% LTAH PPS,,,,,,,,,,355,
AMANTADINE 100MG TAB,,,536355101,250,MCG       ,9.1,,,0,8.65,7,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,7,,,,,,,6,,,7,,,,,8,,,,,,,,,,,,5,,,6,,,,,7,7,7,100% LTAH PPS,,,,,,,,,,4,
GUAFENESIN DM UD LIQ,,,50268026615,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AMARYL 2MG TAB,,,50268052215,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
AMARYL 4MG TABLET,,,904227260,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AMBIEN 5MG TAB,,,536440801,250,MG        ,18.5,,,0,17.58,15,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,15,,,,,,,13,,,14,,,,,17,,,,,,,,,,,,11,,,13,,,,,15,15,15,100% LTAH PPS,,,,,,,,,,9,
AMBIEN 10MG TAB,,,536104710,250,MG        ,18.2,,,0,17.29,15,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,15,,,,,,,13,,,14,,,,,16,,,,,,,,,,,,11,,,13,,,,,15,15,15,100% LTAH PPS,,,,,,,,,,9,
PROAMATINE 10MG TAB,,,,250,,38.9,,,0,36.96,31,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,31,,,,,,,27,,,29,,,,,35,,,,,,,,,,,,23,,,27,,,,,31,31,31,100% LTAH PPS,,,,,,,,,,19,
METOPROLOL 5MG INJ,,,536509008,250,          ,5.75,,,0,5.46,5,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,5,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,5,5,5,100% LTAH PPS,,,,,,,,,,3,
AMIKIN 250MG/ML VIAL,,,536718001,250,          ,117.65,,,0,111.77,94,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,94,,,,,,,82,,,88,,,,,106,,,,,,,,,,,,71,,,82,,,,,94,94,94,100% LTAH PPS,,,,,,,,,,57,
AMINOPHYLLINE 250MG/,,,536730001,250,MG        ,2.3,,,0,2.19,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,2,,,2,,,,,2,,,,,,,,,,,,1,,,2,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
CORDARONE 200MG TABL,,,555088602,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AMOXICILLIN 250MG CA,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AMOXICILLIN 500MG CA,,,574022201,250,MCG       ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AUGMENTIN 875-125 TA,,,43199001301,250,MG        ,20.2,,,0,19.19,16,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,16,,,,,,,14,,,15,,,,,18,,,,,,,,,,,,12,,,14,,,,,16,16,16,100% LTAH PPS,,,,,,,,,,10,
FUNGIZONE 50MG 15ML,,,591042401,250,MG        ,218.5,,,0,207.58,175,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,175,,,,,,,153,,,164,,,,,197,,,,,,,,,,,,131,,,153,,,,,175,175,175,100% LTAH PPS,,,,,,,,,,106,
AMPICILLIN 500MG CAP,,,591079401,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
PRINCIPEN 1GM VIAL,,,591079601,250,MG        ,28.3,,,0,26.89,23,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,23,,,,,,,20,,,21,,,,,25,,,,,,,,,,,,17,,,20,,,,,23,23,23,100% LTAH PPS,,,,,,,,,,14,
PRINCIPEN 2GM VIAL,,,591532101,250,MG        ,38.1,,,0,36.2,30,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,30,,,,,,,27,,,29,,,,,34,,,,,,,,,,,,23,,,27,,,,,30,30,30,100% LTAH PPS,,,,,,,,,,18,
LEVOPHED 1MG/1ML INJ,,,591544301,250,MG        ,5.81,,,0,5.52,5,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,5,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,5,5,5,100% LTAH PPS,,,,,,,,,,3,
ANUSOL OINTMENT,,,591564201,250,MG        ,20,,,0,19,16,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,16,,,,,,,14,,,15,,,,,18,,,,,,,,,,,,12,,,14,,,,,16,16,16,100% LTAH PPS,,,,,,,,,,10,
FLUCONAZOLE 400MG IV,,,,250,,35.8,,,0,34.01,29,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,29,,,,,,,25,,,27,,,,,32,,,,,,,,,,,,21,,,25,,,,,29,29,29,100% LTAH PPS,,,,,,,,,,17,
TYLENOL W/CODEINE #2,,,591588201,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
TYLENOL W/CODEINE #3,,,603017929,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
TYLENOL W/CODEINE #4,,,603333921,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
TYLENOL W/CODEINE EL,,,,250,,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
ALBUTEROL 0.5ML UD,,,,250,,2.95,,,0,2.8,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,2,,,2,,,,,3,,,,,,,,,,,,2,,,2,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
AQUA-MEPHYTON 10MG/M,,,641605725,250,MG/2ML    ,232.7,,,0,221.07,186,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,186,,,,,,,163,,,175,,,,,209,,,,,,,,,,,,140,,,163,,,,,186,186,186,100% LTAH PPS,,,,,,,,,,112,
ARANESP PFS 200MCG/0,,,,250,,1667,,,0,"1,583.65","1,334",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,334",,,,,,,"1,167",,,"1,250",,,,,"1,500",,,,,,,,,,,,"1,000",,,"1,167",,,,,"1,334","1,334","1,334",100% LTAH PPS,,,,,,,,,,805,
ARAVA 20MG TABLET,,,713010109,250,GM        ,207.3,,,0,196.94,166,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,166,,,,,,,145,,,155,,,,,187,,,,,,,,,,,,124,,,145,,,,,166,166,166,100% LTAH PPS,,,,,,,,,,100,
ARICEPT 10MG TABLET,,,713010912,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ARIMIDEX 1MG TABLET,,,713019757,250,MG        ,8.3,,,0,7.89,7,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,7,,,,,,,6,,,6,,,,,7,,,,,,,,,,,,5,,,6,,,,,7,7,7,100% LTAH PPS,,,,,,,,,,4,
CANCIDAS 70MG IV,,,761030520,250,UNIT      ,1684.25,,,0,"1,600.04","1,347",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,347",,,,,,,"1,179",,,"1,263",,,,,"1,516",,,,,,,,,,,,"1,011",,,"1,179",,,,,"1,347","1,347","1,347",100% LTAH PPS,,,,,,,,,,813,
DURATEARS EYE OINTME,,,832121100,250,MG        ,14.75,,,0,14.01,12,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,12,,,,,,,10,,,11,,,,,13,,,,,,,,,,,,9,,,10,,,,,12,12,12,100% LTAH PPS,,,,,,,,,,7,
ASACOL 400MG TABLET,,,832121201,250,MG        ,5.35,,,0,5.08,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,3,
VITAMIN C 250MG TABL,,,832121301,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
VITAMIN C 500MG TABL,,,832121401,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
XXX,,,,250,,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
ASPIRIN CHILD 81MG T,,,832121801,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ASPIRIN 300MG SUPPOS,,,832121901,250,MG        ,5.8,,,0,5.51,5,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,5,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,5,5,5,100% LTAH PPS,,,,,,,,,,3,
ASPIRIN 325MG TABLET,,,904001259,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ASPIRIN 325MG EC TAB,,,121148800,250,MG/10ML   ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ATACAND 16MG TABLET,,,10006070034,250,UNIT      ,7.2,,,0,6.84,6,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,6,,,,,,,5,,,5,,,,,6,,,,,,,,,,,,4,,,5,,,,,6,6,6,100% LTAH PPS,,,,,,,,,,3,
ATENOLOL 25MG TABLET,,,904655061,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ATENOLOL 50MG TABLET,,,904052361,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
SAL-TROPINE 0.4MG TA,,,904053961,250,          ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
ATROPINE 0.1MG/ML AB,,,904054460,250,MG        ,43.2,,,0,41.04,35,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,35,,,,,,,30,,,32,,,,,39,,,,,,,,,,,,26,,,30,,,,,35,35,35,100% LTAH PPS,,,,,,,,,,21,
ISOPTO ATROPINE 1% E,,,,250,,0,,,0, -   , -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
ATROPINE 0.4MG/ML VL,,,904198261,250,MG        ,2,,,0,1.9,2,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,2,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1,,,1,,,,,2,2,2,100% LTAH PPS,,,,,,,,,,1,
IPRATROPIUM BR 0.02%,,,904198861,250,MG        ,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
ATROVENT 0.03% SPRAY,,,66553000101,250,MG        ,446.65,,,0,424.32,357,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,357,,,,,,,313,,,335,,,,,402,,,,,,,,,,,,268,,,313,,,,,357,357,357,100% LTAH PPS,,,,,,,,,,216,
ATROVENT 0.06% SPRAY,,,66553000101,250,MG        ,238,,,0,226.1,190,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,190,,,,,,,167,,,179,,,,,214,,,,,,,,,,,,143,,,167,,,,,190,190,190,100% LTAH PPS,,,,,,,,,,115,
NYSTATIN 5ML UD LIQ,,,,250,,5,,,0,4.75,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
AUGMENTIN 250-125 TA,,,781169501,250,MG        ,23.65,,,0,22.47,19,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,19,,,,,,,17,,,18,,,,,21,,,,,,,,,,,,14,,,17,,,,,19,19,19,100% LTAH PPS,,,,,,,,,,11,
AUGMENTIN 500-125 TA,,,63739047810,250,MG        ,15.1,,,0,14.35,12,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,12,,,,,,,11,,,11,,,,,14,,,,,,,,,,,,9,,,11,,,,,12,12,12,100% LTAH PPS,,,,,,,,,,7,
AVANDIA 4MG TABLET,,,68084085501,250,MG        ,19,,,0,18.05,15,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,15,,,,,,,13,,,14,,,,,17,,,,,,,,,,,,11,,,13,,,,,15,15,15,100% LTAH PPS,,,,,,,,,,9,
AVELOX 400MG TABLET,,,,250,,58,,,0,55.1,46,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,46,,,,,,,41,,,44,,,,,52,,,,,,,,,,,,35,,,41,,,,,46,46,46,100% LTAH PPS,,,,,,,,,,28,
