Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_BLUE_CHOICE,BCBS_CAP,CHOICE_CARE_MEDICARE,OPTUM_VA_CCN,UHC_ALL_PAYER
2404378_1,99291 - Critical Care,Emergency,0450,99291,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",,0,550.00,522.50,467.50,1011.67,961.09,1011.67,550.00,550.00,467.50
2404378_1,99291 - Critical Care,Inpatient,0450,99291,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",,0,550.00,522.50,467.50,1011.67,N/A,N/A,N/A,N/A,467.50
2404379_1,"99292 - Critical Care, each 30 min",Emergency,0450,99292,"Critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)",,0,187.00,177.65,158.95,300.29,285.28,300.29,187.00,187.00,158.95
2404379_1,"99292 - Critical Care, each 30 min",Inpatient,0450,99292,"Critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)",,0,187.00,177.65,158.95,300.29,N/A,N/A,N/A,N/A,158.95
4318084_2,10060 Incision and drainage of abscess; simple or single,Outpatient,0521,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,329.00,312.55,279.65,785.00,745.75,785.00,309.32,0.00,279.65
4318084_3,10060 Incision and drainage of abscess; simple or single,ProFee,0983,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,329.00,312.55,312.55,312.55,N/A,N/A,N/A,N/A,N/A
4318092_2,10061 Incision and drainage of abscess; complicated/multiple,ProFee,0983,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,556.00,528.20,528.20,528.20,N/A,N/A,N/A,N/A,N/A
4318092_3,10061 Incision and drainage of abscess; complicated/multiple,ProFee,0983,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,556.00,528.20,528.20,528.20,N/A,N/A,N/A,N/A,N/A
4318094_1,TB Skin Test POC (86580),Inpatient,0300,86580,"Skin test; tuberculosis, intradermal",,0,32.00,30.40,17.26,32.00,N/A,N/A,N/A,N/A,27.20
4318094_1,TB Skin Test POC (86580),Outpatient,0300,86580,"Skin test; tuberculosis, intradermal",,0,32.00,30.40,17.26,32.00,17.26,18.17,32.00,N/A,27.20
4318094_2,TB Skin Test POC (86580),Outpatient,0300,86580,"Skin test; tuberculosis, intradermal",,0,32.00,30.40,17.26,32.00,17.26,18.17,32.00,N/A,27.20
4318099_1,TB Skin Test POC,Inpatient,0300,86580,"Skin test; tuberculosis, intradermal",,0,32.00,30.40,17.26,32.00,N/A,N/A,N/A,N/A,27.20
4318099_1,TB Skin Test POC,Outpatient,0300,86580,"Skin test; tuberculosis, intradermal",,0,32.00,30.40,17.26,32.00,17.26,18.17,32.00,N/A,27.20
4318116_1,Blood Glucose POC (82947),Inpatient,0300,82948,"Glucose; blood, reagent strip",,0,11.00,10.45,5.04,11.00,N/A,N/A,N/A,N/A,9.35
4318116_1,Blood Glucose POC (82947),Outpatient,0300,82948,"Glucose; blood, reagent strip",,0,11.00,10.45,5.04,11.00,7.91,8.33,11.00,5.04,9.35
4318116_2,Blood Glucose POC (82947),Outpatient,0300,82948,"Glucose; blood, reagent strip",,0,11.00,10.45,5.04,11.00,7.91,8.33,11.00,5.04,9.35
4318138_2,"10120 Incision and removal of foreign body, subcutaneous tissues; simple",Outpatient,0521,10120,"Incision and removal of foreign body, subcutaneous tissues; simple",,0,138.00,131.10,117.30,1065.00,1011.75,1065.00,309.32,0.00,117.30
4318139_2,"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0983,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,461.00,437.95,437.95,437.95,N/A,N/A,N/A,N/A,N/A
4318139_3,"10140 Incision and drainage of hematoma, seroma or fluid collection",ProFee,0983,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,461.00,437.95,437.95,437.95,N/A,N/A,N/A,N/A,N/A
4318140_2,"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0983,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,376.00,357.20,357.20,357.20,N/A,N/A,N/A,N/A,N/A
4318140_3,"10160 Puncture aspiration of abscess, hematoma, bulla, or cyst",ProFee,0983,10160,"Puncture aspiration of abscess, hematoma, bulla, or cyst",,0,376.00,357.20,357.20,357.20,N/A,N/A,N/A,N/A,N/A
4318142_2,11042 Debridement subcutaneous tissue; first 20 sq cm or less,ProFee,0983,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,218.00,207.10,207.10,207.10,N/A,N/A,N/A,N/A,N/A
4318142_3,11042 Debridement subcutaneous tissue; first 20 sq cm or less,ProFee,0983,11042,"Debridement, subcutaneous tissue (includes epidermis and dermis, if performed); first 20 sq cm or less",,0,218.00,207.10,207.10,207.10,N/A,N/A,N/A,N/A,N/A
4318144_2,"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0983,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,250.00,237.50,237.50,237.50,N/A,N/A,N/A,N/A,N/A
4318144_3,"11200 Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",ProFee,0983,11200,"Removal of skin tags, multiple fibrocutaneous tags, any area; up to and including 15 lesions",,0,250.00,237.50,237.50,237.50,N/A,N/A,N/A,N/A,N/A
4318145_2,"11300 Shaving of epidermal or dermal lesion, single lesion, trunk, arm or legs; lesion diameter 0.5",Outpatient,0521,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",,0,202.00,191.90,70.30,309.32,70.30,74.00,309.32,0.00,171.70
4318146_2,"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0983,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,206.00,195.70,195.70,195.70,N/A,N/A,N/A,N/A,N/A
4318146_3,"11305 Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; les",ProFee,0983,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",,0,206.00,195.70,195.70,195.70,N/A,N/A,N/A,N/A,N/A
4318147_2,"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0983,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,211.00,200.45,200.45,200.45,N/A,N/A,N/A,N/A,N/A
4318147_3,"11310 Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous",ProFee,0983,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",,0,211.00,200.45,200.45,200.45,N/A,N/A,N/A,N/A,N/A
4318148_2,"11400 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0983,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,226.00,214.70,214.70,214.70,N/A,N/A,N/A,N/A,N/A
4318148_3,"11400 Excision, benign lesion including margins, except skin tag, trunk, arms or legs; excised diame",ProFee,0983,11400,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.5 cm or less",,0,348.00,330.60,330.60,330.60,N/A,N/A,N/A,N/A,N/A
4318149_2,"11420 Excision, benign lesion including margins, except skin tag, scalp, neck, hands, feet, genitali",Outpatient,0521,11420,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,348.00,330.60,295.80,849.00,806.55,849.00,309.32,0.00,295.80
4318150_2,"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0983,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,383.00,363.85,363.85,363.85,N/A,N/A,N/A,N/A,N/A
4318150_3,"11440 Excision, other benign lesion including margins, except skin tag, face, ears, eyelids, nose, l",ProFee,0983,11440,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.5 cm or less",,0,383.00,363.85,363.85,363.85,N/A,N/A,N/A,N/A,N/A
4318151_2,"11600 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or",ProFee,0983,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,404.00,383.80,383.80,383.80,N/A,N/A,N/A,N/A,N/A
4318151_3,"11600 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or",ProFee,0983,11600,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less",,0,404.00,383.80,383.80,383.80,N/A,N/A,N/A,N/A,N/A
4318152_2,"11601 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.",ProFee,0983,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,661.00,627.95,627.95,627.95,N/A,N/A,N/A,N/A,N/A
4318152_3,"11601 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.",ProFee,0983,11601,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.6 to 1.0 cm",,0,661.00,627.95,627.95,627.95,N/A,N/A,N/A,N/A,N/A
4318153_2,"11602 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.",Outpatient,0521,11602,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 1.1 to 2.0 cm",,0,725.00,688.75,309.32,895.00,850.25,895.00,309.32,0.00,616.25
4318154_2,"11603 Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.",ProFee,0983,11603,"Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 2.1 to 3.0 cm",,0,350.00,332.50,332.50,332.50,N/A,N/A,N/A,N/A,N/A
4318155_2,"11620 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11620,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.5 cm or less",,0,185.00,175.75,175.75,175.75,N/A,N/A,N/A,N/A,N/A
4318156_2,"11621 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,668.00,634.60,634.60,634.60,N/A,N/A,N/A,N/A,N/A
4318156_3,"11621 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11621,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm",,0,668.00,634.60,634.60,634.60,N/A,N/A,N/A,N/A,N/A
4318157_2,"11622 Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised dia",ProFee,0983,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",,0,828.00,786.60,786.60,786.60,N/A,N/A,N/A,N/A,N/A
4318158_2,"11640 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",Outpatient,0521,11640,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.5 cm or less",,0,571.00,542.45,309.32,542.45,475.95,501.00,309.32,0.00,485.35
4318159_2,"11641 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",,0,698.00,663.10,663.10,663.10,N/A,N/A,N/A,N/A,N/A
4318159_3,"11641 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11641,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm",,0,698.00,663.10,663.10,663.10,N/A,N/A,N/A,N/A,N/A
4318160_2,"11642 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",,0,804.00,763.80,763.80,763.80,N/A,N/A,N/A,N/A,N/A
4318160_3,"11642 Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diamete",ProFee,0983,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",,0,804.00,763.80,763.80,763.80,N/A,N/A,N/A,N/A,N/A
4318161_2,11765 Wedge excision of skin of nail fold,ProFee,0983,11765,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",,0,325.00,308.75,308.75,308.75,N/A,N/A,N/A,N/A,N/A
4318162_2,"11976 Removal, implantable contraceptive capsules",ProFee,0983,11976,"Removal, implantable contraceptive capsules",,0,282.00,267.90,267.90,267.90,N/A,N/A,N/A,N/A,N/A
4318162_3,"11976 Removal, implantable contraceptive capsules",ProFee,0983,11976,"Removal, implantable contraceptive capsules",,0,282.00,267.90,267.90,267.90,N/A,N/A,N/A,N/A,N/A
4318164_3,"11982 Removal, non-biodegradable drug delivery implant",ProFee,0983,11982,"Removal, non-biodegradable drug delivery implant",,0,282.00,267.90,267.90,267.90,N/A,N/A,N/A,N/A,N/A
4318166_2,"12004 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,560.00,532.00,532.00,532.00,N/A,N/A,N/A,N/A,N/A
4318166_3,"12004 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12004,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 7.6 cm to 12.5 cm",,0,383.00,363.85,363.85,363.85,N/A,N/A,N/A,N/A,N/A
4318167_2,"12007 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",,0,971.00,922.45,922.45,922.45,N/A,N/A,N/A,N/A,N/A
4318167_3,"12007 Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or",ProFee,0983,12007,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); over 30.0 cm",,0,673.00,639.35,639.35,639.35,N/A,N/A,N/A,N/A,N/A
4318168_2,"12031 Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities excluding hands and f",ProFee,0983,12031,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.5 cm or less",,0,713.00,677.35,677.35,677.35,N/A,N/A,N/A,N/A,N/A
