name,business_type,state_registered,street_physical
"RMLJJ, LLC",LLC,MS,5 MISTLETOE CROSSING
"SOUTHERN EYE CENTER RENTAL PROPERTY - LAUREL, LLC",LLC,MS,1420 S 28TH AVE.
"PUGS HOLDINGS, LLC",LLC,DE,215 N 1800 WEST
DIAMOND L TRUCKING & CATTLE INC,CORPORATION,MS,48 HERBERT FARMER RD
J&Y LUNDSGAARD LLC,LLC,MS,4185 COUNTY RD 333
"MOORE INVESTMENT HOLDINGS, LLC",LLC,MS,803 FARNSWORTH AVE
"TRUPOINT TACTICAL, LLC",LLC,MS,459 OLD HIGHWAY 35 S
"PAPPAS PIZZA PI, INC.",CORPORATION,MS,214 E MARION AVE
"FIELDER FAMILY, LLC",LLC,MS,43 COUNTY ROAD 3056
"PICKETT STREET LEARNING CENTER, INC",CORPORATION,MS,446 NORTH BROADWAY STREET
"SETTLEMIRES LOGGING, LLC",LLC,MS,1221A CR 624
TREASURES2B LLC,LLC,MS,105 ROYAL ST
"TRIPLE 13 INVESTMENTS, LLC",LLC,MS,1313 HWY 8 WEST
"MARINER FINANCE, LLC",LLC,MD,8211 TOWN CENTER DRIVE
"MIDWEST COMMUNITY DEVELOPMENT FUND VIII, LLC",LLC,DE,909 POYDRAS STREET STE 2230
"J & B FRANKLIN PROPERTIES, LLC",LLC,MS,30A PR 1034
EDIBLE GLITZ CUSTOM TREATS LLC,LLC,MS,18065 RIDGEWAY RD
FLY KIDS CLOTHING BOUTIQUE LLC,LLC,MS,18065 RIDGEWAY RD
"TREEN HOLDINGS, LLC",LLC,MS,81 AUDUBON BLVD
"GABLES 4CLOSURE CLEANUP, L.L.C.",LLC,MS,107 PINE KNOLL DR. BLDG 3 #45
"DG COLUMBIA 98E, LLC",LLC,MS,10 LAMAR BLVD.
"CBR FAMILY, LLC",LLC,MS,77103 GOLF CLUB DR
BEARD GROUP LLC,LLC,MS,1843 MISTY LANE
"ECG, INC.",CORPORATION,GA,505 N TOOMBS ST
C&T FARM LLC,LLC,MS,50 VICTORY RD
MAD PIZZA LLC,LLC,MS,219 GARDEN PARK DR STE 500
TOBACCO CENTER LLC,LLC,MS,403 PEYTON ROAD
RAYBURN HOSPITALITY OXFORD LLC,LLC,MS,5470 ALEXANDER AVE
"BIG ROY LEE, LLC",LLC,MS,5092 BEAN RD.
"JOSEPH HOME SERVICES, LLC",LLC,MS,2689 LAMAR PLACE NORTH
NEW ORLEANS STYLE CREOLE SOUL KITCHEN&CATERING LLC,LLC,MS,114 JAMES GARFIELD CIR
MCBETH FARMS LLC,LLC,MS,391 HIGHWAY 487 E
CLARAMAXFIELDLLC,LLC,MS,108 CARPENTER DR
JAMES A. CUNNINGHAM MEDICAL SERVICES PLLC,LLC,MS,3305 GROVES AVE
XCLUSIVE FLAIR LLC,LLC,MS,302 KEVIN LANE
"NATURE'S WAY MOBILE MASSAGE THERAPY, LLC",LLC,MS,1616 SHELBY LN
S & L TRANSPORT LLC,LLC,MS,16500 HEATHERWOOD DR
"AMERICAN RIVER TRANSPORTATION CO., LLC",LLC,DE,4666 FARIES PARKWAY
"JULIA R. HODGES, LLC",LLC,MS,468 WEST PLACE
"L&P MEDICAL, INC.",CORPORATION,MS,1303 GARDENIA CV
ADVANCED HOME REPAIR LLC,LLC,MS,508 STONECREEK DR
"SYNERGY MYOFASCIAL RELEASE AND REHAB, INC.",CORPORATION,MS,437 KATHERINE DRIVE
PROMISE LAND CHRISTIAN ACADEMY,CORPORATION,MS,551 RIDGECREST DRIVE
"LEGENDARY EXPRESS, LLC",LLC,MS,1387 HALL RD
REZ PROPERTIES AT NORTHTOWN PLACE LLC,LLC,MS,229 KINGSBRIDGE RD
"LEBER GROUP, LLC",LLC,MS,220 LAKELAND PKWY
RME PRODUCTIONS LLC,LLC,MS,821 LABRANCH ST
"NIGHTSHIFT SOUNDS, LLC",LLC,MS,220 GLEN EAGLES DR
"LAKEWOOD CEMETERY, INC",CORPORATION,MS,446 NORTH BROADWAY STREET
"TOUCH-UPS, LLC",LLC,MS,836 POST RD
"M.A.C.H. INVESTMENTS, LLC",LLC,MS,4 FERNCREST LOOP
"BUY CHANCE, LLC",LLC,MS,499 LEBANON CHURCH ROAD
"DREAM, BELIEVE, ACHIEVE LLC",LLC,MS,1307 DOGWOOD DRIVE
WEGO TRUCKING LLC,LLC,MS,163 ROAD 1445
"TIMELESSEVENTZ AND CATERING,LLC",LLC,MS,2828 KEN KARYL AVE
"ROY BINGO SUPPLIES, INC",CORPORATION,LA,500 J.F. SMITH AVE
OPEN DOOR REAL ESTATE INVESTING LLC,LLC,MS,1014 MELOAN DR
DALE'S AUTOMOTIVE LLC,LLC,MS,890 GOODMAN ROAD WEST
LULU INTAN LLC,LLC,MS,91 GRANDVIEW CIRCLE
SOBEIT APPAREL CO. LLC,LLC,MS,366 LOTTVILLE RD
"CHAMPION CONTRACTORS, LLC",LLC,LA,925 LAFITTE ST SUITE E
ISLAND TRACE LLC,LLC,MS,1401 BOWEN AVE.
ABBA'S GARDENLLC,LLC,MS,121 COUNTY ROAD 1534
BROWNS PROCESSING SERVICE LLC,LLC,MS,2318 WILLOW RUN
"SOUTHEASTERN LAND GROUP, LLC",LLC,MS,1705 PEPPERELL PARKWAY
THE BOSTON AGENCY LLC,LLC,MS,721 FRONT STREET EXT 760
A.Y. FLYERS LLC,LLC,MS,9877 OLD HIGHWAY 19 N
WALKER'S AGENCY LLC,LLC,MS,5744 ORCHARDVIEW DR.
"OTTER'S MILL, LLC",LLC,MS,3802 BIG OAKS BLVD
"ASPIRE HEALTH, LLC",LLC,MS,1372 E NORTHSIDE DR
GRIFFIN TRANSPORTATION LLC,LLC,MS,835 S COLORADO ST
"PETRO SALES, LLC",LLC,MS,1735 SUMMERLAKE DRIVE
"LEE MECHANICAL SOLUTIONS, INC.",CORPORATION,MS,1140 HIGHWAY 442
ADAM PROPERTIES INC.,CORPORATION,MS,1257 GETWELL RD
"MCCLURE STREET LODGING, LLC",LLC,MS,1020 N GLOSTER ST #110
"CORAL WOOD DESIGN, CORP",CORPORATION,FL,1910 NE 22 TER
"RSV BROKERS, LLC",LLC,MS,513 SANDY RIDGE RD
BROWNS BRIDGE DOCK COMPANY,CORPORATION,GA,9540 BROWNS BRIDGE RD
WILD HOG BBQ INC.,CORPORATION,MS,7103 WILL ROBBINS HWY
"JACK'S ITALIAN ICE, LLC",LLC,MS,1219 N. OLD CANTON RD.
"GMBC SOLUTIONS, LLC",LLC,MS,11147 OLD HWY 49
"CLP HOLDINGS, LLC",LLC,MS,100 MILEY DRIVE
KEYES FUNERAL HOME LLC,LLC,MS,244 SYLVARENA AVE.
"MOYE, LLC",LLC,MS,1781 VAUGHN ST
"POSSUM DANCE FARM, LLC",LLC,MS,17 SPINNEY PATH
"SPX FLOW US, LLC",LLC,DE,13320 BALLANTYNE CORPORATE PL
12017 INDIAN RIVER ROAD LLC,LLC,NY,683 GALLOWS HILL RD
LEGACY GLOBAL HEALTHCARE & OUTREACH INCORPORATED,CORPORATION,IL,8413 SOUTH MORGAN STREET
"YAYA'S GIFTS, LLC",LLC,MS,5100 POPLAR AVE
"PHARR LOGGING, LLC",LLC,MS,1731 WALKER'S BRIDGE ROAD
"TEE, LLC",LLC,MS,1185 CROSS CREEK DR E
"WILSON-KILE HOLDINGS, LLC",LLC,MS,160 GRIMES ROAD
"PROGRESSIVE MOVEMENT COUNSELING & CONSULTATION, LLC",LLC,MS,5143 MCCOY DRIVE
"RPT PROPERTIES, LLC",LLC,MS,600 AIR PARK ROAD
"CARGO TRANSPORT SOLUTIONS, LLC",LLC,MS,10853 PAUL COLEMAN DRIVE
"DCG PROPERTIES, LLC",LLC,MS,276 LAKE CASTLE RD
GLORY REALM CREATIONS LLC,LLC,MS,312 JANET DAVIS CIR
"SHIV OF MEMPHIS, LLC",LLC,MS,943 E COMMERCE ST
DARRELL LUCUS DISTRIBUTION COMPANY INC.,CORPORATION,MS,3457 ROCKY BRANCH RD
"NEW ALBANY LODGING, LLC",LLC,MS,1020 N GLOSTER ST #110
"TALLSTUDIO, LLC",LLC,MS,1012 GOVERNMENT STREET 
JKD SERVICES LLC,LLC,MS,335 MIDWAY DR
"SIMPLE SEMINARY, LLC",LLC,MS,409 N CHURCH ST
"TOMMIE MABRY COMPANY, LLC",LLC,MS,216 WOODLAND BROOK DRIVE
QUALITY XPERTS LLC,LLC,MS,252 WINCHESTER ST
OSENBAUGH INVESTMENTS LLC,LLC,MS,1106 LINDA GLEN DRIVE
COLLAB AIR LLC,LLC,MS,106 GLENWOOD DRIVE
THE TAYCON GROUP LLC,LLC,MS,105 WILDWOOD DR
MCCOY TRANSPORTATION LLC,LLC,MS,1520 MARION RUSSELL RD
"NIRA AUTO SALES, LLC",LLC,MS,4575 PLANTERS TRACE LANE
"TUCKER LEGAL CLINIC, PLLC",LLC,MS,996 N. HALSTEAD RD
"C&D SERVICES, LLC",LLC,MS,1018 CONLEY CIRCLE
MOBILELINK MISSISSIPPI LLC,LLC,MS,12501 REED RD
KITTYZ PIZZAZZ LLC,LLC,MS,182 MCHARRIS RD
NUHUE PAINTING SOLUTIONS LLC,LLC,MS,877 TRICKHAMBRIDGE RD
"WARD INVESTMENTS OF GRETNA, LLC",LLC,LA,139 ENTERPRISE DRIVE
"UNDERWATER BOAT SERVICING, LLC",LLC,MS,17173 ORANGE GROVE RD.
GB&C TAX SERVICES INC,CORPORATION,MS,710 E NORTHSIDE DR
SPIN FOR LESS INC.,CORPORATION,MS,1257 GETWELL RD
TELCOM INSURANCE SERVICES CORPORATION,CORPORATION,MD,6301 IVY LANE STE. 506
SAUCIER HOLDINGS LLC,LLC,MS,100 ST ANDREWS
WESTHAVEN RESIDENTIAL LIVING LLC,LLC,MS,1625 WESTHAVEN BLVD
"TALLSTUDIO ARCHITECTURE, PLLC",LLC,MS,1012 GOVERNMENT STREET
"COLLINS PROPERTY INVESTMENTS, LLC",LLC,MS,409 LONGINO ST.
SOUTHERN MISS SPORT FISHING LLC,LLC,MS,6248 US HWY 98 WEST
WILSON DESPERADO INC,CORPORATION,MS,15227 BUNKER HILL RD
"CRYSTAL STEEL FABRICATORS, INCORPORATED",CORPORATION,DE,9317 OLD RACETRACK ROAD
"KALA DG SOUTHAVEN, LLC",LLC,MS,121 MOUNTAIN BROOK PARK
EMINENCE INC,CORPORATION,MS,102 JENNIFER DRIVE
"LHRL, LLC",LLC,MS,7300 CRAFT GOODMAN ROAD
"VCL, LLC",LLC,MS,3512 RIVER BLUFF ROAD
"OUTREACH EXPERTS, INC.",CORPORATION,WI,450 SCIENCE DR
"ISLAND TIME CHARTERS, LLC",LLC,MS,2508 SHELBY LN.
SOLAR SOUTH LLC,LLC,MS,20 WYATT
"NORTH JACKSON, LLC",LLC,MS,ONE PRESIDENTIAL BOULEVARD ST 201
MITCHELL HOME BUILDERS LLC,LLC,MS,170 DRIVE 1772
WILSON'S TREE SERVICE LLC,LLC,MS,762 HARRELL RD
"MEMPHIS AUDIO, INC",CORPORATION,TN,2117 HILLSHIRE CIRCLE
"AIRPORT MANAGEMENT SERVICES, LLC",LLC,MS,511 EXBURY DRIVE
"WOABLAKELA, LLC",LLC,MS,417 GLENWAY DR
FOUNTAIN PROPERTIES LLC,LLC,MS,45 AIRPORT ROAD
"PRINCE ENTERPRISE,LLC",LLC,MS,17979 FAIRWAY VIEW DRIVE
"MT INVESTMENTS V, LLC",LLC,MS,737 SOUTH GENESEE AVENUE
"NEW DAY CHIROPRACTIC AND HEALTH SOLUTIONS, LLC",LLC,MS,125 HOLLYBUSH PLACE
LUMBERTON FD HOLDINGS LLC,LLC,MS,482 ROSS PLACE
ENVIROTECH SERVICES LLC,LLC,MS,16 31ST STREET
SELLERS' FARM LLC,LLC,MS,724 HILLBROOK DR
"SUPERIOR LIGHTING, LLC",LLC,MS,2516 HOOD AVENUE
"MAID FOR Y'ALL, COMPANY",CORPORATION,MS,7501 OAK COVE DR
"MING ADVISORS, LLC",LLC,MS,311 TURNY COVE
"NHK, LLC",LLC,LA,6425 TENNYSON OAKS LANE
"TELLUS WILDLIFE MANAGEMENT, LLC",LLC,MS,12287 HIGHWAY 49
"MEGEHEE LOGISTICS, INC.",CORPORATION,MS,905 MAGNOLIA BAYOU BLVD
"GULF COAST EXOTIC AUTO, LLC",LLC,MS,2747 PASS ROAD
COTEAU CONSULTING INC.,CORPORATION,MS,424 GATES AVE
K AND D SALES LLC,LLC,MS,107 HILLENDALE DRIVE
PUGH'S LAWN AND LANDSCAPE INC.,CORPORATION,TN,2435 WHITTEN RD
"BYRAM NUTRITION, LLC",LLC,MS,6787 SIWELL RD STE C
TWO SISTERS COLUMBUS LLC,LLC,MS,152 WILLOW BEND CV
DAVIS BAYOU LAND & TIMBER LLC,LLC,MS,1932 MCCLAIN ST
"CLB85 ENTERPRISES, LLC",LLC,MS,9729 SPRINGRIDGE ROAD
"OH TASTE AND SEE CAFE & JUICE BAR, LLC",LLC,MS,19560 BRIGHTON DR
"NANCY DICKENS, LPC, LLC",LLC,MS,18 TWELVE OAKS DRIVE
MAGNUS LL CORP,CORPORATION,MO,9936 LITZSINGER RD
"ADJUSTED LIFE CHIROPRACTIC, LLC",LLC,MS,5295 GALAXIE DR. SUITE C.
SOUTHERN BELLE BIEWERS & BIROS LLC,LLC,MS,366 COUNTY ROAD 102
"REM CONSULTANTS, PLLC",LLC,MS,480 BELLECHASE PLACE
"BUIE ELECTRIC SERVICE, LLC",LLC,MS,105 BAINBRIDGE BEND
"SUZANNE JOURDAN, PHD, LLC",LLC,MS,107 HUNTERS POINTE CT
KONA ICE OF LA DELTA INC,CORPORATION,LA,153 ANDY ALLEN RD
IVEY'S AIR CONDITION AND REFRIGERATION LLC,LLC,MS,3520 LENNON DRIVE
"GPAL, LLC",LLC,AL,1919 OXMOOR RD #256
HENDERSON & SONS L.L.C.,LLC,MS,3283 MOORE RD
DAVIS-HARRIS LLC,LLC,MS,210 CRESTLINE AVE
TORRID LLC,LLC,CA,18501 E SAN JOSE AVE
MAGNOLIA BEACH HOUSE LLC,LLC,MS,76 GOEBEL ROAD
MAYFAIR MEDIA LLC,LLC,MS,20 OAKWOOD DRIVE
XTREME LAWNS LLC,LLC,MS,5476 HIGHWAY 43 NORTH
SUNNY DAY PROPERTIES LLC,LLC,MS,3550 HIGHWAY 53
4S PROPERTIES LLC,LLC,MS,327 SILVER CREEK DRIVE
"TDG ST PETE, LLC",LLC,MS,12287 HIGHWAY 49
"RECOVERY SOLUTIONS OF MISSISSIPPI, LLC",LLC,MS,118 CANTON ONE DRIVE
STONE'S HAIR DESIGN LLC,LLC,MS,120 QUITMAN PERRY RD
"EARL & EVERETTE, LLC",LLC,MS,207 S RAILROAD AVE
VARNER VENTURE LLC,LLC,MS,601 GROVE FOREST WAY
"W.O.B., LLC",LLC,MS,406 VIVIAN ST
"SOUTHERN OAKS LAND AND HOMES, LLC",LLC,MS,103 SUNLINE DRIVE
"THE FISH FRY OF BROOKHAVEN, LLC",LLC,MS,207 S RAILROAD AVE
"HOTTY TODDY RACING, LLC",LLC,MS,302 COURT SQUARE
"LUCKY #9, LLC",LLC,MS,433 EAST BEACH DR.
THE CHART ROOM CORPORATION,CORPORATION,MS,422 VERANDAH LANE
"BEBOB FARMS, LLC",LLC,MS,1892 ELOISE COVE DR
"MADISON MARKETPLACE, LLC",LLC,MS,961 MADISON AVENUE
"FIRST COMMAND ADVISORY SERVICES, INC.",CORPORATION,TX,4100 S. HULEN STREET
JAM INDUSTRIES USA LLC,LLC,DE,310 W NEWBERRY
L&SLLC,LLC,MS,378 SUMTER RD
NEWTON FINANCE LLC,LLC,MS,216 EASTSIDE DRIVE SUITE A
GATEWAY PLAZA LLC,LLC,MS,1007 MISSION PARK DR
CS2 SERVICES LLC,LLC,MS,10609 DERRY LANE
CAPITOL WHOLESALE FENCE CO.,CORPORATION,TN,1200 LEBANON ROAD
MILLER KING CONSULTING & AG SERVICE INC,CORPORATION,MS,111 E. MONROE AVE.
"SELLERS CONCRETE CUTTING, LLC",LLC,MS,1007 MISSION PARK DR
"PENN FORESTRY MULCHING, LLC",LLC,MS,2381 COUNTY ROAD 311
FORDS TRANSPORT LLC,LLC,MS,7318 GEORGE LN
ABIACA POINT LLC,LLC,MS,414 HERITAGE PLACE
"MMJ LOGGING, INC.",CORPORATION,MS,1144 BILL WALKER ROAD
LIFE STYLE HOME SALES LLC,LLC,MS,803 MEMORIAL BLVD SUITE C
"GERIATRIC CONNECTIONS, LLC",LLC,MS,1483 SAINT JOHN ROAD
S & J GAMING LLC,LLC,MS,3033 CHATHAM RD
NEW HAVEN CEMETERY LLC,LLC,MS,3014 WINDWOOD CIR
BONNIE MARTIN RISLER PROPERIES 7 LLC,LLC,MS,195 PEACHTREE DRIVE
"A MITCHELL INVESTMENTS, LLC",LLC,MS,26 56TH ST
BROOKS TRUCKING OF CANTON INC,CORPORATION,MS,147 LINKS DR. #25 E
FREE LIFE LLC,LLC,MS,10 PALMERWOOD DR
CATALPA CREEK CUISINES INC.,CORPORATION,MS,4832 GILMER WILBURN RD.
"STOLTMAN FARMS, L.L.C.",LLC,MS,7935 HIGHWAY 322 WEST
"BEAUTIFUL HOMES, LLC",LLC,MS,5 JAMES RIV
"ACCESS POWER AND COMMUNICATION, LLC",LLC,MS,10101 OLD FORT BAYOU ROAD
"FILLPURE, LLC",LLC,MD,9475 GERWIG LANE
"COLLEGE STREET DEVELOPMENT, LLC",LLC,MS,306 MAXEY DRIVE SUITE D
"THE DAWG HOUSE, LLC",LLC,MS,111 JOHNSTONE DR
"NGUYEN T'S FARM, LLC",LLC,MS,770 LEAF RIVER CHURCH RD.
B.R.T. SERVICES LLC,LLC,MS,6624 ALII PL
"FIELDER'S WELDING, LLC",LLC,MS,43 COUNTY ROAD 3056
HORNE FENCE BUILDERS LLC,LLC,MS,196 KINGSTON AVE
OAK GROVE CREDIT LLC,LLC,MS,4700 HARDY ST STE C
"BOIS D'ARC FARMS, LLC",LLC,MS,3604 MAGNOLIA DR
"RICHARD BAKER, CPA, PLLC",LLC,MS,1518 MT. OLIVE ROAD SE
"CIBERNET, LLC",LLC,DE,8125 HIGHWOODS PALM WAY
WASHINGTON HOME HEALTH AGENCY LLC,LLC,MS,3402 WISCONSIN AVE SUITE 10
5OCLOCK FARMS LLC,LLC,MS,82 JOHNSTON ST
"CARNEY REAL ESTATE, LLC",LLC,MS,32 WOODSTONE DR
EJES INCORPORATED,CORPORATION,TX,1316 PARKVIEW LANE
"ALL IN MOTION TRANSPORTATION SERVICES, LLC",LLC,MS,31 COUNTY ROAD 343
BAYSVILLE CATTLE CO. LLC,LLC,MS,178 GRADY LEWIS RD
REVENUE CYCLE MANAGEMENT - FRANKLIN LLC,LLC,MS,1007 MISSION PARK DR
J SHAH WHOLESALE LLC,LLC,MS,950 I-20 W
TURNER REMODELING& HOMEREPAIR LLC,LLC,MS,112 PURVIS DR.
"CALLAWAY HOLDINGS, LLC",LLC,MS,259 CALHOUN STATION PARKWAY
"DICICCO HOLDINGS - MS, LLC",LLC,MS,49165 HWY 445
LISA SPEIGHTS PHOTOGRAPHY LLC,LLC,MS,141 WOODLANDS GREEN DRIVE
AIRECON MANUFACTURING CORPORATION,CORPORATION,OH,5271 BROTHERTON COURT
"ROYALS, INC.",CORPORATION,MS,311 HIGHLAND PARK BLVD
"MSM PROPERTIES, LLC",LLC,MS,9313 WILD OAKS LANE
TWOSEVEN LLC,LLC,MS,103 ALDEN PLACE
"LAUREL NURSERY AND GARDEN, LLC",LLC,MS,3836 HWY 15 NORTH
MORGANMADE ESSENTIALS LLC,LLC,MS,301 PREWITT CIRCLE
THE HOMESTEAD EDUCATION CENTER,CORPORATION,MS,402 LAKE VALLEY RD
NOBLE AUTO LLC,LLC,MS,107 GEORGE PEARSON RD
"K III TRANSPORTATION ,LLC",LLC,MS,5362 HALLS FERRY RD
HAMILTON AUTO PARTS & SUPPLY INC.,CORPORATION,MS,40464 OLD HWY 45 SOUTH
"ATLAS GEOGRAPHIC DATA, INC.",CORPORATION,NC,657 TANBRIDGE ROAD
"JEROME DEROCHE HUNTING CLUB OF MISSISSIPPI,LLC",LLC,MS,1414 TARA STREET
"DG HERNANDO, LLC",LLC,MS,10 LAMAR BLVD.
"WHITE ROSE ENTERPRISE, LLC",LLC,MS,6616 ROSE FARM ROAD
"CAR HARBOR, LLC",LLC,MS,6616 ROSE FARM ROAD
DESOTO PEDIATRIC EXTENDED CARE LLC,LLC,MS,2604 PARGOUD BLVD
"ARD'S SPRAYING SERVICE, LLC",LLC,MS,207 SOUTH RAILROAD AVENUE
"NKMS PROPERTY, LLC",LLC,MS,572 S CALEB CT
"NK FOOD GROUP MS, LLC",LLC,MS,572 S CALEB CT
SHARON HUNTING CLUB OF PAULDING LLC,LLC,MS,192 TRACE ROAD
RATHBURN CHIROPRACTIC CLINIC PA,CORPORATION,MS,612 HIGHWAY 80 EAST
MONICA'S HOPE -DRIVING FOR A CURE- TRANSPORTATION SERVICES LLC,LLC,MS,179 MORGANTOWN RD
MISVISION LLC,LLC,MS,903 COMBEL ST.
ETERNAL HIT MUSIC LLC,LLC,MS,903 COMBEL ST.
MCCALEB LEGAL PLLC,LLC,MS,921 CR 148
AFFORDABLE TRANSPORT SERVICES LLC,LLC,MS,2509 CRESTLEIGH MANOR
"DAN MUIRHEAD INSURANCE, LLC",LLC,MS,2566 S FRONTAGE RD STE A
"EXTREME CUSTOMS BODY SHOP, LLC",LLC,MS,5883 GOOD HOPE LN.
"MCLEOD ELECTRIC, INC.",CORPORATION,AL,2841 NOBLE ST
"DIAMOND J MEAT MARKET AND DEER PROCESSING, LLC",LLC,MS,1705 HWY 84 EAST
"AURORA FINANCIAL GROUP, INC.",CORPORATION,NJ,1451 ROUTE 34
ROLISON MOTORSPORTS PROMOTIONS LLC,LLC,MS,21947 WOODSIDE DR
"A&A AUTO CONNECTIONS, LLC",LLC,MS,1454 HWY 49 SOUTH
"HOSSLEY PROPERTIES, LLC",LLC,MS,1007 MISSION PARK DR
H4H PROPERTIES LLC,LLC,MS,8 TWELVE OAKS DR.
RHODES VENTURES LLC,LLC,MS,14398 T-BIRD ROAD
"BARBOUR COMPANY MS, LLC",LLC,MS,2688 LAKE CIRCLE
"702 BAY PARK, LLC",LLC,MS,198 WOODLANDS GREEN DRIVE
THORNTON BONDING COMPANY L.L.C. SHERRI HODGES THORNTON,LLC,MS,906 FORD AVENUE
"SUNSET PHOTOGRAPHY STUDIOS, LLC",LLC,MS,15713 LEMOYNE BLVD
BR+ A LLC,LLC,DE,10 GUEST STREET 4TH FLOOR
"SUNSATIONAL TANNING AND SALON, LLC",LLC,MS,1007 MISSION PARK DR
"INTERSECT ENT, INC.",CORPORATION,DE,1555 ADAMS DRIVE
M&N OF ALABAMA L.L.C.,LLC,AL,14435 MCCOY LANE
TRANQUILITY OAKS LLC,LLC,MS,13365 RIVERSIDE RD
BRIDGES MANAGEMENT LLC,LLC,MS,321 GARDEN DR
"RAYBURN OPERATIONS, LLC",LLC,MS,119 SUMMIT RIDGE DRIVE
"HEART TO HART CONSULTING FIRM,LLC",LLC,MS,323 REEDY CREEK RD
SNT EVENTS LLC,LLC,MS,2238 SCANLON DRIVE
"STAFF - MASTERS, INC.",CORPORATION,MS,1237 JACKSON AVENUE
"A K CONSTRUCTION, LLC",LLC,MS,8940 COLLINSVILLE ROAD
AUSTIN SECURITY & CRIME PREVENTION CONSULTING LLC,LLC,MS,492 E BEASLEY RD APT 106
STC MARKET LLC,LLC,MS,2710 HWY 72
OC ONE ENTERPRISE LLC,LLC,MS,5708 PEPPER RIDGE RD.
"WHOLOTTA HOGG BARBECUE PRODUCTS, LLC",LLC,MS,423 PINERIDGE DRIVE
INKY PRINTING LLC,LLC,MS,12621 HANOVER DR
"SHADES MOUNTAIN PROPERTIES, LLC",LLC,DE,2311 HIGHLAND AVE S SUITE 200
"INKY B'S CUSTOM TEES, LLC",LLC,MS,4292 BILL DOWNING RD
GATEWAY PLAZA LLC,LLC,MS,1007 MISSION PARK DR
CS2 SERVICES LLC,LLC,MS,10609 DERRY LANE
CAPITOL WHOLESALE FENCE CO.,CORPORATION,TN,1200 LEBANON ROAD
MILLER KING CONSULTING & AG SERVICE INC,CORPORATION,MS,111 E. MONROE AVE.
MILLER KING CONSULTING & AG SERVICE INC,CORPORATION,MS,111 E. MONROE AVE.
"SELLERS CONCRETE CUTTING, LLC",LLC,MS,1007 MISSION PARK DR
"PENN FORESTRY MULCHING, LLC",LLC,MS,2381 COUNTY ROAD 311
FORDS TRANSPORT LLC,LLC,MS,7318 GEORGE LN
ABIACA POINT LLC,LLC,MS,414 HERITAGE PLACE
"MMJ LOGGING, INC.",CORPORATION,MS,1144 BILL WALKER ROAD
LIFE STYLE HOME SALES LLC,LLC,MS,803 MEMORIAL BLVD SUITE C
"GERIATRIC CONNECTIONS, LLC",LLC,MS,1483 SAINT JOHN ROAD
S & J GAMING LLC,LLC,MS,3033 CHATHAM RD
NEW HAVEN CEMETERY LLC,LLC,MS,3014 WINDWOOD CIR
BONNIE MARTIN RISLER PROPERIES 7 LLC,LLC,MS,195 PEACHTREE DRIVE
"A MITCHELL INVESTMENTS, LLC",LLC,MS,26 56TH ST
BROOKS TRUCKING OF CANTON INC,CORPORATION,MS,147 LINKS DR. #25 E
FREE LIFE LLC,LLC,MS,10 PALMERWOOD DR
CATALPA CREEK CUISINES INC.,CORPORATION,MS,4832 GILMER WILBURN RD.
"STOLTMAN FARMS, L.L.C.",LLC,MS,7935 HIGHWAY 322 WEST
"BEAUTIFUL HOMES, LLC",LLC,MS,5 JAMES RIV
"ACCESS POWER AND COMMUNICATION, LLC",LLC,MS,10101 OLD FORT BAYOU ROAD
"FILLPURE, LLC",LLC,MD,9475 GERWIG LANE
"COLLEGE STREET DEVELOPMENT, LLC",LLC,MS,306 MAXEY DRIVE SUITE D
"THE DAWG HOUSE, LLC",LLC,MS,111 JOHNSTONE DR
"NGUYEN T'S FARM, LLC",LLC,MS,770 LEAF RIVER CHURCH RD.
B.R.T. SERVICES LLC,LLC,MS,6624 ALII PL
"FIELDER'S WELDING, LLC",LLC,MS,43 COUNTY ROAD 3056
HORNE FENCE BUILDERS LLC,LLC,MS,196 KINGSTON AVE
OAK GROVE CREDIT LLC,LLC,MS,4700 HARDY ST STE C
"BOIS D'ARC FARMS, LLC",LLC,MS,3604 MAGNOLIA DR
"RICHARD BAKER, CPA, PLLC",LLC,MS,1518 MT. OLIVE ROAD SE
"CIBERNET, LLC",LLC,DE,8125 HIGHWOODS PALM WAY
WASHINGTON HOME HEALTH AGENCY LLC,LLC,MS,3402 WISCONSIN AVE SUITE 10
5OCLOCK FARMS LLC,LLC,MS,82 JOHNSTON ST
"CARNEY REAL ESTATE, LLC",LLC,MS,32 WOODSTONE DR
EJES INCORPORATED,CORPORATION,TX,1316 PARKVIEW LANE
"ALL IN MOTION TRANSPORTATION SERVICES, LLC",LLC,MS,31 COUNTY ROAD 343
BAYSVILLE CATTLE CO. LLC,LLC,MS,178 GRADY LEWIS RD
REVENUE CYCLE MANAGEMENT - FRANKLIN LLC,LLC,MS,1007 MISSION PARK DR
J SHAH WHOLESALE LLC,LLC,MS,950 I-20 W
TURNER REMODELING& HOMEREPAIR LLC,LLC,MS,112 PURVIS DR.
"CALLAWAY HOLDINGS, LLC",LLC,MS,259 CALHOUN STATION PARKWAY
"DICICCO HOLDINGS - MS, LLC",LLC,MS,49165 HWY 445
LISA SPEIGHTS PHOTOGRAPHY LLC,LLC,MS,141 WOODLANDS GREEN DRIVE
AIRECON MANUFACTURING CORPORATION,CORPORATION,OH,5271 BROTHERTON COURT
"ROYALS, INC.",CORPORATION,MS,311 HIGHLAND PARK BLVD
