Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna,Exchange_-Common_Ground,Health_EOS,Humana_WVN,Humana_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAY AREA","CHARGE","10000220","TUBAL LIGATION POST PARTUM","58605","1,520.00","1,383.20","636.48","706.82","1,048.80","820.80","1,308.72","1,048.80","1,383.20","912.00","1,155.20","1,292.00","1,368.00","873.10","1,292.00","1,059.44","738.35","856.97","836.00","636.48","1,383.20"
"BAY AREA","CHARGE","10000221","TUBAL LIGATION WITH C-SECTION","58611","565.00","514.15","229.63","254.96","389.85","305.10","486.47","389.85","514.15","339.00","429.40","480.25","508.50","281.59","480.25","393.81","238.90","278.99","310.75","229.63","514.15"
"BAY AREA","CHARGE","10000223","AMNIOCENTESIS, DIAGNOSTIC","59000","425.00","386.75","122.94","128.05","164.70","229.50","365.93","293.25","386.75","255.00","323.00","361.25","382.50","192.35","361.25","296.23","156.79","182.54","233.75","122.94","386.75"
"BAY AREA","CHARGE","10000226","FETAL CONTRACTION STRESS TEST","59020","785.00","714.35","265.93","282.31","462.81","423.90","675.89","541.65","714.35","471.00","596.60","667.25","706.50","360.70","667.25","547.15","369.68","419.82","431.75","265.93","714.35"
"BAY AREA","CHARGE","10000227","FETAL NON STRESS TEST","59025","450.00","409.50","214.89","239.48","310.50","243.00","387.45","310.50","409.50","270.00","342.00","382.50","405.00","450.00","382.50","313.65","261.62","287.80","247.50","214.89","450.00"
"BAY AREA","CHARGE","10000230","D&C","","2,270.00","2,065.70","950.54","1,055.57","1,566.30","1,225.80","1,954.47","1,566.30","2,065.70","1,362.00","1,725.20","1,929.50","2,043.00","1,303.91","1,929.50","1,582.19","1,102.67","1,279.82","1,248.50","950.54","2,065.70"
"BAY AREA","CHARGE","10000231","CERVICAL DILATOR INSERTION","59200","630.00","573.30","210.76","234.21","434.70","340.20","542.43","434.70","573.30","378.00","478.80","535.50","567.00","434.98","535.50","439.11","375.14","433.31","346.50","210.76","573.30"
"BAY AREA","CHARGE","10000234","VERSION, W/WO TOCOLYSIS","59412","1,270.00","1,155.70","292.51","325.06","876.30","685.80","1,093.47","876.30","1,155.70","762.00","965.20","1,079.50","1,143.00","614.82","1,079.50","885.19","523.40","610.70","698.50","292.51","1,155.70"
"BAY AREA","CHARGE","10000235","DELIVERY PLACENTA","59414","1,050.00","955.50","467.47","519.49","724.50","567.00","904.05","724.50","955.50","630.00","798.00","892.50","945.00","982.58","892.50","731.85","836.46","975.99","577.50","467.47","982.58"
"BAY AREA","CHARGE","10000236","AMNIOINFUSION","59899","420.00","382.20","175.87","195.30","289.80","226.80","361.62","289.80","382.20","252.00","319.20","357.00","378.00","241.25","357.00","292.74","204.02","236.80","231.00","175.87","382.20"
"BAY AREA","CHARGE","10000237","INTRAUTERINE PRESSURE MONITORING","59899","375.00","341.25","86.37","95.98","258.75","202.50","322.88","258.75","341.25","225.00","285.00","318.75","337.50","181.54","318.75","261.38","154.55","180.33","206.25","86.37","341.25"
"BAY AREA","CHARGE","10000238","BX THYROID NEEDLE","60100","1,240.00","1,128.40","815.52","815.52","731.60","669.60","1,067.64","855.60","1,128.40","744.00","942.40","1,054.00","1,116.00","1,240.00","1,054.00","864.28","1,013.10","1,182.09","682.00","669.60","1,240.00"
"BAY AREA","CHARGE","10000240","CERVICAL PUNCTURE W/O INJECTION","61050","1,450.00","1,319.50","384.04","388.99","868.56","783.00","1,248.45","1,000.50","1,319.50","870.00","1,102.00","1,232.50","1,305.00","777.03","1,232.50","1,010.65","677.39","779.93","797.50","384.04","1,319.50"
"BAY AREA","CHARGE","10000251","LUMBAR PUNCTURE DIAGNOSTIC","62270","950.00","864.50","93.90","93.90","560.50","513.00","817.95","655.50","864.50","570.00","722.00","807.50","855.00","165.94","807.50","662.15","116.64","136.21","522.50","93.90","864.50"
"BAY AREA","CHARGE","10000252","EPIDURAL BLOOD OR CLOT PATCH","62273","1,650.00","1,501.50","437.01","442.65","988.36","891.00","1,420.65","1,138.50","1,501.50","990.00","1,254.00","1,402.50","1,485.00","884.21","1,402.50","1,150.05","770.82","887.51","907.50","437.01","1,501.50"
"BAY AREA","CHARGE","10000253","INJECT FOR MYELOGRAM or CT LUMBAR","62284","950.00","864.50","251.61","254.86","569.06","513.00","817.95","655.50","864.50","570.00","722.00","807.50","855.00","509.09","807.50","662.15","443.81","510.99","522.50","251.61","864.50"
"BAY AREA","CHARGE","10000254","DISKECTOMY/PERCUTANEOUS LUMBAR","62287","5,790.00","5,268.90","1,533.50","1,553.29","3,468.25","3,126.60","4,985.19","3,995.10","5,268.90","3,474.00","4,400.40","4,921.50","5,211.00","3,102.78","4,921.50","4,035.63","2,704.89","3,114.35","3,184.50","1,533.50","5,268.90"
"BAY AREA","CHARGE","10000258","EPIDURAL INJ 1ST LEVEL W/ IMAGING","","1,920.00","1,747.20","1,263.42","1,263.42","1,132.80","1,036.80","1,653.12","1,324.80","1,747.20","1,152.00","1,459.20","1,632.00","1,728.00","1,915.75","1,632.00","1,338.24","1,569.51","1,832.36","1,056.00","1,036.80","1,915.75"
"BAY AREA","CHARGE","10000259","INJECT NERVE OCCIPITAL","64405","850.00","773.50","225.13","228.03","509.16","459.00","731.85","586.50","773.50","510.00","646.00","722.50","765.00","455.50","722.50","592.45","397.09","457.20","467.50","225.13","773.50"
"BAY AREA","CHARGE","10000261","NERVE BLOCK CELIAC PLEXUS","64530","2,130.00","1,938.30","564.14","571.42","1,275.89","1,150.20","1,833.93","1,469.70","1,938.30","1,278.00","1,618.80","1,810.50","1,917.00","1,141.44","1,810.50","1,484.61","995.06","1,145.69","1,171.50","564.14","1,938.30"
"BAY AREA","CHARGE","10000266","FB CORNEA NO SLIT","65220","380.00","345.80","135.86","150.82","262.20","205.20","327.18","262.20","345.80","228.00","288.80","323.00","342.00","375.99","323.00","264.86","203.91","236.00","209.00","135.86","375.99"
"BAY AREA","CHARGE","10000267","FB CORNEA W/SLIT","65222","380.00","345.80","131.62","146.12","262.20","205.20","327.18","262.20","345.80","228.00","288.80","323.00","342.00","380.00","323.00","264.86","197.55","228.65","209.00","131.62","380.00"
"BAY AREA","CHARGE","10000269","FB REMOVAL EAR","69200","135.00","122.85","40.70","45.04","93.15","72.90","116.24","93.15","122.85","81.00","102.60","114.75","121.50","135.00","114.75","94.10","62.94","72.71","74.25","40.70","135.00"
"BAY AREA","CHARGE","10000270","REMOVE EAR WAX W/INSTRUMENT UNILAT","69210","100.00","91.00","29.79","30.95","34.79","54.00","86.10","69.00","91.00","60.00","76.00","85.00","90.00","34.07","85.00","69.70","37.98","42.91","55.00","29.79","91.00"
"BAY AREA","CHARGE","10000272","CISTERNOGRAM S&I","70015","1,520.00","1,383.20","541.77","579.61","907.86","820.80","1,308.72","1,048.80","1,383.20","912.00","1,155.20","1,292.00","1,368.00","895.81","1,292.00","1,059.44","743.68","853.03","836.00","541.77","1,383.20"
"BAY AREA","CHARGE","10000273","XR EYE FOREIGN BODY","70030","230.00","209.30","81.63","81.63","81.63","124.20","198.03","158.70","209.30","138.00","174.80","195.50","207.00","75.60","195.50","160.31","92.61","108.19","126.50","75.60","209.30"
"BAY AREA","CHARGE","10000274","XR MANDIBLE PARTIAL","70100","490.00","445.90","115.60","128.33","338.10","264.60","421.89","338.10","445.90","294.00","372.40","416.50","441.00","420.94","416.50","341.53","173.51","200.82","269.50","115.60","445.90"
"BAY AREA","CHARGE","10000275","XR MANDIBLE COMPLETE","70110","650.00","591.50","231.68","247.86","388.23","351.00","559.65","448.50","591.50","390.00","494.00","552.50","585.00","383.08","552.50","453.05","318.02","364.78","357.50","231.68","591.50"
"BAY AREA","CHARGE","10000276","XR FACIAL BONES < 3 VIEW","70140","450.00","409.50","160.39","171.60","268.78","243.00","387.45","310.50","409.50","270.00","342.00","382.50","405.00","265.21","382.50","313.65","220.17","252.54","247.50","160.39","409.50"
"BAY AREA","CHARGE","10000277","XR FACIAL BONES COMPLETE","70150","670.00","609.70","203.89","226.35","462.30","361.80","576.87","462.30","609.70","402.00","509.20","569.50","603.00","670.00","569.50","466.99","306.02","354.19","368.50","203.89","670.00"
"BAY AREA","CHARGE","10000278","XR NASAL BONES","70160","550.00","500.50","186.72","207.28","379.50","297.00","473.55","379.50","500.50","330.00","418.00","467.50","495.00","525.57","467.50","383.35","280.24","324.35","302.50","186.72","525.57"
"BAY AREA","CHARGE","10000280","XR ORBITS MINIMUM 4 VIEWS","70200","540.00","491.40","192.47","205.91","322.53","291.60","464.94","372.60","491.40","324.00","410.40","459.00","486.00","318.25","459.00","376.38","264.20","303.05","297.00","192.47","491.40"
"BAY AREA","CHARGE","10000281","XR SINUSES < 3 VIEW","70210","470.00","427.70","250.42","267.22","308.63","253.80","404.67","324.30","427.70","282.00","357.20","399.50","423.00","279.33","399.50","327.59","305.14","356.31","258.50","250.42","427.70"
"BAY AREA","CHARGE","10000282","XR SINUSES COMPLETE","70220","710.00","646.10","295.27","327.79","489.90","383.40","611.31","489.90","646.10","426.00","539.60","603.50","639.00","710.00","603.50","494.87","443.17","512.92","390.50","295.27","710.00"
"BAY AREA","CHARGE","10000283","XR SKULL < 4 VIEW","70250","465.00","423.15","165.74","177.32","277.74","251.10","400.37","320.85","423.15","279.00","353.40","395.25","418.50","274.05","395.25","324.11","227.51","260.96","255.75","165.74","423.15"
"BAY AREA","CHARGE","10000284","XR SKULL COMPLETE","70260","695.00","632.45","247.72","265.02","415.11","375.30","598.40","479.55","632.45","417.00","528.20","590.75","625.50","409.60","590.75","484.42","340.04","390.03","382.25","247.72","632.45"
"BAY AREA","CHARGE","10000288","XR CEPHALOMETROGRAM","70350","615.00","559.65","219.20","234.51","367.33","332.10","529.52","424.35","559.65","369.00","467.40","522.75","553.50","362.45","522.75","428.66","300.90","345.14","338.25","219.20","559.65"
"BAY AREA","CHARGE","10000290","XR NECK SOFT TISSUES","70360","445.00","404.95","202.25","224.52","307.05","240.30","383.15","307.05","404.95","267.00","338.20","378.25","400.50","445.00","378.25","310.17","303.55","351.33","244.75","202.25","445.00"
"BAY AREA","CHARGE","10000292","XR SIALOGRAM S&I","70390","1,050.00","955.50","374.25","400.39","627.14","567.00","904.05","724.50","955.50","630.00","798.00","892.50","945.00","618.82","892.50","731.85","513.72","589.26","577.50","374.25","955.50"
"BAY AREA","CHARGE","10000293","CT HEAD W/O DYE","70450","2,240.00","2,038.40","629.74","693.77","1,526.22","1,209.60","1,928.64","1,545.60","2,038.40","1,344.00","1,702.40","1,904.00","2,016.00","759.73","1,904.00","1,561.28","796.92","923.55","1,232.00","629.74","2,038.40"
"BAY AREA","CHARGE","10000294","CT HEAD W/DYE","70460","2,440.00","2,220.40","623.49","671.29","1,406.90","1,317.60","2,100.84","1,683.60","2,220.40","1,464.00","1,854.40","2,074.00","2,196.00","680.89","2,074.00","1,700.68","775.69","895.79","1,342.00","623.49","2,220.40"
"BAY AREA","CHARGE","10000295","CT HEAD W/WO DYE","70470","3,560.00","3,239.60","909.68","979.42","2,052.69","1,922.40","3,065.16","2,456.40","3,239.60","2,136.00","2,705.60","3,026.00","3,204.00","993.43","3,026.00","2,481.32","1,131.75","1,306.97","1,958.00","909.68","3,239.60"
"BAY AREA","CHARGE","10000296","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE","70480","2,240.00","2,038.40","902.53","933.05","1,247.18","1,209.60","1,928.64","1,545.60","2,038.40","1,344.00","1,702.40","1,904.00","2,016.00","828.93","1,904.00","1,561.28","1,016.54","1,186.29","1,232.00","828.93","2,038.40"
"BAY AREA","CHARGE","10000297","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE","70481","2,440.00","2,220.40","623.49","671.29","1,406.90","1,317.60","2,100.84","1,683.60","2,220.40","1,464.00","1,854.40","2,074.00","2,196.00","680.89","2,074.00","1,700.68","775.69","895.79","1,342.00","623.49","2,220.40"
"BAY AREA","CHARGE","10000298","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE","70482","3,560.00","3,239.60","909.68","979.42","2,052.69","1,922.40","3,065.16","2,456.40","3,239.60","2,136.00","2,705.60","3,026.00","3,204.00","993.43","3,026.00","2,481.32","1,131.75","1,306.97","1,958.00","909.68","3,239.60"
"BAY AREA","CHARGE","10000299","CT MAXILLIOFACIAL W/O DYE","70486","2,240.00","2,038.40","863.98","880.00","1,151.56","1,209.60","1,928.64","1,545.60","2,038.40","1,344.00","1,702.40","1,904.00","2,016.00","797.39","1,904.00","1,561.28","962.62","1,123.02","1,232.00","797.39","2,038.40"
"BAY AREA","CHARGE","10000303","CT MAXILLIOFACIAL W/DYE","70487","2,440.00","2,220.40","753.20","837.24","1,683.60","1,317.60","2,100.84","1,683.60","2,220.40","1,464.00","1,854.40","2,074.00","2,196.00","808.83","2,074.00","1,700.68","905.89","1,057.80","1,342.00","753.20","2,220.40"
"BAY AREA","CHARGE","10000304","CT MAXILLIOFACL W/WO DYE","70488","3,560.00","3,239.60","909.68","979.42","2,052.69","1,922.40","3,065.16","2,456.40","3,239.60","2,136.00","2,705.60","3,026.00","3,204.00","993.43","3,026.00","2,481.32","1,131.75","1,306.97","1,958.00","909.68","3,239.60"
"BAY AREA","CHARGE","10000305","CT NECK W/O DYE","70490","2,240.00","2,038.40","572.38","616.27","1,291.58","1,209.60","1,928.64","1,545.60","2,038.40","1,344.00","1,702.40","1,904.00","2,016.00","625.08","1,904.00","1,561.28","712.11","822.36","1,232.00","572.38","2,038.40"
"BAY AREA","CHARGE","10000306","CT NECK W/DYE","70491","2,440.00","2,220.40","796.63","844.34","1,218.81","1,317.60","2,100.84","1,683.60","2,220.40","1,464.00","1,854.40","2,074.00","2,196.00","726.22","2,074.00","1,700.68","942.60","1,089.05","1,342.00","726.22","2,220.40"
"BAY AREA","CHARGE","10000307","CT NECK W/WO DYE","70492","3,560.00","3,239.60","909.68","979.42","2,052.69","1,922.40","3,065.16","2,456.40","3,239.60","2,136.00","2,705.60","3,026.00","3,204.00","993.43","3,026.00","2,481.32","1,131.75","1,306.97","1,958.00","909.68","3,239.60"
"BAY AREA","CHARGE","10000308","CT ANGIO HEAD","70496","2,880.00","2,620.80","536.92","589.17","1,859.07","1,555.20","2,479.68","1,987.20","2,620.80","1,728.00","2,188.80","2,448.00","2,592.00","734.23","2,448.00","2,007.36","749.12","873.70","1,584.00","536.92","2,620.80"
"BAY AREA","CHARGE","10000309","CT ANGIO NECK","70498","2,880.00","2,620.80","523.29","577.81","1,897.25","1,555.20","2,479.68","1,987.20","2,620.80","1,728.00","2,188.80","2,448.00","2,592.00","716.68","2,448.00","2,007.36","729.73","851.16","1,584.00","523.29","2,620.80"
"BAY AREA","CHARGE","10000310","MR ORBIT/FACE/NECK W/O DYE","70540","3,320.00","3,021.20","967.10","982.97","1,145.03","1,792.80","2,858.52","2,290.80","3,021.20","1,992.00","2,523.20","2,822.00","2,988.00","830.35","2,822.00","2,314.04","1,140.90","1,323.29","1,826.00","830.35","3,021.20"
"BAY AREA","CHARGE","10000311","MR ORBIT/FACE/NECK W/DYE","70542","3,520.00","3,203.20","1,025.36","1,042.18","1,214.01","1,900.80","3,030.72","2,428.80","3,203.20","2,112.00","2,675.20","2,992.00","3,168.00","880.37","2,992.00","2,453.44","1,209.63","1,403.01","1,936.00","880.37","3,203.20"
"BAY AREA","CHARGE","10000312","MR ORBIT/FACE/NECK W/WO DYE","70543","5,180.00","4,713.80","989.19","1,026.22","1,504.01","2,797.20","4,459.98","3,574.20","4,713.80","3,108.00","3,936.80","4,403.00","4,662.00","801.47","4,403.00","3,610.46","1,149.47","1,330.21","2,849.00","801.47","4,713.80"
"BAY AREA","CHARGE","10000313","MRA HEAD W/O DYE","70544","3,320.00","3,021.20","1,013.14","1,041.67","1,093.97","1,792.80","2,858.52","2,290.80","3,021.20","1,992.00","2,523.20","2,822.00","2,988.00","854.67","2,822.00","2,314.04","1,164.97","1,333.22","1,826.00","854.67","3,021.20"
"BAY AREA","CHARGE","10000314","MRA HEAD W/DYE","70545","3,520.00","3,203.20","1,025.36","1,042.18","1,214.01","1,900.80","3,030.72","2,428.80","3,203.20","2,112.00","2,675.20","2,992.00","3,168.00","880.37","2,992.00","2,453.44","1,209.63","1,403.01","1,936.00","880.37","3,203.20"
"BAY AREA","CHARGE","10000315","MRA HEAD W/WO DYE","70546","5,180.00","4,713.80","1,544.92","1,571.37","1,619.87","2,797.20","4,459.98","3,574.20","4,713.80","3,108.00","3,936.80","4,403.00","4,662.00","1,101.98","4,403.00","3,610.46","1,775.67","2,045.90","2,849.00","1,101.98","4,713.80"
"BAY AREA","CHARGE","10000316","MRA NECK W/O DYE","70547","3,320.00","3,021.20","967.10","982.97","1,145.03","1,792.80","2,858.52","2,290.80","3,021.20","1,992.00","2,523.20","2,822.00","2,988.00","830.35","2,822.00","2,314.04","1,140.90","1,323.29","1,826.00","830.35","3,021.20"
"BAY AREA","CHARGE","10000317","MRA NECK W/DYE","70548","3,520.00","3,203.20","1,025.36","1,042.18","1,214.01","1,900.80","3,030.72","2,428.80","3,203.20","2,112.00","2,675.20","2,992.00","3,168.00","880.37","2,992.00","2,453.44","1,209.63","1,403.01","1,936.00","880.37","3,203.20"
"BAY AREA","CHARGE","10000318","MRA NECK W/WO DYE","70549","5,180.00","4,713.80","1,508.91","1,533.66","1,786.52","2,797.20","4,459.98","3,574.20","4,713.80","3,108.00","3,936.80","4,403.00","4,662.00","1,295.55","4,403.00","3,610.46","1,780.08","2,064.65","2,849.00","1,295.55","4,713.80"
"BAY AREA","CHARGE","10000319","MR BRAIN W/O DYE","70551","3,320.00","3,021.20","999.84","1,043.68","1,681.66","1,792.80","2,858.52","2,290.80","3,021.20","1,992.00","2,523.20","2,822.00","2,988.00","1,076.08","2,822.00","2,314.04","1,276.46","1,482.93","1,826.00","999.84","3,021.20"
"BAY AREA","CHARGE","10000320","MR BRAIN W/DYE","70552","3,520.00","3,203.20","1,304.24","1,319.90","1,348.62","1,900.80","3,030.72","2,428.80","3,203.20","2,112.00","2,675.20","2,992.00","3,168.00","978.71","2,992.00","2,453.44","1,498.74","1,732.21","1,936.00","978.71","3,203.20"
"BAY AREA","CHARGE","10000321","MR BRAIN W/WO DYE","70553","5,180.00","4,713.80","1,284.92","1,328.21","1,883.62","2,797.20","4,459.98","3,574.20","4,713.80","3,108.00","3,936.80","4,403.00","4,662.00","1,092.89","4,403.00","3,610.46","1,558.87","1,798.70","2,849.00","1,092.89","4,713.80"
"BAY AREA","CHARGE","10000324","XR CHEST 1 VIEW","71045","470.00","427.70","204.99","225.21","323.12","253.80","404.67","324.30","427.70","282.00","357.20","399.50","423.00","259.46","399.50","327.59","263.55","298.47","258.50","204.99","427.70"
"BAY AREA","CHARGE","10000325","XR CHEST 2 VIEWS","71046","565.00","514.15","255.28","275.63","349.50","305.10","486.47","389.85","514.15","339.00","429.40","480.25","508.50","352.81","480.25","393.81","312.27","356.28","310.75","255.28","514.15"
"BAY AREA","CHARGE","10000326","XR CHEST 3 VIEWS","71047","705.00","641.55","251.28","268.83","421.08","380.70","607.01","486.45","641.55","423.00","535.80","599.25","634.50","415.49","599.25","491.39","344.93","395.65","387.75","251.28","641.55"
"BAY AREA","CHARGE","10000328","XR CHEST 4 + VIEWS","71048","795.00","723.45","283.36","303.15","474.84","429.30","684.50","548.55","723.45","477.00","604.20","675.75","715.50","468.53","675.75","554.12","388.96","446.15","437.25","283.36","723.45"
"BAY AREA","CHARGE","10000331","XR RIBS BILATERAL 3 VIEW","71110","1,140.00","1,037.40","406.33","434.71","680.90","615.60","981.54","786.60","1,037.40","684.00","866.40","969.00","1,026.00","671.86","969.00","794.58","557.76","639.77","627.00","406.33","1,037.40"
"BAY AREA","CHARGE","10000332","XR RIBS W/CHEST BILATERAL 4 VIEW","71111","1,140.00","1,037.40","406.33","434.71","680.90","615.60","981.54","786.60","1,037.40","684.00","866.40","969.00","1,026.00","671.86","969.00","794.58","557.76","639.77","627.00","406.33","1,037.40"
"BAY AREA","CHARGE","10000333","XR STERNUM 2 VIEW","71120","485.00","441.35","172.87","184.94","289.68","261.90","417.59","334.65","441.35","291.00","368.60","412.25","436.50","285.83","412.25","338.05","237.29","272.18","266.75","172.87","441.35"
