name,restaurant_name,identifier,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,price_usd,cholesterol_mg,fiber_g,sugars_g
#1 RED ENCHILADA MUSHROOM - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,590,19.00,86,19,2700,,40,14,
#1 RED ENCHILADA SHRIMP - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,520,13.00,73,26,1390,,80,12,
#1 RED ENCHILADA SHRIMP - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,480,13.00,67,23,2610,,80,14,
#1 RED ENCHILADA SHRIMP - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,630,16.00,91,28,1690,,95,11,
#1 RED ENCHILADA SHRIMP - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,590,17.00,85,24,2910,,95,14,
#1 RED ENCHILADA TOFU - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,520,14.00,74,24,1160,,20,12,
#1 RED ENCHILADA TOFU - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,480,14.00,68,20,2380,,20,14,
#1 RED ENCHILADA TOFU - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,630,17.00,92,25,1460,,40,12,
#1 RED ENCHILADA TOFU - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,600,18.00,86,22,2680,,40,14,
#1 SKINNY 1988 BANZAI VEGGIE TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,380,7.00,63,17,890,,5,12,
#1 SKINNY 1988 BANZAI VEGGIE TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,340,8.00,57,13,2110,,5,15,
#1 SKINNY 1988 BANZAI VEGGIE TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,490,11.00,81,18,1190,,25,12,
#1 SKINNY 1988 BANZAI VEGGIE TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,460,11.00,75,15,2410,,25,14,
#1 SKINNY 1988 BLACKENED CHICKEN TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,430,10.00,61,25,1070,,35,12,
#1 SKINNY 1988 BLACKENED CHICKEN TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,390,10.00,55,22,2290,,35,14,
#1 SKINNY 1988 BLACKENED CHICKEN TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,550,13.00,79,27,1360,,55,11,
#1 SKINNY 1988 BLACKENED CHICKEN TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,510,14.00,73,23,2590,,55,14,
#1 SKINNY 1988 BLACKENED FISH TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,410,8.00,62,26,1100,,30,12,
#1 SKINNY 1988 BLACKENED FISH TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,380,8.00,56,23,2320,,30,14,
#1 SKINNY 1988 BLACKENED FISH TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,530,11.00,80,27,1400,,45,11,
#1 SKINNY 1988 BLACKENED FISH TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,490,12.00,74,24,2620,,45,14,
#1 SKINNY 1988 CARNE ASADA TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,470,14.00,61,25,1010,,35,11,
#1 SKINNY 1988 CARNE ASADA TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,430,15.00,55,21,2230,,35,14,
#1 SKINNY 1988 CARNE ASADA TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,580,18.00,79,26,1310,,55,11,
#1 SKINNY 1988 CARNE ASADA TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,540,18.00,73,23,2530,,55,13,
#1 SKINNY 1988 CARNITAS TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,510,15.00,62,32,1320,,55,12,
#1 SKINNY 1988 CARNITAS TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,470,16.00,56,28,2550,,55,14,
#1 SKINNY 1988 CARNITAS TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,620,18.00,80,33,1620,,75,12,
#1 SKINNY 1988 CARNITAS TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,580,19.00,74,29,2840,,75,14,
#1 SKINNY 1988 CHARBROILED CHICKEN TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,430,10.00,60,26,1050,,40,11,
#1 SKINNY 1988 CHARBROILED CHICKEN TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,390,11.00,54,22,2270,,40,14,
#1 SKINNY 1988 CHARBROILED CHICKEN TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,550,14.00,78,27,1340,,55,11,
#1 SKINNY 1988 CHARBROILED CHICKEN TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,510,14.00,72,23,2570,,55,13,
#1 SKINNY 1988 CHARBROILED FISH TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,410,8.00,61,26,1080,,30,12,
#1 SKINNY 1988 CHARBROILED FISH TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,370,8.00,55,23,2300,,30,14,
#1 SKINNY 1988 CHARBROILED FISH TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,530,11.00,79,28,1380,,50,11,
#1 SKINNY 1988 CHARBROILED FISH TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,490,12.00,73,24,2600,,50,14,
#1 SKINNY 1988 MUSHROOM TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,400,10.00,63,17,1000,,5,12,
#1 SKINNY 1988 MUSHROOM TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,360,10.00,57,14,2220,,5,14,
#1 SKINNY 1988 MUSHROOM TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,520,13.00,81,19,1300,,25,11,
#1 SKINNY 1988 MUSHROOM TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,480,14.00,74,15,2520,,25,14,
#1 SKINNY 1988 SHRIMP TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,370,8.00,61,16,880,,10,11,
#1 SKINNY 1988 SHRIMP TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,340,8.00,55,13,2100,,10,14,
#1 SKINNY 1988 SHRIMP TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,490,11.00,79,17,1180,,30,11,
#1 SKINNY 1988 SHRIMP TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,450,12.00,73,14,2400,,30,13,
#1 SKINNY 1988 TOFU TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,410,9.00,63,20,980,,5,12,
#1 SKINNY 1988 TOFU TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,370,9.00,56,16,2200,,5,14,
#1 SKINNY 1988 TOFU TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,520,12.00,80,21,1270,,25,11,
#1 SKINNY 1988 TOFU TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,480,13.00,74,18,2500,,25,14,
#1 SKINNY 1988 VEGETARIAN TACO BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,420,8.00,71,18,980,,5,13,
#1 SKINNY 1988 VEGETARIAN TACO BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,380,9.00,63,14,2410,,5,16,
#1 SKINNY 1988 VEGETARIAN TACO WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,540,10.00,92,20,1300,,25,13,
#1 SKINNY 1988 VEGETARIAN TACO WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,490,11.00,85,16,2720,,25,16,
#1 SKINNY CITRUS SLAW BANZAI VEGGIE TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,400,10.00,65,17,970,,5,12,
#1 SKINNY CITRUS SLAW BANZAI VEGGIE TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,370,10.00,59,14,2190,,5,15,
#1 SKINNY CITRUS SLAW BANZAI VEGGIE TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,520,13.00,83,19,1270,,25,12,
#1 SKINNY CITRUS SLAW BANZAI VEGGIE TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,480,13.00,77,15,2490,,25,14,
#1 SKINNY CITRUS SLAW BLACKENED CHICKEN TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,470,12.00,65,26,1080,,35,12,
#1 SKINNY CITRUS SLAW BLACKENED CHICKEN TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,430,13.00,59,22,2300,,35,14,
#1 SKINNY CITRUS SLAW BLACKENED CHICKEN TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,580,16.00,83,27,1380,,55,11,
#1 SKINNY CITRUS SLAW BLACKENED CHICKEN TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,550,16.00,77,23,2600,,55,14,
#1 SKINNY CITRUS SLAW BLACKENED FISH TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,450,10.00,65,26,1110,,30,12,
#1 SKINNY CITRUS SLAW BLACKENED FISH TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,410,11.00,59,23,2330,,30,14,
#1 SKINNY CITRUS SLAW BLACKENED FISH TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,560,13.00,83,27,1410,,45,11,
#1 SKINNY CITRUS SLAW BLACKENED FISH TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,520,14.00,77,24,2630,,45,14,
#1 SKINNY CITRUS SLAW CARNE ASADA TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,500,16.00,65,25,1020,,35,12,
#1 SKINNY CITRUS SLAW CARNE ASADA TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,460,17.00,58,21,2250,,35,14,
#1 SKINNY CITRUS SLAW CARNE ASADA TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,620,20.00,83,26,1320,,55,11,
#1 SKINNY CITRUS SLAW CARNE ASADA TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,580,20.00,76,23,2540,,55,14,
#1 SKINNY CITRUS SLAW CARNITAS TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,540,17.00,66,32,1340,,55,12,
#1 SKINNY CITRUS SLAW CARNITAS TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,500,18.00,60,28,2560,,55,15,
#1 SKINNY CITRUS SLAW CARNITAS TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,660,21.00,84,33,1630,,75,12,
#1 SKINNY CITRUS SLAW CARNITAS TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,620,21.00,77,30,2860,,75,14,
#1 SKINNY CITRUS SLAW CHARBROILED CHICKEN TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,470,13.00,64,26,1060,,40,11,
#1 SKINNY CITRUS SLAW CHARBROILED CHICKEN TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,430,13.00,58,22,2280,,40,14,
#1 SKINNY CITRUS SLAW CHARBROILED CHICKEN TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,580,16.00,82,27,1360,,55,11,
#1 SKINNY CITRUS SLAW CHARBROILED CHICKEN TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,550,17.00,76,23,2580,,55,13,
#1 SKINNY CITRUS SLAW CHARBROILED FISH TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,440,10.00,64,26,1090,,30,11,
#1 SKINNY CITRUS SLAW CHARBROILED FISH TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,410,10.00,58,23,2310,,30,14,
#1 SKINNY CITRUS SLAW CHARBROILED FISH TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,560,13.00,82,28,1390,,50,11,
#1 SKINNY CITRUS SLAW CHARBROILED FISH TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,520,14.00,76,24,2610,,50,13,
#1 SKINNY CITRUS SLAW MUSHROOM TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,440,12.00,67,17,1010,,5,12,
#1 SKINNY CITRUS SLAW MUSHROOM TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,400,13.00,60,14,2230,,5,14,
#1 SKINNY CITRUS SLAW MUSHROOM TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,550,15.00,84,19,1310,,25,11,
#1 SKINNY CITRUS SLAW MUSHROOM TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,510,16.00,78,15,2530,,25,14,
#1 SKINNY CITRUS SLAW SHRIMP TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,440,10.00,65,22,1220,,65,11,
#1 SKINNY CITRUS SLAW SHRIMP TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,400,11.00,59,19,2440,,65,14,
#1 SKINNY CITRUS SLAW SHRIMP TACO - WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,550,14.00,83,24,1520,,85,11,
#1 SKINNY CITRUS SLAW SHRIMP TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,520,14.00,77,20,2740,,85,13,
#1 SKINNY CITRUS SLAW TOFU TACO - BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,440,11.00,66,20,990,,5,12,
#1 SKINNY CITRUS SLAW TOFU TACO - BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,400,12.00,60,16,2210,,5,14,
#1 SKINNY CITRUS SLAW TOFU TACO - WHITE BEANS BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,560,15.00,84,21,1290,,25,11,
#1 SKINNY CITRUS SLAW TOFU TACO - WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,510,13.00,79,18,2480,,20,14,
#1 SKINNY CITRUS SLAW VEGETARIAN TACO BROWN RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,440,10.00,72,18,960,,5,13,
#1 SKINNY CITRUS SLAW VEGETARIAN TACO BROWN RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,400,11.00,64,14,2380,,5,16,
#1 SKINNY CITRUS SLAW VEGETARIAN TACO WHITE RICE - BLACK BEANS,WAHOO'S FISH TACOS,NATIONAL,560,12.00,93,20,1270,,25,12,
#1 SKINNY CITRUS SLAW VEGETARIAN TACO WHITE RICE - WHITE BEANS,WAHOO'S FISH TACOS,NATIONAL,520,13.00,86,16,2700,,25,15,
"#10 TUNA FISH SUB, 2 FOOT",JERSEY MIKE'S SUBS,NATIONAL,5860,393.00,404,171,8470,,415,25,42
"#10 TUNA FISH SUB, GARLIC HERB WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,1040,75.00,63,30,1760,,75,5,6
"#10 TUNA FISH SUB, GLUTEN FREE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1840,142.00,98,51,2370,,140,8,17
"#10 TUNA FISH SUB, GLUTEN FREE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,970,75.00,50,28,1260,,75,5,9
"#10 TUNA FISH SUB, ROSEMARY PARMESAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,2010,135.00,136,62,3020,,150,9,14
"#10 TUNA FISH SUB, ROSEMARY PARMESAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,620,40.00,45,20,990,,50,3,5
"#10 TUNA FISH SUB, ROSEMARY PARMESAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,1050,71.00,69,33,1580,,80,5,8
"#10 TUNA FISH SUB, SEEDED ITALIAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,2020,137.00,142,60,2810,,140,13,17
"#10 TUNA FISH SUB, SEEDED ITALIAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,630,41.00,47,20,920,,45,5,6
"#10 TUNA FISH SUB, SEEDED ITALIAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,1060,72.00,72,32,1480,,75,7,9
"#10 TUNA FISH SUB, SPINACH HERB WRAP",JERSEY MIKE'S SUBS,NATIONAL,1040,75.00,62,31,1550,,75,5,6
"#10 TUNA FISH SUB, TOMATO BASIL WRAP",JERSEY MIKE'S SUBS,NATIONAL,1040,75.00,63,30,1530,,75,5,6
"#10 TUNA FISH SUB, TUB",JERSEY MIKE'S SUBS,NATIONAL,730,68.00,11,22,810,,75,3,6
"#10 TUNA FISH SUB, WHEAT BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1950,131.00,137,59,2760,,140,12,16
"#10 TUNA FISH SUB, WHEAT BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,600,39.00,46,20,910,,45,4,6
"#10 TUNA FISH SUB, WHEAT BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,1020,69.00,70,32,1450,,75,7,9
"#10 TUNA FISH SUB, WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,1020,75.00,61,31,1560,,75,9,6
"#10 TUNA FISH SUB, WHITE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1950,131.00,135,57,2820,,140,8,14
"#10 TUNA FISH SUB, WHITE BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,600,39.00,45,19,930,,45,3,5
"#10 TUNA FISH SUB, WHITE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,1020,69.00,69,31,1480,,75,5,8
"#10 TUNA FISH SUB, WHITE WRAP",JERSEY MIKE'S SUBS,NATIONAL,1040,75.00,63,30,1550,,75,5,6
"#11 STICKBALL SPECIAL SUB, 2 FOOT",JERSEY MIKE'S SUBS,NATIONAL,5390,316.00,408,215,12530,,410,23,45
"#11 STICKBALL SPECIAL SUB, GARLIC HERB WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,900,55.00,63,36,2460,,65,4,7
"#11 STICKBALL SPECIAL SUB, GLUTEN FREE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1540,103.00,98,58,3400,,110,8,18
"#11 STICKBALL SPECIAL SUB, GLUTEN FREE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,830,55.00,51,34,1950,,65,4,10
"#11 STICKBALL SPECIAL SUB, ROSEMARY PARMESAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1700,96.00,137,68,4040,,120,9,15
"#11 STICKBALL SPECIAL SUB, ROSEMARY PARMESAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,520,27.00,46,22,1230,,35,3,5
"#11 STICKBALL SPECIAL SUB, ROSEMARY PARMESAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,910,51.00,70,39,2270,,70,5,9
"#11 STICKBALL SPECIAL SUB, SEEDED ITALIAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1720,98.00,142,67,3840,,110,13,18
"#11 STICKBALL SPECIAL SUB, SEEDED ITALIAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,520,28.00,47,21,1170,,35,4,6
"#11 STICKBALL SPECIAL SUB, SEEDED ITALIAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,920,53.00,73,38,2170,,65,7,10
"#11 STICKBALL SPECIAL SUB, SPINACH HERB WRAP",JERSEY MIKE'S SUBS,NATIONAL,900,55.00,62,37,2250,,65,4,7
"#11 STICKBALL SPECIAL SUB, TOMATO BASIL WRAP",JERSEY MIKE'S SUBS,NATIONAL,900,55.00,63,36,2230,,65,4,7
"#11 STICKBALL SPECIAL SUB, TUB",JERSEY MIKE'S SUBS,NATIONAL,590,48.00,11,28,1510,,65,2,7
"#11 STICKBALL SPECIAL SUB, WHEAT BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1650,92.00,137,66,3790,,110,12,17
"#11 STICKBALL SPECIAL SUB, WHEAT BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,500,26.00,46,21,1150,,35,4,6
"#11 STICKBALL SPECIAL SUB, WHEAT BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,880,50.00,70,38,2150,,65,6,10
"#11 STICKBALL SPECIAL SUB, WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,880,55.00,61,37,2260,,65,8,7
"#11 STICKBALL SPECIAL SUB, WHITE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1650,92.00,135,64,3850,,110,8,15
"#11 STICKBALL SPECIAL SUB, WHITE BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,500,26.00,45,20,1170,,35,3,5
"#11 STICKBALL SPECIAL SUB, WHITE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,880,50.00,69,37,2180,,65,4,9
"#11 STICKBALL SPECIAL SUB, WHITE WRAP",JERSEY MIKE'S SUBS,NATIONAL,900,55.00,63,36,2250,,65,4,7
"#12 CANCRO SPECIAL SUB, GARLIC HERB WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,950,54.00,61,55,1570,,120,4,5
"#12 CANCRO SPECIAL SUB, GLUTEN FREE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1630,102.00,95,91,1980,,205,8,15
"#12 CANCRO SPECIAL SUB, GLUTEN FREE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,870,54.00,49,53,1070,,120,4,8
"#12 CANCRO SPECIAL SUB, ROSEMARY PARMESAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1790,95.00,134,102,2620,,215,9,12
"#12 CANCRO SPECIAL SUB, ROSEMARY PARMESAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,550,27.00,45,33,880,,70,3,4
"#12 CANCRO SPECIAL SUB, ROSEMARY PARMESAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,960,50.00,68,59,1390,,125,5,7
"#12 CANCRO SPECIAL SUB, SEEDED ITALIAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1810,97.00,139,100,2420,,205,13,15
"#12 CANCRO SPECIAL SUB, SEEDED ITALIAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,560,28.00,47,32,810,,65,5,5
"#12 CANCRO SPECIAL SUB, SEEDED ITALIAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,960,51.00,71,58,1290,,120,7,8
"#12 CANCRO SPECIAL SUB, SPINACH HERB WRAP",JERSEY MIKE'S SUBS,NATIONAL,950,54.00,60,56,1360,,120,4,5
"#12 CANCRO SPECIAL SUB, TOMATO BASIL WRAP",JERSEY MIKE'S SUBS,NATIONAL,950,54.00,61,55,1340,,120,4,5
"#12 CANCRO SPECIAL SUB, TUB",JERSEY MIKE'S SUBS,NATIONAL,640,47.00,9,47,620,,120,2,5
"#12 CANCRO SPECIAL SUB, WHEAT BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1740,91.00,134,99,2370,,205,12,14
"#12 CANCRO SPECIAL SUB, WHEAT BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,540,26.00,45,32,790,,65,4,5
"#12 CANCRO SPECIAL SUB, WHEAT BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,930,48.00,68,57,1260,,120,6,8
"#12 CANCRO SPECIAL SUB, WHEAT WRAP",JERSEY MIKE'S SUBS,NATIONAL,930,54.00,59,56,1370,,120,8,5
"#12 CANCRO SPECIAL SUB, WHITE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1740,91.00,132,97,2430,,205,8,12
"#12 CANCRO SPECIAL SUB, WHITE BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,540,26.00,44,31,810,,65,3,4
"#12 CANCRO SPECIAL SUB, WHITE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,930,48.00,67,56,1290,,120,4,7
"#12 CANCRO SPECIAL SUB, WHITE WRAP",JERSEY MIKE'S SUBS,NATIONAL,950,54.00,61,55,1360,,120,4,5
"#13 THE ITALIAN SUB (HAWAII ONLY), GLUTEN FREE BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1590,109.00,99,59,3470,,115,8,19
"#13 THE ITALIAN SUB (HAWAII ONLY), GLUTEN FREE BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,480,29.00,34,23,1310,,35,3,7
"#13 THE ITALIAN SUB (HAWAII ONLY), GLUTEN FREE BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,840,57.00,51,33,1920,,65,4,10
"#13 THE ITALIAN SUB (HAWAII ONLY), ROSEMARY PARMESAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1750,102.00,138,70,4120,,125,9,16
"#13 THE ITALIAN SUB (HAWAII ONLY), ROSEMARY PARMESAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,540,27.00,46,27,1520,,40,3,6
"#13 THE ITALIAN SUB (HAWAII ONLY), ROSEMARY PARMESAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,920,53.00,71,39,2240,,70,5,9
"#13 THE ITALIAN SUB (HAWAII ONLY), SEEDED ITALIAN BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1770,104.00,143,68,3910,,115,13,19
"#13 THE ITALIAN SUB (HAWAII ONLY), SEEDED ITALIAN BREAD, MINI",JERSEY MIKE'S SUBS,NATIONAL,540,27.00,48,26,1460,,35,5,7
"#13 THE ITALIAN SUB (HAWAII ONLY), SEEDED ITALIAN BREAD, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,930,54.00,73,38,2140,,65,7,10
"#13 THE ITALIAN SUB (HAWAII ONLY), TUB",JERSEY MIKE'S SUBS,NATIONAL,600,50.00,12,27,1470,,65,2,7
"#13 THE ITALIAN SUB (HAWAII ONLY), WHEAT BREAD, GIANT",JERSEY MIKE'S SUBS,NATIONAL,1700,98.00,138,67,3860,,115,12,18
