CHARGE_DESCRIPTION,ACTIVITY_TYPE,MRKS_CPT,MRKS_HCPCS,DRG_CODE,NDC,CHARGEMASTER_PRICE,AVERAGE CHARGES_INPATIENT DRGS,DISCOUNTED CASH PRICE,MEDICARE,BCBS,SUNFLOWER_HEALTH,SUNFLOWER_HEALTH_COM_EXCHANGE,AETNA_BETTER_HEALTH_OF_KANSAS,AETNA,PROVIDRS CARE NETWORK,UHC_MEDICARE_ADVANTAGE,HUMANA_MEDICARE ADVANTAGE,UNITED HEALTHCARE_UHC,CHRISTIAN HEALTH AID_CHA,MINIMUM_COMMERCIAL PRICE,MAXIMUM_COMMERCIAL PRICE
"Albumin/Creatinine Ratio,  Urine - AMS",General Lab,82570,,,,51.75,,51.75,5.18,21.32,5.18,5.698,5.18,7.41,7.77,5.18,4.403,46.575,51.75,4.403,51.75
albuterol 0.083% Soln [MRKS],Pharmacy,,,,00487-9501-03,2.15,,2.15,0,0,0,0,0,0,0,0,0,1.935,2.15,0,2.15
albuterol 90 mcg/inh Aer [MRKS],Pharmacy,,A9270,,00254-1007-52,53.76,,53.76,0,0,0,0,0,0,0,0,0,48.384,53.76,0,53.76
albuterol 90. mcg Aerosol [MRKS],Pharmacy,,A9270,,00173-0682-24,31.8,,31.8,0,0,0,0,0,0,0,0,0,28.62,31.8,0,31.8
albuterol CFC free 90 mcg/inh Inh Aer w/Adapt 8 gm[MRKS],Pharmacy,,A9270,,00173-0682-21,39.08,,39.08,0,0,0,0,0,0,0,0,0,35.172,39.08,0,39.08
albuterol-ipratropium 100 mcg-20 mcg/inh Aer[MRKS],Pharmacy,,A9270,,00597-0024-02,463.48,,463.48,0,0,0,0,0,0,0,0,0,417.132,463.48,0,463.48
albuterol-ipratropium Aerosol,Pharmacy,,A9270,,00597-0013-14,41.31,,41.31,0,0,0,0,0,0,0,0,0,37.179,41.31,0,41.31
albuterol-ipratropium Soln [MRKS],Pharmacy,,,,00487-0201-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",Inpatient DRG,,,897,,,5367.9,5367.9,5837.82043,6941.42,,6421.602473,5837.82043,,,5837.82043,4670.256344,4831.11,5367.9,4670.256344,6941.42
alendronate 70 mg Tab [MRKS],Pharmacy,,A9270,,65862-0329-04,3.12,,3.12,0,0,0,0,0,0,0,0,0,2.8080000000000003,3.12,0,3.12
alendronate 70. mg Tab,Pharmacy,,A9270,,51079-0942-05,1.98,,1.98,0,0,0,0,0,0,0,0,0,1.782,1.98,0,1.98
alfuzosin 10. mg Tab-ER,Pharmacy,,A9270,,00378-5005-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Alkaline Phosphatase,General Lab,84075,,,,32.5,,32.5,5.18,11,5.18,5.698,5.18,7.41,7.77,5.18,4.403,29.25,32.5,4.403,32.5
allopurinol 100 mg Tab [MRKS],Pharmacy,,A9270,,00904-6571-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
allopurinol 100. mg Tab,Pharmacy,,A9270,,16714-0041-12,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Alpha Fetoprotein AMS,General Lab,82105,,,,110,,110,16.77,55.08,16.77,18.447000000000003,16.77,24.03,25.155,16.77,14.254499999999998,99,110,14.254499999999998,110
alpha-lipoic acid Cap,Pharmacy,,A9270,,74312-0001-39,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ALPRAZolam 0.25 mg Tab,Pharmacy,,A9270,,63739-0644-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ALPRAZolam 0.25 mg Tab,Pharmacy,,A9270,,68084-0647-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ALPRAZolam 0.5 mg Tab [MRKS],Pharmacy,,A9270,,00904-5859-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ALPRAZolam 1 mg Tab,Pharmacy,,A9270,,00904-5860-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ALPRAZolam 1. mg Tab,Pharmacy,,A9270,,63739-0674-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aluminum hydroxide-magnesium carbonate Tab-Chew,Pharmacy,,A9270,,00904-5365-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aluminum hydroxide-magnesium trisilicate Tab-Chew,Pharmacy,,A9270,,00088-1175-47,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amantadine 100 mg Cap [MRKS],Pharmacy,,A9270,,00832-1015-00,3.61,,3.61,0,0,0,0,0,0,0,0,0,3.249,3.61,0,3.61
amantadine 100. mg Cap,Pharmacy,,A9270,,51079-0481-20,2.46,,2.46,0,0,0,0,0,0,0,0,0,2.214,2.46,0,2.46
amantadine 50 mg/5 mL Oral Syrup 473mL [MRKS],Pharmacy,,A9270,,50383-0807-16,38.53,,38.53,0,0,0,0,0,0,0,0,0,34.677,38.53,0,38.53
aMILoride-hydrochlorothiazide 5 mg-50 mg Tab,Pharmacy,,A9270,,00555-0483-02,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
"AMINO ACIDS, QUANTITATIVE, PLASMA SMV",General Lab,82139,,,,208,,208,16.87,525.48,16.87,18.557000000000002,16.87,0,25.305,16.87,14.339500000000001,187.20000000000002,208,0,525.48
aminophylline 250. Soln,Pharmacy,,J0280,,00409-5921-01,22.84,,22.84,9.017,13.99,9.017,9.9187,9.017,0,13.5255,9.017,7.6644499999999995,20.556,22.84,0,22.84
aminophylline 500. Soln,Pharmacy,,J0280,,00409-5922-01,18,,18,18.034,27.98,18.034,19.8374,18.034,0,27.051,18.034,15.328899999999999,16.2,18,0,27.98
amiodarone 150. Soln[MRKS],Pharmacy,,J0282,,63323-0616-03,12,,12,0,2.7,0,0,0,0,0,0,0,10.8,12,0,12
amiodarone 200 mg Tab,Pharmacy,,A9270,,00245-0147-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amiodarone 200. mg Tab,Pharmacy,,A9270,,68084-0371-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 10 mg Tab,Pharmacy,,A9270,,00603-2212-32,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 10 mg Tab [MRKS],Pharmacy,,A9270,,16729-0171-17,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 10. mg Tab,Pharmacy,,A9270,,16714-0446-02,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 100 mg Tab [MRKS],Pharmacy,,A9270,,16729-0175-01,2.79,,2.79,0,0,0,0,0,0,0,0,0,2.511,2.79,0,2.79
amitriptyline 25 mg Tab,Pharmacy,,A9270,,16729-0172-17,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 25 mg Tab,Pharmacy,,A9270,,16729-0172-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 25. mg Tab,Pharmacy,,A9270,,16714-0447-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 50 mg Tab,Pharmacy,,A9270,,00781-1488-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amitriptyline 75 mg Tab *NON-FORM* [MRKS],Pharmacy,,A9270,,16729-0174-01,2.93,,2.93,0,0,0,0,0,0,0,0,0,2.637,2.93,0,2.93
amLODIPine 5. mg Tab,Pharmacy,,A9270,,00904-6370-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amLODIPine-benazepril 5 mg-20 mg Cap,Pharmacy,,A9270,,68180-0757-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Ammonia AMS,General Lab,82140,,,,150.8,,150.8,14.57,48.89,14.57,16.027,14.57,20.87,21.855,14.57,12.3845,135.72000000000003,150.8,12.3845,150.8
Ammonia Level,General Lab,82140,,,,150.8,,150.8,14.57,48.89,14.57,16.027,14.57,20.87,21.855,14.57,12.3845,135.72000000000003,150.8,12.3845,150.8
amoxicillin 25. mg Powder-Recon,Pharmacy,,A9270,,00781-6039-58,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amoxicillin 250 mg/5 mL Pow,Pharmacy,,A9270,,00143-9889-15,5.2,,5.2,0,0,0,0,0,0,0,0,0,4.680000000000001,5.2,0,5.2
amoxicillin 250. mg Cap,Pharmacy,,A9270,,00781-2020-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amoxicillin 500 mg Cap,Pharmacy,,A9270,,00781-2613-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amoxicillin 500. mg Cap,Pharmacy,,A9270,,16714-0299-04,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amoxicillin-clavulanate 250 mg-62.5 mg/5 mL Pow,Pharmacy,,A9270,,43598-0204-51,99,,99,0,0,0,0,0,0,0,0,0,89.10000000000001,99,0,99
amoxicillin-clavulanate 250 mg-62.5 mg/5 mL Powder-Recon,Pharmacy,,A9270,,60432-0065-75,98.54,,98.54,0,0,0,0,0,0,0,0,0,88.686,98.54,0,98.54
amoxicillin-clavulanate 500 mg-125 mg Tab,Pharmacy,,A9270,,16714-0494-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
amoxicillin-clavulanate 875 mg-125 mg Tab,Pharmacy,,A9270,,16714-0478-01,1.98,,1.98,0,0,0,0,0,0,0,0,0,1.782,1.98,0,1.98
amoxicillin-clavulanate 875 mg-125 mg Tab,Pharmacy,,A9270,,65862-0503-20,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ampicillin 1 g Pow,Pharmacy,,J0290,,55150-0113-10,12,,12,1.844,4.36,1.844,2.0284000000000004,1.844,0,2.766,1.844,1.5674000000000001,10.8,12,0,12
ampicillin 1. gm Powder-Inj,Pharmacy,,J0290,,00781-9404-95,12,,12,1.844,4.36,1.844,2.0284000000000004,1.844,0,2.766,1.844,1.5674000000000001,10.8,12,0,12
ampicillin 2. gm Powder-Inj,Pharmacy,,J0290,,00781-9408-95,12,,12,3.688,8.72,3.688,4.056800000000001,3.688,0,5.532,3.688,3.1348000000000003,10.8,12,0,12
ampicillin 250. mg Powder-Inj,Pharmacy,,J0290,,63323-0387-10,12,,12,0.922,2.18,0.922,1.0142000000000002,0.922,0,1.383,0.922,0.7837000000000001,10.8,12,0,12
ampicillin 500. mg Powder-Inj[MRKS],Pharmacy,,J0290,,55150-0112-10,12,,12,0.922,2.18,0.922,1.0142000000000002,0.922,0,1.383,0.922,0.7837000000000001,10.8,12,0,12
ampicillin-sulbactam 1 g-0.5 g Pow,Pharmacy,,J0295,,00641-6116-10,12,,12,2.642,5.41,2.642,2.9062,2.642,0,3.963,2.642,2.2457,10.8,12,0,12
ampicillin-sulbactam 1 g-0.5 g Powder-Inj [MRKS],Pharmacy,,J0295,,55150-0116-20,12,,12,2.642,5.41,2.642,2.9062,2.642,0,3.963,2.642,2.2457,10.8,12,0,12
ampicillin-sulbactam 2 g-1 g Pow,Pharmacy,,J0295,,25021-0143-30,13.46,,13.46,5.284,10.82,5.284,5.8124,5.284,0,7.926,5.284,4.4914,12.114,13.46,0,13.46
ampicillin-sulbactam 2 g-1 g Pow [MRKS],Pharmacy,,J0295,,67457-0349-03,12.19,,12.19,5.284,10.82,5.284,5.8124,5.284,0,7.926,5.284,4.4914,10.971,12.19,0,12.19
ampicillin-sulbactam 2 g-1 g Powder-Inj,Pharmacy,,J0295,,00641-6117-10,13.46,,13.46,5.284,10.82,5.284,5.8124,5.284,0,7.926,5.284,4.4914,12.114,13.46,0,13.46
Amylase Level,General Lab,82150,,,,37.2,,37.2,6.48,24.8,6.48,7.128000000000001,6.48,9.29,9.72,6.48,5.508,33.480000000000004,37.2,5.508,37.2
"ANA Panel, Quantitative AMS",General Lab,86225,,,,95.2,,95.2,13.74,60.15,13.74,15.114,13.74,19.68,20.61,13.74,11.679,85.68,95.2,11.679,95.2
ANA Screen AMS,General Lab,86038,,,,65.7,,65.7,12.09,43.86,12.09,13.299000000000001,12.09,17.32,18.134999999999998,12.09,10.2765,59.13,65.7,10.2765,65.7
Anaerobic Culture,Micro,87075,,,,48.9,,48.9,9.47,30.9,9.47,10.417000000000002,9.47,13.55,14.205000000000002,9.47,8.0495,44.01,48.9,8.0495,48.9
anastrozole 1. mg Tab,Pharmacy,,A9270,,60505-2985-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ANCA AMS,General Lab,86256,,,,93.6,,93.6,20.03,56.49,20.03,22.033000000000005,20.03,17.26,30.045,20.03,17.0255,84.24,93.6,17.0255,93.6
ANES CRNA 00300 INTEGUMENTARY SYS NECK,Pro Fee Charges,300,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00400 SKIN EXT/PER/ATRUNK,Pro Fee Charges,400,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00520 CHEST PROCEDURE,Pro Fee Charges,520,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00635 DIAGNOSTIC/THERAPEUTIC LUMBAR PUNCTURE,Pro Fee Charges,635,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00700 ABDOMINAL WALL SURG,Pro Fee Charges,700,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00731 UPPER GI SCOPE NOS,Pro Fee Charges,731,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00731 UPPER GI SCOPE NOS (1500),Pro Fee Charges,731,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00732 UPPER GI NDSC PX ERCP,Pro Fee Charges,732,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00750 REPAIR OF HERNIA,Pro Fee Charges,750,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00752 REPAIR OF HERNIA,Pro Fee Charges,752,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00790 UPPER ABDOMEN,Pro Fee Charges,790,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00811 LWR INTST SCOPE NOS,Pro Fee Charges,811,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00811 LWR INTST SCOPE NOS (1500),Pro Fee Charges,811,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00812 LWR INTST SCR COLSC,Pro Fee Charges,812,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00812 LWR INTST SCR COLSC (1500),Pro Fee Charges,812,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00813 UPR LWR GI NDSC PX,Pro Fee Charges,813,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00820 Anesthesia for procedures on lower posterior abdominal wall,Pro Fee Charges,820,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00830 HERNIA REP LOWER ABDOMEN,Pro Fee Charges,830,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
ANES CRNA 00832 VENTRAL & INCISION HERNIA,Pro Fee Charges,832,,,,1200,,1200,636,456.06,636,699.6,636,0,954,636,540.6,1080,1200,0,1200
Anoscopy,Surgery,46600,,,,55,,55,106.11,837,106.11,116.721,106.11,116.03,159.165,106.11,90.1935,49.5,55,49.5,837
Antibody ID AMS,General Lab,86870,,,,137.5,,137.5,0,96.53,0,0,0,0,82.5,0,0,123.75,137.5,0,137.5
Antibody ID ARC,General Lab,86870,,,,65,,65,0,96.53,0,0,0,0,39,0,0,58.5,65,0,96.53
Antibody Screen AMS,General Lab,86904,,,,63.2,,63.2,16.34,39.93,16.34,17.974,16.34,13.62,24.509999999999998,16.34,13.889,56.88,63.2,13.62,63.2
Antibody Screen GL,General Lab,86850,,,,43.2,,43.2,9.77,21.2,9.77,10.747,9.77,5.21,14.655,9.77,8.304499999999999,38.88,43.2,5.21,43.2
Anti-Smooth Muscle Ab - AMS,General Lab,86255,,,,116.5,,116.5,20.03,49.49,20.03,22.033000000000005,20.03,17.26,30.045,20.03,17.0255,104.85000000000001,116.5,17.0255,116.5
APAP/ASA/caffeine Tab,Pharmacy,,A9270,,00067-2039-91,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
APAP/butalbital/caffeine 325 mg-50 mg-40 mg Tab,Pharmacy,,A9270,,00591-3369-05,1.92,,1.92,0,0,0,0,0,0,0,0,0,1.728,1.92,0,1.92
apixaban 2.5 mg Tab [MRKS],Pharmacy,,A9270,,00003-0893-21,17.59,,17.59,0,0,0,0,0,0,0,0,0,15.831,17.59,0,17.59
apixaban 5 mg Tab,Pharmacy,,A9270,,00003-0894-31,12.55,,12.55,0,0,0,0,0,0,0,0,0,11.295000000000002,12.55,0,12.55
apixaban Tab,Pharmacy,,A9270,,00003-0894-21,17.44,,17.44,0,0,0,0,0,0,0,0,0,15.696000000000002,17.44,0,17.44
ARC Ab ELUTION 86860,General Lab,86860,,,,62.4,,62.4,0,19.04,0,0,0,0,37.44,0,0,56.16,62.4,0,62.4
ARC AB ID PANEL 86870,General Lab,86885,,,,19.53,,19.53,5.72,18.54,5.72,6.292,5.72,8.2,8.58,5.72,4.862,17.577,19.53,4.862,19.53
ARC ABO 86900,General Lab,86900,,,,30,,30,2.99,16.38,2.99,3.2890000000000006,2.99,4.27,4.485,2.99,2.5415,27,30,2.5415,30
ARC ABS SCREEN 86885,General Lab,86885,,,,19.53,,19.53,5.72,18.54,5.72,6.292,5.72,8.2,8.58,5.72,4.862,17.577,19.53,4.862,19.53
ARC ABSORPTION 86978,General Lab,86978,,,,76.5,,76.5,0,53.73,0,0,0,0,45.9,0,0,68.85000000000001,76.5,0,76.5
ARC AG TYPE 86905,General Lab,86905,,,,66.7,,66.7,3.83,42.15,3.83,4.213,3.83,5.48,5.745,3.83,3.2555,60.03,66.7,3.2555,66.7
ARC AG TYPE UNIT 86902,General Lab,86902,,,,96.35,,96.35,6.35,14.75,6.35,6.985,6.35,5.38,9.524999999999999,6.35,5.3975,86.715,96.35,5.38,96.35
ARC CROSS-MATCH 86922,General Lab,86922,,,,68.6,,68.6,0,41.61,0,0,0,0,41.16,0,0,61.739999999999995,68.6,0,68.6
ARC DAT 86880,General Lab,86880,,,,36.4,,36.4,5.39,23.01,5.39,5.929,5.39,7.7,8.084999999999999,5.39,4.581499999999999,32.76,36.4,4.581499999999999,36.4
ARC ENZYME PRETREATMENT OF RBC 86971,General Lab,86971,,,,32,,32,0,17.85,0,0,0,0,19.2,0,0,28.8,32,0,32
ARC PHENOTYPING COMPLETE 86906,General Lab,86906,,,,73.7,,73.7,7.75,46.58,7.75,8.525,7.75,11.1,11.625,7.75,6.5874999999999995,66.33,73.7,6.5874999999999995,73.7
ARC RED CELL SCREEN WITH PT SERUM 86904,General Lab,86904,,,,63.2,,63.2,16.34,39.93,16.34,17.974,16.34,13.62,24.509999999999998,16.34,13.889,56.88,63.2,13.62,63.2
ARC RH 86901,General Lab,86901,,,,29.8,,29.8,2.99,16.07,2.99,3.2890000000000006,2.99,4.27,4.485,2.99,2.5415,26.82,29.8,2.5415,29.8
arformoterol 15. Soln [MRKS],Pharmacy,,J7605,,63402-0911-30,14.13,,14.13,11.169,13.69,11.169,12.285900000000002,11.169,0,16.753500000000003,11.169,9.49365,12.717,14.13,0,16.753500000000003
ARIPiprazole 10. mg Tab,Pharmacy,,A9270,,65862-0663-30,12.35,,12.35,0,0,0,0,0,0,0,0,0,11.115,12.35,0,12.35
ARIPiprazole 2 mg Tab,Pharmacy,,A9270,,62332-0097-30,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ARIPiprazole 2 mg Tab [MRKS],Pharmacy,,A9270,,67877-0430-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
ARIPiprazole 2. mg Tab,Pharmacy,,A9270,,59148-0006-13,2.3,,2.3,0,0,0,0,0,0,0,0,0,2.07,2.3,0,2.3
ARIPiprazole 20. mg Tab,Pharmacy,,A9270,,16590-0573-30,4.72,,4.72,0,0,0,0,0,0,0,0,0,4.248,4.72,0,4.72
ARIPiprazole 5. mg Tab,Pharmacy,,A9270,,59148-0007-35,2.4,,2.4,0,0,0,0,0,0,0,0,0,2.16,2.4,0,2.4
ascorbic acid 500. mg Tab,Pharmacy,,A9270,,00904-0523-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Aspartate Aminotransferase,General Lab,84450,,,,32.5,,32.5,5.18,11,5.18,5.698,5.18,7.41,7.77,5.18,4.403,29.25,32.5,4.403,32.5
aspirin 300. mg Supp,Pharmacy,,A9270,,00574-7034-12,3.61,,3.61,0,0,0,0,0,0,0,0,0,3.249,3.61,0,3.61
aspirin 325 mg Tab,Pharmacy,,A9270,,00904-2013-80,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin 325 mg Tab [MRKS],Pharmacy,,A9270,,69618-0015-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin 325. mg Tab,Pharmacy,,A9270,,00536-1053-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin 325. mg Tab-DR,Pharmacy,,A9270,,68084-0848-25,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin 81 mg Tab,Pharmacy,,A9270,,00280-2100-32,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin 81. mg Tab-Chew [MRKS],Pharmacy,,A9270,,63739-0434-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
aspirin-dipyridamole 25 mg-200 mg Cap-ER,Pharmacy,,A9270,,00597-0001-60,17.21,,17.21,0,0,0,0,0,0,0,0,0,15.489,17.21,0,17.21
Assistive Tech Assess Each 15 MIN Units 97755,OT Tx/Procedures,97755,,,,43.65,,39.285,41.01,0,41.01,45.111000000000004,41.01,33.33,61.515,41.01,34.8585,39.285,43.65,0,61.515
AT3 AMS,General Lab,85300,,,,158,,158,11.85,42.54,11.85,13.035,11.85,16.98,17.775,11.85,10.0725,142.20000000000002,158,10.0725,158
atenolol 25 mg Tab[MRKS],Pharmacy,,A9270,,51079-0759-20,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atenolol 25. mg Tab,Pharmacy,,A9270,,00904-5392-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atenolol 50 mg Tab,Pharmacy,,A9270,,00378-0231-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atenolol 50. mg Tab,Pharmacy,,A9270,,00781-1506-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atenolol-chlorthalidone 50 mg-25 mg Tab,Pharmacy,,A9270,,00378-2063-01,1.98,,1.98,0,0,0,0,0,0,0,0,0,1.782,1.98,0,1.98
ATHEROSCLEROSIS W/O MCC,Inpatient DRG,,,303,,,5146.95,5146.95,4783.406104,4271.1,,5261.7467144,4783.406104,,,4783.406104,3826.7248832,4632.255,5146.95,3826.7248832,5261.7467144
atorvastatin 10. mg Tab,Pharmacy,,A9270,,60505-2578-08,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atorvastatin 20 mg Tab,Pharmacy,,A9270,,50268-0094-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atorvastatin 20. mg Tab,Pharmacy,,A9270,,55111-0122-05,2.47,,2.47,0,0,0,0,0,0,0,0,0,2.2230000000000003,2.47,0,2.47
atorvastatin 40. mg Tab,Pharmacy,,A9270,,60505-2580-09,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atorvastatin 80 mg Tab [MRKS],Pharmacy,,A9270,,60505-2671-08,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
atropine 0.1 mg/mL Inj Sol 10 mL[MRKS],Pharmacy,,J0461,,76329-3339-01,12,,12,8.5,8,8.5,9.350000000000001,8.5,0,12.75,8.5,7.225,10.8,12,0,12.75
atropine 0.4 Soln,Pharmacy,,J0461,,00517-0401-25,12,,12,3.4000000000000004,3.2,3.4000000000000004,3.7400000000000007,3.4000000000000004,0,5.1000000000000005,3.4000000000000004,2.89,10.8,12,0,12
atropine 1. Soln,Pharmacy,,J0461,,00409-1630-10,12,,12,8.5,8,8.5,9.350000000000001,8.5,0,12.75,8.5,7.225,10.8,12,0,12.75
atropine ophthalmic 1% Sol,Pharmacy,,A9270,,00065-0303-55,139.43,,139.43,0,0,0,0,0,0,0,0,0,125.48700000000001,139.43,0,139.43
atropine ophthalmic 1% Soln,Pharmacy,,A9270,,17478-0215-02,87.79,,87.79,0,0,0,0,0,0,0,0,0,79.01100000000001,87.79,0,87.79
atropine/hyoscyamine/PB/scopolamine Elixir,Pharmacy,,A9270,,59212-0422-04,33.3,,33.3,0,0,0,0,0,0,0,0,0,29.97,33.3,0,33.3
atropine-diphenoxylate 0.025 mg-2.5 mg Tab,Pharmacy,,A9270,,00378-0415-01,2.15,,2.15,0,0,0,0,0,0,0,0,0,1.935,2.15,0,2.15
atropine-diphenoxylate 0.025 mg-2.5 mg Tab [MRKS],Pharmacy,,A9270,,62559-0490-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Attended E-Stim Charges 97032,OT Tx/Procedures,97032,,,,34,,30.6,15.81,34,15.81,17.391000000000002,15.81,16.36,23.715,15.81,13.4385,30.6,34,13.4385,34
azaTHIOprine 50. mg Tab,Pharmacy,,A9270,,68462-0502-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
azelastine nasal 137. mcg Spray,Pharmacy,,A9270,,60505-0833-05,32.73,,32.73,0,0,0,0,0,0,0,0,0,29.456999999999997,32.73,0,32.73
Azithromycin,Pharmacy,,A9270,,50268-0098-15,4.55,,4.55,0,0,0,0,0,0,0,0,0,4.095,4.55,0,4.55
azithromycin 200 mg/5 mL Oral Liq 15 mL *NON FORM* [MRKS],Pharmacy,,A9270,,59762-3120-01,43.88,,43.88,0,0,0,0,0,0,0,0,0,39.492000000000004,43.88,0,43.88
azithromycin 250 mg Tab,Pharmacy,,A9270,,64679-0961-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
