Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN_HPN_HMO_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"PSYCH","CHARGE","10006065","NEBULIN GENE","81400","740.00","261.35","224.71","269.52","629.00","387.42","235.90","407.00","430.90","451.40","592.00","445.16","278.88","407.00","310.18","629.00","348.53","418.18","384.70","433.66","407.00","224.71","629.00"
"PSYCH","CHARGE","10006087","COENZYME Q10 TOTAL","82542","268.00","94.65","81.38","97.61","227.80","140.31","85.43","147.40","156.06","163.48","214.40","161.22","101.00","147.40","112.34","227.80","126.22","151.45","139.32","157.05","147.40","81.38","227.80"
"PSYCH","CHARGE","10006093","ACETYLCHOLINE MODULATING AB","83519","143.00","50.50","43.42","52.08","121.55","74.87","45.59","78.65","83.27","87.23","114.40","86.02","53.89","78.65","59.94","121.55","67.35","80.81","74.34","83.80","78.65","43.42","121.55"
"PSYCH","CHARGE","10006096","BILE ACIDS","83789","94.00","33.20","28.54","34.24","79.90","49.21","29.97","51.70","54.74","57.34","75.20","56.55","35.43","51.70","39.40","79.90","44.27","53.12","48.87","55.09","51.70","28.54","79.90"
"PSYCH","CHARGE","10006101","NMDA RECEPTOR AB CSF","86225","181.00","63.93","54.96","65.92","153.85","94.76","57.70","99.55","105.40","110.41","144.80","108.88","68.21","99.55","75.87","153.85","85.25","102.29","94.10","106.07","99.55","54.96","153.85"
"PSYCH","CHARGE","10006141","BORRELIA SSP PROBE","87801","350.00","123.61","106.28","127.48","297.50","183.24","111.57","192.50","203.80","213.50","280.00","210.55","131.90","192.50","146.71","297.50","164.85","197.79","181.95","205.11","192.50","106.28","297.50"
"PSYCH","CHARGE","10006146","RBC IRRADIATED AUTOLOGOUS/DIRECT","P9038","1,000.00","367.25","306.23","367.41","850.00","541.49","334.46","550.00","597.87","610.00","800.00","607.66","391.31","550.00","443.40","850.00","484.43","577.14","536.62","602.18","550.00","306.23","850.00"
"PSYCH","CHARGE","10006148","PLATELET APH/PHER LR CMV-NEG","P9055","1,310.00","481.10","401.16","481.30","1,113.50","709.35","438.14","720.50","783.21","799.10","1,048.00","796.04","512.62","720.50","580.85","1,113.50","634.61","756.05","702.97","788.86","720.50","401.16","1,113.50"
"PSYCH","CHARGE","10006283","NEISSERIA GONORRHOEA ANTIBODIES","86609","49.00","17.31","14.88","17.85","41.65","25.65","15.62","26.95","28.53","29.89","39.20","29.48","18.47","26.95","20.54","41.65","23.08","27.69","25.47","28.72","26.95","14.88","41.65"
"PSYCH","CHARGE","10006319","PSYCH TESTING EVAL INIT HOUR","96130","370.00","149.11","118.32","142.09","314.50","200.98","145.76","203.50","220.89","225.70","296.00","224.67","154.76","203.50","192.97","314.50","199.54","222.47","220.90","239.96","203.50","118.32","314.50"
"PSYCH","CHARGE","10006320","PSYCH TESTING EVAL EA ADD HOUR","96131","185.00","74.55","59.16","71.05","157.25","100.49","72.88","101.75","110.44","112.85","148.00","112.34","77.38","101.75","96.48","157.25","99.77","111.24","110.45","119.98","101.75","59.16","157.25"
"PSYCH","CHARGE","10006368","POC HEMOGLOBIN A1C","83036","61.00","21.54","18.52","22.22","51.85","31.94","19.45","33.55","35.52","37.21","48.80","36.70","22.99","33.55","25.57","51.85","28.73","34.47","31.71","35.75","33.55","18.52","51.85"
"PSYCH","CHARGE","10006371","AB,CREUTZFELDT JACOB","83617","205.00","72.40","62.25","74.66","174.25","107.33","65.35","112.75","119.37","125.05","164.00","123.32","77.26","112.75","85.93","174.25","96.55","115.85","106.57","120.13","112.75","62.25","174.25"
"PSYCH","CHARGE","10006372","HEPATITIS LIVER FIBROSIS","81596","475.00","167.76","144.24","173.00","403.75","248.68","151.42","261.25","276.59","289.75","380.00","285.75","179.01","261.25","199.10","403.75","223.72","268.43","246.94","278.36","261.25","144.24","403.75"
"PSYCH","CHARGE","10006581","COVID-19","87635","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10006587","COVID-19 CDC","87635","20.00","7.06","6.07","7.28","17.00","10.47","6.38","11.00","11.65","12.20","16.00","12.03","7.54","11.00","8.38","17.00","9.42","11.30","10.40","11.72","11.00","6.07","17.00"
"PSYCH","CHARGE","10006588","COVID-19 QUEST","87635","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10006594","PARTIAL HOSP FULL DAY TELE","","1,530.00","616.58","489.26","587.58","1,300.50","831.10","602.73","841.50","913.40","933.30","1,224.00","929.04","639.94","841.50","797.94","1,300.50","825.12","919.95","913.45","992.26","841.50","489.26","1,300.50"
"PSYCH","CHARGE","10006595","PARTIAL HOSP HALF DAY TELE","","1,120.00","451.36","358.15","430.12","952.00","608.39","441.22","616.00","668.64","683.20","896.00","680.08","468.45","616.00","584.11","952.00","604.01","673.43","668.67","726.36","616.00","358.15","952.00"
"PSYCH","CHARGE","10006596","IOP SUBSTANCE ABUSE TELE","","565.00","227.69","180.67","216.98","480.25","306.91","222.58","310.75","337.30","344.65","452.00","343.08","236.32","310.75","294.66","480.25","304.70","339.72","337.32","366.42","310.75","180.67","480.25"
"PSYCH","CHARGE","10006597","IOP MENTAL HEALTH TELE","","565.00","227.69","180.67","216.98","480.25","306.91","222.58","310.75","337.30","344.65","452.00","343.08","236.32","310.75","294.66","480.25","304.70","339.72","337.32","366.42","310.75","180.67","480.25"
"PSYCH","CHARGE","10006609","SARS-COV-2 IGG ANTIBODY","86769","67.00","23.66","20.35","24.40","56.95","35.08","21.36","36.85","39.01","40.87","53.60","40.31","25.25","36.85","28.08","56.95","31.56","37.86","34.83","39.26","36.85","20.35","56.95"
"PSYCH","CHARGE","10006623","HEMATOLYMPH MUTATIONS BY NGS > 50","81455","3,990.00","1,409.18","1,211.62","1,453.22","3,391.50","2,088.94","1,271.93","2,194.50","2,323.37","2,433.90","3,192.00","2,400.27","1,503.70","2,194.50","1,672.46","3,391.50","1,879.23","2,254.80","2,074.26","2,338.23","2,194.50","1,211.62","3,391.50"
"PSYCH","CHARGE","10006624","KAPPA QUANTITATIVE","83520","76.00","26.84","23.08","27.68","64.60","39.79","24.23","41.80","44.25","46.36","60.80","45.72","28.64","41.80","31.86","64.60","35.79","42.95","39.51","44.54","41.80","23.08","64.60"
"PSYCH","CHARGE","10006625","LAMBDA QUANTITATIVE","83520","76.00","26.84","23.08","27.68","64.60","39.79","24.23","41.80","44.25","46.36","60.80","45.72","28.64","41.80","31.86","64.60","35.79","42.95","39.51","44.54","41.80","23.08","64.60"
"PSYCH","CHARGE","10006640","COVID-19 EIA","87426","70.00","24.72","21.26","25.50","59.50","36.65","22.31","38.50","40.76","42.70","56.00","42.11","26.38","38.50","29.34","59.50","32.97","39.56","36.39","41.02","38.50","21.26","59.50"
"PSYCH","CHARGE","10006641","POC COVID-19 EIA","87426","70.00","24.72","21.26","25.50","59.50","36.65","22.31","38.50","40.76","42.70","56.00","42.11","26.38","38.50","29.34","59.50","32.97","39.56","36.39","41.02","38.50","21.26","59.50"
"PSYCH","CHARGE","10006657","COVID-19 WDL","87635","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10006658","MTB RIFAMPIN PCR","87798","206.00","72.75","62.55","75.03","175.10","107.85","65.67","113.30","119.95","125.66","164.80","123.92","77.63","113.30","86.35","175.10","97.02","116.41","107.09","120.72","113.30","62.55","175.10"
"PSYCH","CHARGE","10006664","COVID-19 ES","U0003","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10006667","COVID, INFLU A & B, RSV PCR PANEL","0241U","300.00","105.95","91.10","109.26","255.00","157.06","95.63","165.00","174.69","183.00","240.00","180.47","113.06","165.00","125.75","255.00","141.30","169.53","155.96","175.81","165.00","91.10","255.00"
"PSYCH","CHARGE","10006675","RIFAMPIN","80375","360.00","127.14","109.32","131.12","306.00","188.48","114.76","198.00","209.63","219.60","288.00","216.57","135.67","198.00","150.90","306.00","169.56","203.44","187.15","210.97","198.00","109.32","306.00"
"PSYCH","CHARGE","10006676","PYRAZINAMIDE","80299","360.00","127.14","109.32","131.12","306.00","188.48","114.76","198.00","209.63","219.60","288.00","216.57","135.67","198.00","150.90","306.00","169.56","203.44","187.15","210.97","198.00","109.32","306.00"
"PSYCH","CHARGE","10006677","ETHIONAMIDE","80299","360.00","127.14","109.32","131.12","306.00","188.48","114.76","198.00","209.63","219.60","288.00","216.57","135.67","198.00","150.90","306.00","169.56","203.44","187.15","210.97","198.00","109.32","306.00"
"PSYCH","CHARGE","10006678","ATAZANVIR","80299","360.00","127.14","109.32","131.12","306.00","188.48","114.76","198.00","209.63","219.60","288.00","216.57","135.67","198.00","150.90","306.00","169.56","203.44","187.15","210.97","198.00","109.32","306.00"
"PSYCH","CHARGE","10006679","MOXIFLOXACIN","80299","360.00","127.14","109.32","131.12","306.00","188.48","114.76","198.00","209.63","219.60","288.00","216.57","135.67","198.00","150.90","306.00","169.56","203.44","187.15","210.97","198.00","109.32","306.00"
"PSYCH","CHARGE","10006680","ADAMTS13 SEQUENCE ANALYSIS","81479","2,780.00","981.84","844.19","1,012.52","2,363.00","1,455.45","886.21","1,529.00","1,618.79","1,695.80","2,224.00","1,672.37","1,047.69","1,529.00","1,165.27","2,363.00","1,309.34","1,571.01","1,445.22","1,629.15","1,529.00","844.19","2,363.00"
"PSYCH","CHARGE","10006681","SEPT9 PROMOTOR METHYLATION","81327","545.00","192.48","165.50","198.50","463.25","285.33","173.74","299.75","317.35","332.45","436.00","327.86","205.39","299.75","228.44","463.25","256.69","307.99","283.33","319.38","299.75","165.50","463.25"
"PSYCH","CHARGE","10006682","INSULIN-LIKE GROWTH FACTOR 2","83520","215.00","75.93","65.29","78.31","182.75","112.56","68.54","118.25","125.19","131.15","172.00","129.34","81.03","118.25","90.12","182.75","101.26","121.50","111.77","126.00","118.25","65.29","182.75"
"PSYCH","CHARGE","10006683","COMPLEMENT ACTIVITIY, C1Q","86161","430.00","151.87","130.58","156.61","365.50","225.12","137.08","236.50","250.39","262.30","344.00","258.68","162.05","236.50","180.24","365.50","202.52","243.00","223.54","251.99","236.50","130.58","365.50"
"PSYCH","CHARGE","10006684","ARIPIPAZOLE","80342","130.00","45.91","39.48","47.35","110.50","68.06","41.44","71.50","75.70","79.30","104.00","78.20","48.99","71.50","54.49","110.50","61.23","73.46","67.58","76.18","71.50","39.48","110.50"
"PSYCH","CHARGE","10006685","RHD ZYGOSITY","81403","630.00","222.50","191.31","229.46","535.50","329.83","200.83","346.50","366.85","384.30","504.00","378.99","237.43","346.50","264.07","535.50","296.72","356.02","327.51","369.19","346.50","191.31","535.50"
"PSYCH","CHARGE","10006686","RED CELL GENOTYPING COMMON","0001U","295.00","104.19","89.58","107.44","250.75","154.45","94.04","162.25","171.78","179.95","236.00","177.46","111.18","162.25","123.65","250.75","138.94","166.71","153.36","172.88","162.25","89.58","250.75"
"PSYCH","CHARGE","10006687","MLP CODON 515 PYROSEQUENCING","81402","2,330.00","822.91","707.54","848.62","1,980.50","1,219.86","742.76","1,281.50","1,356.75","1,421.30","1,864.00","1,401.66","878.10","1,281.50","976.65","1,980.50","1,097.40","1,316.71","1,211.28","1,365.43","1,281.50","707.54","1,980.50"
"PSYCH","CHARGE","10006688","KIT D816V MUTATION PCR","81273","670.00","236.63","203.45","244.02","569.50","350.77","213.58","368.50","390.14","408.70","536.00","403.05","252.50","368.50","280.84","569.50","315.56","378.63","348.31","392.64","368.50","203.45","569.50"
"PSYCH","CHARGE","10006689","GLIOSEQ NGS","81479","2,330.00","822.91","707.54","848.62","1,980.50","1,219.86","742.76","1,281.50","1,356.75","1,421.30","1,864.00","1,401.66","878.10","1,281.50","976.65","1,980.50","1,097.40","1,316.71","1,211.28","1,365.43","1,281.50","707.54","1,980.50"
"PSYCH","CHARGE","10006690","FIBRILLARIN ANTIBODY","86235","70.00","24.72","21.26","25.50","59.50","36.65","22.31","38.50","40.76","42.70","56.00","42.11","26.38","38.50","29.34","59.50","32.97","39.56","36.39","41.02","38.50","21.26","59.50"
"PSYCH","CHARGE","10006691","PM/SCL-100 ANTIBODY","86235","70.00","24.72","21.26","25.50","59.50","36.65","22.31","38.50","40.76","42.70","56.00","42.11","26.38","38.50","29.34","59.50","32.97","39.56","36.39","41.02","38.50","21.26","59.50"
"PSYCH","CHARGE","10006692","UNIPARENTAL DISOMY","81402","1,070.00","377.90","324.92","389.71","909.50","560.19","341.09","588.50","623.06","652.70","856.00","643.68","403.25","588.50","448.50","909.50","503.96","604.67","556.25","627.05","588.50","324.92","909.50"
"PSYCH","CHARGE","10006693","PPX ANTIBODY","86255","100.00","35.32","30.37","36.42","85.00","52.35","31.88","55.00","58.23","61.00","80.00","60.16","37.69","55.00","41.92","85.00","47.10","56.51","51.99","58.60","55.00","30.37","85.00"
"PSYCH","CHARGE","10006697","LIQUID PLASMA","P9099","225.00","82.63","68.90","82.67","191.25","121.83","75.25","123.75","134.52","137.25","180.00","136.72","88.05","123.75","99.76","191.25","109.00","129.86","120.74","135.49","123.75","68.90","191.25"
"PSYCH","CHARGE","10006698","COVID-19 INTERNAL 2 DAY TAT","U0003","160.00","56.51","48.59","58.27","136.00","83.77","51.00","88.00","93.17","97.60","128.00","96.25","60.30","88.00","67.07","136.00","75.36","90.42","83.18","93.76","88.00","48.59","136.00"
"PSYCH","CHARGE","10006703","CARBAMAZEPINE 10, 11 EPOXIDE","80161","243.00","85.82","73.79","88.50","206.55","127.22","77.46","133.65","141.50","148.23","194.40","146.18","91.58","133.65","101.86","206.55","114.45","137.32","126.33","142.40","133.65","73.79","206.55"
"PSYCH","CHARGE","10006704","BACTERIAL VAGINOSIS EXTENDED","81514","800.00","282.54","242.93","291.37","680.00","418.84","255.02","440.00","465.84","488.00","640.00","481.26","301.49","440.00","335.33","680.00","376.79","452.09","415.89","468.82","440.00","242.93","680.00"
"PSYCH","CHARGE","10006721","TC VIS LIT HYPERSPECTRAL IMG","0631T","120.00","42.38","36.44","43.71","102.00","62.83","38.25","66.00","69.88","73.20","96.00","72.19","45.22","66.00","50.30","102.00","56.52","67.81","62.38","70.32","66.00","36.44","102.00"
"PSYCH","CHARGE","10006733","MONOCLONAL ANTIBODY INFUSION","M0239","770.00","282.78","235.79","282.90","654.50","416.95","257.53","423.50","460.36","469.70","616.00","467.90","301.31","423.50","341.42","654.50","373.01","444.39","413.20","463.68","423.50","235.79","654.50"
"PSYCH","CHARGE","10006734","COVID, INFLU A & B PCR PANEL","87636","260.00","91.83","78.95","94.70","221.00","136.12","82.88","143.00","151.40","158.60","208.00","156.41","97.99","143.00","108.98","221.00","122.46","146.93","135.16","152.37","143.00","78.95","221.00"
"PSYCH","CHARGE","10006736","POC BLOOD LEAD","83655","103.00","36.38","31.28","37.51","87.55","53.93","32.83","56.65","59.98","62.83","82.40","61.96","38.82","56.65","43.17","87.55","48.51","58.21","53.55","60.36","56.65","31.28","87.55"
"PSYCH","CHARGE","10006737","POC LIPID PROFILE","80061","222.00","78.41","67.41","80.86","188.70","116.23","70.77","122.10","129.27","135.42","177.60","133.55","83.66","122.10","93.05","188.70","104.56","125.46","115.41","130.10","122.10","67.41","188.70"
"PSYCH","CHARGE","10006738","POC SEMEN ANLYS VOL/COUNT/MOT MORPHOLOGY","89320","185.00","65.34","56.18","67.38","157.25","96.86","58.97","101.75","107.73","112.85","148.00","111.29","69.72","101.75","77.54","157.25","87.13","104.55","96.17","108.41","101.75","56.18","157.25"
"PSYCH","CHARGE","10006739","POC SEMEN CRYO PRESERVATION REPORT","89335","140.00","49.44","42.51","50.99","119.00","73.30","44.63","77.00","81.52","85.40","112.00","84.22","52.76","77.00","58.68","119.00","65.94","79.12","72.78","82.04","77.00","42.51","119.00"
"PSYCH","CHARGE","10006740","POC SGPT","84460","106.00","37.44","32.19","38.61","90.10","55.50","33.79","58.30","61.72","64.66","84.80","63.77","39.95","58.30","44.43","90.10","49.92","59.90","55.11","62.12","58.30","32.19","90.10"
"PSYCH","CHARGE","10006741","POC URINE DIP W/ MICRO","81001","102.00","36.02","30.97","37.15","86.70","53.40","32.52","56.10","59.39","62.22","81.60","61.36","38.44","56.10","42.75","86.70","48.04","57.64","53.03","59.77","56.10","30.97","86.70"
"PSYCH","CHARGE","10006742","POC ARTHROPOD EXAM","87168","39.00","13.77","11.84","14.20","33.15","20.42","12.43","21.45","22.71","23.79","31.20","23.46","14.70","21.45","16.35","33.15","18.37","22.04","20.27","22.85","21.45","11.84","33.15"
"PSYCH","CHARGE","10006743","POC HEPATITIS C ANTIBODY SCREENING","86803","197.00","69.58","59.82","71.75","167.45","103.14","62.80","108.35","114.71","120.17","157.60","118.51","74.24","108.35","82.57","167.45","92.78","111.33","102.41","115.45","108.35","59.82","167.45"
"PSYCH","CHARGE","10006750","MFN DRUG ADD-ON, PER DOSE","M1145","175.00","55.72","49.13","58.88","148.75","91.67","45.92","96.25","101.67","106.75","140.00","103.12","61.40","96.25","61.13","148.75","72.26","93.55","80.13","93.80","96.25","45.92","148.75"
"PSYCH","CHARGE","10006753","CASIRIVIMAB AND IMDEVIMAB INFUSION","M0243","770.00","282.78","235.79","282.90","654.50","416.95","257.53","423.50","460.36","469.70","616.00","467.90","301.31","423.50","341.42","654.50","373.01","444.39","413.20","463.68","423.50","235.79","654.50"
"PSYCH","CHARGE","10006754","COVID 19 PCR 2 DAY TAT","U0005","40.00","14.13","12.15","14.57","34.00","20.94","12.75","22.00","23.29","24.40","32.00","24.06","15.07","22.00","16.77","34.00","18.84","22.60","20.79","23.44","22.00","12.15","34.00"
"PSYCH","IP DRG*","832","OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC","NA","20,534.84","6,876.00","6,063.43","7,266.86","17,454.61","10,178.69","5,667.43","11,294.16","10,901.85","12,526.25","16,427.87","10,544.48","7,504.51","11,294.16","7,544.57","17,454.61","9,088.17","11,030.63","10,637.61","11,778.48","11,294.16","5,667.43","17,454.61"
"PSYCH","IP DRG*","880","ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION","NA","14,355.01","4,614.81","4,069.45","4,877.13","12,201.76","7,593.55","3,803.68","7,895.26","8,421.94","8,756.56","11,484.01","8,542.74","5,036.63","7,895.26","5,063.52","12,201.76","5,985.10","7,748.87","6,637.45","7,769.58","7,895.26","3,803.68","12,201.76"
"PSYCH","IP DRG*","881","DEPRESSIVE NEUROSES","NA","15,801.25","5,162.25","4,552.20","5,455.69","13,431.06","8,493.40","4,254.89","8,690.69","9,417.29","9,638.76","12,641.00","9,551.97","5,634.11","8,690.69","5,664.18","13,431.06","6,695.09","8,666.84","7,424.83","8,689.95","8,690.69","4,254.89","13,431.06"
"PSYCH","IP DRG*","882","NEUROSES EXCEPT DEPRESSIVE","NA","15,180.38","4,905.76","4,326.02","5,184.62","12,903.32","8,072.31","4,043.49","8,349.21","8,952.92","9,260.03","12,144.31","9,081.35","5,354.18","8,349.21","5,382.76","12,903.32","6,362.45","8,237.42","7,055.93","8,259.44","8,349.21","4,043.49","12,903.32"
"PSYCH","IP DRG*","883","DISORDERS OF PERSONALITY AND IMPULSE CONTROL","NA","10,596.32","3,453.92","3,045.75","3,650.25","9,006.87","5,683.33","2,846.83","5,827.98","6,303.33","6,463.76","8,477.06","6,393.75","3,769.63","5,827.98","3,789.75","9,006.87","4,479.50","5,799.58","4,967.75","5,815.08","5,827.98","2,846.83","9,006.87"
"PSYCH","IP DRG*","885","PSYCHOSES","NA","19,039.34","6,203.81","5,470.68","6,556.46","16,183.44","10,208.02","5,113.39","10,471.64","11,321.06","11,614.00","15,231.47","11,483.32","6,770.88","10,471.64","6,807.03","16,183.44","8,045.93","10,416.77","8,922.91","10,444.60","10,471.64","5,113.39","16,183.44"
"PSYCH","IP DRG*","886","BEHAVIORAL AND DEVELOPMENTAL DISORDERS","NA","16,181.43","5,348.00","4,716.00","5,652.00","13,754.21","8,800.00","4,408.00","8,899.78","9,760.00","9,870.67","12,945.14","9,900.00","5,836.84","8,899.78","5,868.00","13,754.22","6,936.00","8,980.00","7,692.00","9,004.00","8,899.79","4,408.00","13,754.21"
"PSYCH","IP DRG*","894","ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA","NA","6,290.38","1,960.93","1,729.20","2,072.40","5,346.82","3,223.35","1,616.27","3,459.71","3,564.69","3,837.13","5,032.31","3,614.46","2,140.17","3,459.71","2,151.60","5,346.82","2,543.20","3,287.35","2,820.40","3,295.89","3,459.71","1,616.27","5,346.82"
"PSYCH","IP DRG*","896","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC","NA","15,157.83","4,866.68","4,291.56","5,143.32","12,884.15","8,008.00","4,011.28","8,336.81","8,881.60","9,246.28","12,126.26","9,009.00","5,311.52","8,336.81","5,339.88","12,884.16","6,311.76","8,171.80","6,999.72","8,193.64","8,336.81","4,011.28","12,884.15"
"PSYCH","IP DRG*","897","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC","NA","14,445.45","4,629.93","4,082.79","4,893.11","12,278.63","7,617.88","3,816.14","7,945.00","8,447.97","8,811.72","11,556.36","8,568.92","5,053.14","7,945.00","5,080.11","12,278.63","6,004.71","7,773.54","6,659.21","7,794.29","7,945.00","3,816.14","12,278.63"
