Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,AETNA_HMO-PPO,AETNA_WHOLE_HEALTH_ACO,BCBS_NEBRASKA_BLUE_PRINT,BCBS_NEBRASKA_NETWORK_BLUE,ELAP_LLC,MIDLANDS_CHOICE,NE_TOTAL_CARE_CENTENE,PHCS_MULTIPLAN,UHC,UHC_ACO,VNA_CYPRESS
2501010,BUSPIRONE 10MG TAB,Outpatient,0250,,,51079-0986-01,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501040,CALCITRIOL 0.25MCG CAP,Inpatient,0250,,,00054-0007-13,0,4.08,3.67,3.67,3.92,N/A,N/A,3.88,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501040,CALCITRIOL 0.25MCG CAP,Outpatient,0250,,,00054-0007-13,0,4.08,3.67,3.67,3.92,N/A,N/A,3.88,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501055,CALCIUM CARB 500MG TAB,Inpatient,0250,,,00904-6412-92,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501055,CALCIUM CARB 500MG TAB,Outpatient,0250,,,00904-6412-92,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501070,CALCIUM POLYCARB 625MG TAB,Inpatient,0250,,,00536-4306-11,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501070,CALCIUM POLYCARB 625MG TAB,Outpatient,0250,,,00536-4306-11,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501080,CALCIUM/VIT D3 500-200MG T,Inpatient,0250,,,00904-5460-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501080,CALCIUM/VIT D3 500-200MG T,Outpatient,0250,,,00904-5460-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501115,CAPTOPRIL 25MG TAB,Inpatient,0250,,,69292-0524-01,0,4.24,3.82,3.82,4.07,N/A,N/A,4.03,4.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501115,CAPTOPRIL 25MG TAB,Outpatient,0250,,,69292-0524-01,0,4.24,3.82,3.82,4.07,N/A,N/A,4.03,4.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501155,CARBAMAZEPINE 200MG TAB,Inpatient,0250,,,00078-0509-05,0,10.12,9.11,9.11,9.72,N/A,N/A,9.61,9.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501155,CARBAMAZEPINE 200MG TAB,Outpatient,0250,,,00078-0509-05,0,10.12,9.11,9.11,9.72,N/A,N/A,9.61,9.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501165,CARBAMIDE PEROXIDE 15ML DRP,Inpatient,0250,,,00904-3220-35,0,46.00,41.40,41.40,44.16,N/A,N/A,43.70,44.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501165,CARBAMIDE PEROXIDE 15ML DRP,Outpatient,0250,,,00904-3220-35,0,46.00,41.40,41.40,44.16,N/A,N/A,43.70,44.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501180,CARBIDOPA/LEVOD 25-100MG T,Inpatient,0250,,,51079-0884-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501180,CARBIDOPA/LEVOD 25-100MG T,Outpatient,0250,,,51079-0884-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501190,CARBIDOPA/LEVOD 10-100MG T,Inpatient,0250,,,62756-0517-88,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501190,CARBIDOPA/LEVOD 10-100MG T,Outpatient,0250,,,62756-0517-88,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501255,CARVEDILOL 3.125MG TAB,Inpatient,0250,,,68001-0153-00,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501255,CARVEDILOL 3.125MG TAB,Outpatient,0250,,,68001-0153-00,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501265,CARVEDILOL 25MG TAB,Inpatient,0250,,,00904-6303-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501265,CARVEDILOL 25MG TAB,Outpatient,0250,,,00904-6303-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501300,CEFDINIR 300MG CAP,Inpatient,0250,,,68001-0362-06,0,4.84,4.36,4.36,4.65,N/A,N/A,4.60,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501300,CEFDINIR 300MG CAP,Outpatient,0250,,,68001-0362-06,0,4.84,4.36,4.36,4.65,N/A,N/A,4.60,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501320,CEFUROXIME AXETIL 250MG TAB,Inpatient,0250,,,65862-0699-20,0,7.36,6.62,6.62,7.07,N/A,N/A,6.99,7.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501320,CEFUROXIME AXETIL 250MG TAB,Outpatient,0250,,,65862-0699-20,0,7.36,6.62,6.62,7.07,N/A,N/A,6.99,7.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501325,CELECOXIB 100MG CAP,Inpatient,0250,,,62332-0141-31,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501325,CELECOXIB 100MG CAP,Outpatient,0250,,,62332-0141-31,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501330,CEPHALEXIN 250MG/5ML,Inpatient,0250,,,00093-4177-73,0,5.00,4.50,4.50,4.80,N/A,N/A,4.75,4.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501330,CEPHALEXIN 250MG/5ML,Outpatient,0250,,,00093-4177-73,0,5.00,4.50,4.50,4.80,N/A,N/A,4.75,4.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501340,CEPHALEXIN 250MG CAP,Inpatient,0250,,,65862-0018-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501340,CEPHALEXIN 250MG CAP,Outpatient,0250,,,65862-0018-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501345,CEPHALEXIN 500MG CAP,Inpatient,0250,,,00093-3147-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501345,CEPHALEXIN 500MG CAP,Outpatient,0250,,,00093-3147-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501350,CETIRIZINE 10MG TAB,Inpatient,0250,,,,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501350,CETIRIZINE 10MG TAB,Outpatient,0250,,,,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501365,CHARCOAL/SORBITOL SOL 25,Inpatient,0250,,,00574-0120-04,0,40.08,36.07,36.07,38.48,N/A,N/A,38.08,38.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501365,CHARCOAL/SORBITOL SOL 25,Outpatient,0250,,,00574-0120-04,0,40.08,36.07,36.07,38.48,N/A,N/A,38.08,38.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501385,CHLORDIAZEPOXIDE 10MG CAP,Inpatient,0250,,,51079-0375-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501385,CHLORDIAZEPOXIDE 10MG CAP,Outpatient,0250,,,51079-0375-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501425,CHLORPROMAZINE 25MG /ML AM,Inpatient,0250,,,00641-1398-35,1,61.38,55.24,55.24,58.92,N/A,N/A,58.31,58.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501425,CHLORPROMAZINE 25MG /ML AM,Outpatient,0250,,,00641-1398-35,1,61.38,55.24,55.24,58.92,N/A,N/A,58.31,58.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501435,CHLORTHALIDONE 25MG TAB,Inpatient,0250,,,66689-0345-99,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501435,CHLORTHALIDONE 25MG TAB,Outpatient,0250,,,66689-0345-99,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501440,CHOLECALCIFEROL (VIT D3) 1,Inpatient,0250,,,00904-5824-60,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501440,CHOLECALCIFEROL (VIT D3) 1,Outpatient,0250,,,00904-5824-60,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501450,CHOLECALCIFEROL (VIT D3) 5,Inpatient,0250,,,11845-0153-39,0,8.52,7.67,7.67,8.18,N/A,N/A,8.09,8.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501450,CHOLECALCIFEROL (VIT D3) 5,Outpatient,0250,,,11845-0153-39,0,8.52,7.67,7.67,8.18,N/A,N/A,8.09,8.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501455,CHOLESTYRAMINE/ASPARTAME,Inpatient,0250,,,00185-0940-98,0,8.20,7.38,7.38,7.87,N/A,N/A,7.79,7.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501455,CHOLESTYRAMINE/ASPARTAME,Outpatient,0250,,,00185-0940-98,0,8.20,7.38,7.38,7.87,N/A,N/A,7.79,7.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501470,CILOSTAZOL 50MG TAB,Inpatient,0250,,,00093-2065-06,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501470,CILOSTAZOL 50MG TAB,Outpatient,0250,,,00093-2065-06,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501480,CIPROFLOXACIN 250MG TAB,Inpatient,0250,,,00143-9927-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501480,CIPROFLOXACIN 250MG TAB,Outpatient,0250,,,00143-9927-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501490,CIPROFLOXACIN 5ML DROPS,Inpatient,0250,,,69315-0308-05,0,5.60,5.04,5.04,5.38,N/A,N/A,5.32,5.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501490,CIPROFLOXACIN 5ML DROPS,Outpatient,0250,,,69315-0308-05,0,5.60,5.04,5.04,5.38,N/A,N/A,5.32,5.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501500,CIPROFLOXACIN/HYDROCORTISON,Inpatient,0250,,,00065-8531-10,0,94.77,85.29,85.29,90.98,N/A,N/A,90.03,90.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501500,CIPROFLOXACIN/HYDROCORTISON,Outpatient,0250,,,00065-8531-10,0,94.77,85.29,85.29,90.98,N/A,N/A,90.03,90.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501505,CITALOPRAM HYDROBROM 20MG,Inpatient,0250,,,68084-0744-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501505,CITALOPRAM HYDROBROM 20MG,Outpatient,0250,,,68084-0744-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501535,CLARITHROMYCIN 250MG TAB,Inpatient,0250,,,00074-3368-60,0,29.22,26.30,26.30,28.05,N/A,N/A,27.76,28.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501535,CLARITHROMYCIN 250MG TAB,Outpatient,0250,,,00074-3368-60,0,29.22,26.30,26.30,28.05,N/A,N/A,27.76,28.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501545,CLINDAMYCIN 150MG CAP,Inpatient,0250,,,68084-0243-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501545,CLINDAMYCIN 150MG CAP,Outpatient,0250,,,68084-0243-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501560,CLINDAMYCIN PHOS 150MG,Inpatient,0259,,,00009-0775-20,0,32.50,29.25,29.25,31.20,N/A,N/A,30.88,31.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501560,CLINDAMYCIN PHOS 150MG,Outpatient,0259,,,00009-0775-20,0,32.50,29.25,29.25,31.20,N/A,N/A,30.88,31.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501590,CLONZDEPAM 0.5MG TAB,Inpatient,0250,,,51079-0881-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501590,CLONZDEPAM 0.5MG TAB,Outpatient,0250,,,51079-0881-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501595,CLONIDINE 1EA PATCH,Inpatient,0250,,,00597-0031-34,0,217.68,195.91,195.91,208.97,N/A,N/A,206.80,208.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501595,CLONIDINE 1EA PATCH,Outpatient,0250,,,00597-0031-34,0,217.68,195.91,195.91,208.97,N/A,N/A,206.80,208.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501610,CLONIDINE 0.1MG TAB,Inpatient,0250,,,51079-0299-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501610,CLONIDINE 0.1MG TAB,Outpatient,0250,,,51079-0299-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501625,CLOPIDOGREL 75MG TAB,Inpatient,0250,,,55111-0196-90,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501625,CLOPIDOGREL 75MG TAB,Outpatient,0250,,,55111-0196-90,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501630,CLOTRIMAZOLE 10MG,Inpatient,0250,,,00054-4146-22,0,7.92,7.13,7.13,7.60,N/A,N/A,7.52,7.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501630,CLOTRIMAZOLE 10MG,Outpatient,0250,,,00054-4146-22,0,7.92,7.13,7.13,7.60,N/A,N/A,7.52,7.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501655,CLOTRIMAZOLE/BETAMETHASONE,Inpatient,0250,,,51672-4048-01,0,33.72,30.35,30.35,32.37,N/A,N/A,32.03,32.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501655,CLOTRIMAZOLE/BETAMETHASONE,Outpatient,0250,,,51672-4048-01,0,33.72,30.35,30.35,32.37,N/A,N/A,32.03,32.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501685,CODEINE/GUAIFENESIN 5ML LIQ,Inpatient,0250,,,50383-0087-05,0,5.00,4.50,4.50,4.80,N/A,N/A,4.75,4.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501685,CODEINE/GUAIFENESIN 5ML LIQ,Outpatient,0250,,,50383-0087-05,0,5.00,4.50,4.50,4.80,N/A,N/A,4.75,4.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501700,COLESEVELAM 625MG TAB,Inpatient,0250,,,68462-0433-18,0,4.44,4.00,4.00,4.26,N/A,N/A,4.22,4.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501700,COLESEVELAM 625MG TAB,Outpatient,0250,,,68462-0433-18,0,4.44,4.00,4.00,4.26,N/A,N/A,4.22,4.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501740,CYANOCOBALAMIN (VIT B12),Inpatient,0250,,,00904-3207-13,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501740,CYANOCOBALAMIN (VIT B12),Outpatient,0250,,,00904-3207-13,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501760,CYCLOBENZAPRINE 5MG TAB,Inpatient,0250,,,00591-3256-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501760,CYCLOBENZAPRINE 5MG TAB,Outpatient,0250,,,00591-3256-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501805,DAPSONE 25MG TAB,Inpatient,0250,,,29033-0036-30,0,7.88,7.09,7.09,7.56,N/A,N/A,7.49,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501805,DAPSONE 25MG TAB,Outpatient,0250,,,29033-0036-30,0,7.88,7.09,7.09,7.56,N/A,N/A,7.49,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501890,DEXTROSE 37.5 GM GEL,Inpatient,0250,,,00574-0069-30,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501890,DEXTROSE 37.5 GM GEL,Outpatient,0250,,,00574-0069-30,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501905,DIAZEPAM 2MG TAB,Inpatient,0250,,,51079-0284-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501905,DIAZEPAM 2MG TAB,Outpatient,0250,,,51079-0284-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501915,DIAZEPAM 5MG TAB,Inpatient,0250,,,51079-0285-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501915,DIAZEPAM 5MG TAB,Outpatient,0250,,,51079-0285-20,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501935,DICLOFENAC SODIUM 100GM GEL,Inpatient,0250,,,49884-0935-47,0,76.92,69.23,69.23,73.84,N/A,N/A,73.07,73.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501935,DICLOFENAC SODIUM 100GM GEL,Outpatient,0250,,,49884-0935-47,0,76.92,69.23,69.23,73.84,N/A,N/A,73.07,73.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501950,DICYCLOMINE 10MG CAP,Inpatient,0250,,,51079-0118-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501950,DICYCLOMINE 10MG CAP,Outpatient,0250,,,51079-0118-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501970,DIGOXIN 125MCG TAB,Inpatient,0250,,,00527-1324-01,0,4.76,4.28,4.28,4.57,N/A,N/A,4.52,4.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501970,DIGOXIN 125MCG TAB,Outpatient,0250,,,00527-1324-01,0,4.76,4.28,4.28,4.57,N/A,N/A,4.52,4.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501990,DILTIAZEM 120MG CAP,Inpatient,0250,,,68084-0052-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2501990,DILTIAZEM 120MG CAP,Outpatient,0250,,,68084-0052-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502000,DILTIAZEM 180MG CAP,Inpatient,0250,,,60687-0206-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502000,DILTIAZEM 180MG CAP,Outpatient,0250,,,60687-0206-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502010,DILTIAZEM 30MG TAB,Inpatient,0250,,,68682-0006-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502010,DILTIAZEM 30MG TAB,Outpatient,0250,,,68682-0006-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502055,DIPHENHYDRAMINE 25MG CAP,Inpatient,0250,,,00904-5306-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502055,DIPHENHYDRAMINE 25MG CAP,Outpatient,0250,,,00904-5306-61,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502075,DIPHENOXYLATE/ATROPINE 2.5,Inpatient,0250,,,51079-0067-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502075,DIPHENOXYLATE/ATROPINE 2.5,Outpatient,0250,,,51079-0067-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502100,DIVALPROEX SODIUM 250MG TAB,Inpatient,0250,,,10370-0510-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502100,DIVALPROEX SODIUM 250MG TAB,Outpatient,0250,,,10370-0510-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502120,DOCUSATE SODIUM 100MG CAP,Inpatient,0250,,,63739-0478-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502120,DOCUSATE SODIUM 100MG CAP,Outpatient,0250,,,63739-0478-10,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502140,DOCUSATE SODIUM 50MG LIQ,Inpatient,0250,,,50383-0771-16,0,14.00,12.60,12.60,13.44,N/A,N/A,13.30,13.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502140,DOCUSATE SODIUM 50MG LIQ,Outpatient,0250,,,50383-0771-16,0,14.00,12.60,12.60,13.44,N/A,N/A,13.30,13.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502150,DONEPEZIL 5MG TAB,Inpatient,0250,,,60687-0292-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502150,DONEPEZIL 5MG TAB,Outpatient,0250,,,60687-0292-01,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502165,DOXAZOSIN MESYLATE 1MG TAB,Inpatient,0250,,,60505-0093-00,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502165,DOXAZOSIN MESYLATE 1MG TAB,Outpatient,0250,,,60505-0093-00,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502180,DOXYCYCLINE HYCLATE 100MG VIAL,Inpatient,0250,,,63323-0130-11,0,72.66,65.39,65.39,69.75,N/A,N/A,69.03,69.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502180,DOXYCYCLINE HYCLATE 100MG VIAL,Outpatient,0250,,,63323-0130-11,0,72.66,65.39,65.39,69.75,N/A,N/A,69.03,69.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502185,DOXYCYCLINE HYCLATE 100MG CAP,Inpatient,0250,,,53489-0119-02,0,4.92,4.43,4.43,4.72,N/A,N/A,4.67,4.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502185,DOXYCYCLINE HYCLATE 100MG CAP,Outpatient,0250,,,53489-0119-02,0,4.92,4.43,4.43,4.72,N/A,N/A,4.67,4.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502205,DRONEDARONE 400MG TAB,Inpatient,0250,,,00024-4142-60,0,34.56,31.10,31.10,33.18,N/A,N/A,32.83,33.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502205,DRONEDARONE 400MG TAB,Outpatient,0250,,,00024-4142-60,0,34.56,31.10,31.10,33.18,N/A,N/A,32.83,33.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502220,DULERA 200MCG INHALER,Inpatient,0259,,,00085-4610-01,0,505.78,455.20,455.20,485.55,N/A,N/A,480.49,485.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502220,DULERA 200MCG INHALER,Outpatient,0259,,,00085-4610-01,0,505.78,455.20,455.20,485.55,N/A,N/A,480.49,485.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502225,DULOXETINE 30MG CAP,Inpatient,0250,,,68001-0414-04,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502225,DULOXETINE 30MG CAP,Outpatient,0250,,,68001-0414-04,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2502235,DUTASTERIDE 0.5MG CAP,Inpatient,0250,,,31722-0131-30,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
