name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
FRANCISCAN HEALTH DYER,150090,https://www.franciscanhealth.org/find-a-location/franciscan-health-dyer-219461,IN,24 Joliet Street,Dyer,IN,46311,134,(219) 865-2141
ST SIMONS-BY-THE-SEA,114016,https://ssbythesea.com/,GA,2927 Demere Road,Saint Simons Island,GA,31522,101,(912) 638-1999
BIBB MEDICAL CENTER,010058,https://www.bibbmed.com/,AL,208 Pierson Avenue,Centreville,AL,35042,156,(205) 926-4881
HCA FLORIDA AVENTURA HOSPITAL,100131,https://www.hcafloridahealthcare.com/locations/aventura-hospital,FL,20900 Biscayne Boulevard,Aventura,FL,33180,407,(305) 682-7000
MERCY HEALTH - ST CHARLES HOSPITAL,360081,https://www.mercy.com/locations/hospitals/toledo/mercy-health-st-charles-hospital,OH,2600 Navarre Avenue,Oregon,OH,43616,235,(419) 696-7200
WYTHE COUNTY COMMUNITY HOSPITAL,490111,https://www.wcch.org,VA,600 West Ridge Road,Wytheville,VA,24382,100,(276) 228-0200
MERCY HOSPITAL TISHOMINGO,371304,https://www.mercy.net/practice/mercy-hospital-tishomingo,OK,1000 South Byrd Street,Tishomingo,OK,73460,25,(580) 371-2327
BRONSON SOUTH HAVEN HOSPITAL,230085,https://www.bronsonhealth.com/locations/bronson-south-haven-hospital/,MI,955 South Bailey Avenue,South Haven,MI,49090,8,(269) 637-5271
KECK HOSPITAL OF USC,050696,https://www.keckmedicine.org/about-keck-medicine/keck-hospital-of-usc/,CA,1500 San Pablo Street,Los Angeles,CA,90033,331,(323) 442-8789
AUSTIN OAKS HOSPITAL,454121,https://austinoakshospital.com,TX,1407 W. Stassney Lane,Austin,TX,78745,80,(512) 440-4800
LEGENT ORTHOPEDIC + SPINE,670112,https://www.legenthealth.com/locations/legent-orthopedic-spine-hospital,TX,5330 North Loop 1604 West,San Antonio,TX,78249,26,(817) 421-1066
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,https://southernhillshospital.com/,NV,9300 West Sunset Road,Las Vegas,NV,89148,265,(702) 916-5000
TEXAS HEALTH HOSPITAL FRISCO,670260,https://www.texashealth.org/en/Locations/texas-health-frisco,TX,12400 Dallas Parkway,Frisco,TX,75033,60,(469) 495-2000
ANOKA-METRO REG TREATMENT CTR,244002,https://www.minnesotahelp.info/Providers/Anoka_Metro_Regional_Treatment_Center/Psychiatric_Hospital/1?returnUrl=%2FSpecialTopics%2FVeterans%2F38467%3F%253fnum%3D50&pos=10,MN,3301 Seventh Avenue North,Anoka,MN,55303,110,(651) 431-5252
MONTEFIORE MEDICAL CENTER,330059,https://www.montefiore.org/west,NY,111 East 210th Street,Bronx,NY,10467,"1,530",(718) 920-4321
"ERLANGER BEHAVIORAL HOSPITAL, LLC",444026,https://www.erlangerbh.com,TN,804 North Holtzclaw Avenue,Chattanooga,TN,37404,88,(877) 384-4375
UNIVERSITY OF TN MEDICAL CENTER (THE),440015,https://www.utmedicalcenter.org,TN,1924 Alcoa Highway,Knoxville,TN,37920,698,(865) 305-9000
FRANKLIN MEDICAL CENTER,190140,https://fmc-cares.com/,LA,2106 Loop Road,Winnsboro,LA,71295,39,(318) 435-9411
COMPASS MEMORIAL HEALTHCARE,161317,https://www.compassmemorial.org/,IA,300 West May Street,Marengo,IA,52301,25,(319) 642-5543
WOODLAND HEIGHTS MEDICAL CENTER,450484,https://www.woodlandheights.net/,TX,505 South John Redditt Drive,Lufkin,TX,75904,145,(936) 634-8311
INLAND NORTHWEST BEHAVIORAL HEALTH,504014,https://inlandnorthwestbh.com/,WA,104 West Fifth Avenue,Spokane,WA,99204,100,(509) 992-1888
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,410010,https://www.womenandinfants.org/,RI,101 Dudley Street,Providence,RI,02905,247,(401) 274-1100
BOCA RATON REGIONAL HOSPITAL,100168,https://www.brrh.com/Home.aspx,FL,800 Meadows Road,Boca Raton,FL,33486,371,(561) 955-7100
WERNERSVILLE STATE HOSPITAL,394014,https://www.dhs.pa.gov/Services/Assistance/Pages/Wernersville-State-Hospital.aspx,PA,Sportsman Road and Route 422,Wernersville,PA,19565,266,(610) 678-3411
JENNERSVILLE HOSPITAL,390220,https://towerhealth.org/locations/jennersville-hospital,PA,1015 West Baltimore Pike,West Grove,PA,19390,57,(610) 869-1000
ERLANGER MEDICAL CENTER,440104,https://www.erlanger.org/baroness-hospital/baroness-hospital,TN,975 East Third Street,Chattanooga,TN,37403,688,(423) 778-7000
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,https://www.mountainviewregional.com/,NM,4311 East Lohman Avenue,Las Cruces,NM,88011,176,(575) 556-7600
CORNERSTONE SPECIALTY HOSPITALS AUSTIN,452034,https://www.chghospitals.com/location/cornerstone-specialty-hospitals-austin/,TX,4207 Burnet Road,Austin,TX,78756,133,(512) 706-1900
PRESENCE ST MARYS HOSPITAL,140155,https://healthcare.ascension.org/locations/illinois/ilchi/kankakee-ascension-saint-mary,IL,500 West Court Street,Kankakee,IL,60901,169,(815) 937-2400
SHOREPOINT HEALTH PUNTA GORDA,100047,https://www.shorepointhealthcharlotte.com/punta-gorda,FL,809 East Marion Avenue,Punta Gorda,FL,33950,133,(941) 639-3131
MODOC MEDICAL CENTER,051330,https://www.modocmedicalcenter.org,CA,228 West McDowell Avenue,Alturas,CA,96101,58,(530) 233-5131
GREENE COUNTY HOSPITAL CAH,251329,https://georgeregional.com/locations/greene-county-hospital/,MS,1017 Jackson Avenue,Leakesville,MS,39451,7,(601) 394-4135
RED BAY HOSPITAL,011302,https://www.helenkeller.com/red-bay-hospital,AL,211 Hospital Road,Red Bay,AL,35582,25,(256) 356-9532
MIDDLESEX HOSPITAL,070020,https://middlesexhospital.org/,CT,28 Crescent Street,Middletown,CT,06457,207,(860) 358-6000
TRIHEALTH REHABILITATION HOSPITAL LLC,363041,https://www.trihealthrehab.com,OH,2155 Dana Avenue,Cincinnati,OH,45207,60,(513) 601-0600
COMMUNITY MEMORIAL HOSPITAL,431309,https://www.sanfordhealth.org/locations/community-memorial-hospital,SD,809 Jackson Street,Burke,SD,57523,16,(605) 775-2621
MIRAMONT BEHAVIORAL HEALTH,524042,https://miramontbh.com/,WI,3169 Deming Way,Middleton,WI,53562,0,(608) 716-8288
MARSHALL COUNTY HOSPITAL,181327,https://www.marshallcountyhospital.org,KY,615 Old Symsonia Road,Benton,KY,42025,25,(270) 527-4800
KINDRED HOSPITAL - ST LOUIS,262010,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-st-louis,MO,4930 Lindell Boulevard,Saint Louis,MO,63108,92,(314) 361-8700
ADVENTHEALTH FISH MEMORIAL,100072,https://www.adventhealth.com/hospital/adventhealth-fish-memorial,FL,1055 Saxon Boulevard,Orange City,FL,32763,257,(386) 917-5000
MONUMENT HEALTH STURGIS HOSPITAL,431321,https://directory.monument.health/facility/sd/sturgis/2140-junction-avenue-6671505,SD,2140 Junction Avenue,Sturgis,SD,57785,109,(605) 720-2400
ST VINCENT GENERAL HOSPITAL DISTRICT,061319,https://svghd.org,CO,822 West Fourth Street,Leadville,CO,80461,8,(719) 486-0230
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,https://www.uchicagomedicine.org,IL,5841 South Maryland Avenue,Chicago,IL,60637,678,(773) 702-1000
BANNER DESERT MEDICAL CENTER,030065,https://www.bannerhealth.com/locations/mesa/banner-desert-medical-center,AZ,1400 South Dobson Road,Mesa,AZ,85202,605,(480) 412-3000
METROHEALTH SYSTEM,360059,https://www.metrohealth.org/locations/main-campus,OH,2500 MetroHealth Drive,Cleveland,OH,44109,626,(216) 778-7800
AURORA WEST ALLIS MEDICAL CENTER,520139,https://www.aurorahealthcare.org/locations/hospital/aurora-west-allis-medical-center,WI,8901 West Lincoln Avenue,West Allis,WI,53227,202,(414) 328-6000
MEMORIAL HOSPITAL AT GULFPORT,250019,https://wearememorial.com/locations/memorial-health-system/,MS,4500 Thirteenth Street,Gulfport,MS,39501,454,(228) 867-4000
MAYERS MEMORIAL HOSPITAL,051305,https://www.mayersmemorial.com/,CA,43563 State Highway 299 East,Fall River Mills,CA,96028,115,(530) 336-5511
WILLOW CREST HOSPITAL,374017,https://www.willowcresthospital.com,OK,130 A Street Southwest,Miami,OK,74354,0,(918) 542-1836
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,https://www.bswhealth.com/locations/hillcrest/,TX,100 Hillcrest Medical Boulevard,Waco,TX,76712,210,(254) 202-2000
EASTPOINTE HOSPITAL,014017,https://altapointe.org/eastpointe-hospital/,AL,7400 Roper Lane,Daphne,AL,36526,66,(251) 378-6500
SENTARA CAREPLEX HOSPITAL,490093,https://www.sentara.com/hospitalslocations/locations/sentara-careplex-hospital.aspx,VA,3000 Coliseum Drive,Hampton,VA,23666,169,(757) 736-1000
NEXUS SPECIALTY HOSPITAL THE WOODLANDS,452057,https://nexuscontinuum.com/services/specialty-hospital/,TX,9182 Six Pines Drive,The Woodlands,TX,77380,75,(713) 482-4900
MILLWOOD HOSPITAL,454012,https://www.millwoodhospital.com,TX,1011 North Cooper Street,Arlington,TX,76011,134,(817) 765-6007
SPRING HARBOR HOSPITAL,204005,https://mainehealth.org/spring-harbor-hospital,ME,123 Andover Road,Westbrook,ME,04092,100,(207) 761-2200
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,151315,https://www.cameronmch.com,IN,416 East Maumee Street,Angola,IN,46703,25,(260) 665-2141
CLAY COUNTY HOSPITAL,010073,https://www.claycountyhospital.com,AL,83825 Highway 9,Ashland,AL,36251,129,(256) 354-2131
TRISTAR SKYLINE MEDICAL CENTER,440006,https://tristarhealth.com/locations/tristar-skyline/,TN,3441 Dickerson Pike,Nashville,TN,37207,407,(615) 769-2000
PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,390004,https://www.pennstatehealth.org/locations/penn-state-health-holy-spirit-medical-center,PA,503 North 21st Street,Camp Hill,PA,17011,306,(717) 763-2100
VIBRA SPECIALTY HOSPITAL OF PORTLAND,382004,https://vshportland.com/,OR,10300 Northeast Hancock Street,Portland,OR,97220,73,(503) 257-5500
FOUR COUNTY COUNSELING CENTER,154035,https://fourcounty.org,IN,1015 Michigan Avenue,Logansport,IN,46947,16,(574) 722-5151
ELLENVILLE REGIONAL HOSPITAL,331310,https://erhny.org/about-us/,NY,10 Healthy Way,Ellenville,NY,12428,25,(845) 647-6400
VANDERBILT UNIVERSITY MEDICAL CENTER,440039,https://www.vumc.org/main/home,TN,1211 Medical Center Drive,Nashville,TN,37232,"1,162",(615) 322-5000
OSF HEART OF MARY MEDICAL CENTER,140113,https://www.osfhealthcare.org/heart-of-mary/,IL,1400 West Park Street,Urbana,IL,61801,204,(217) 337-2000
WINONA HEALTH SERVICES,240044,https://www.winonahealth.org,MN,855 Mankato Avenue,Winona,MN,55987,41,(507) 454-3650
GLENDIVE MEDICAL CENTER,271332,https://www.gmc.org,MT,202 Prospect Drive,Glendive,MT,59330,61,(406) 345-3306
"JELLICO MEDICAL CENTER, INC",440180,https://www.jellicomc.com,TN,188 Hospital Lane,Jellico,TN,37762,54,(423) 784-7252
ADVENTHEALTH CONNERTON,102026,https://www.adventhealth.com/hospital/adventhealth-connerton,FL,9441 Health Center Drive,Land O Lakes,FL,34637,77,(813) 903-3700
THE CENTER FOR FORENSIC PSYCHIATRY,234041,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/center-for-forensic-psychiatry,MI,8303 Platt Road,Saline,MI,48176,272,(734) 429-2531
OSF LITTLE COMPANY OF MARY MEDICAL CENTER,140179,https://www.osfhealthcare.org/little-company-of-mary/,IL,2800 West 95th Street,Evergreen Park,IL,60805,220,(708) 422-6200
MERCY HEALTH-LORAIN HOSPITAL,360172,https://www.mercy.com/locations/hospitals/lorain/mercy-regional-medical-center,OH,3700 Kolbe Road,Lorain,OH,44053,232,(440) 960-4000
CARRUS SPECIALTY HOSPITAL,452041,https://www.carrushealth.com/inpatient-services/long-term-acute-care/,TX,1810 US Highway 82 West,Sherman,TX,75092,33,(903) 870-2600
SHASTA REGIONAL MEDICAL CENTER,050764,https://www.shastaregional.com,CA,1100 Butte Street,Redding,CA,96001,226,(530) 244-5400
POCAHONTAS COMMUNITY HOSPITAL,161305,https://www.pocahontashospital.org/,IA,606 Northwest Seventh Street,Pocahontas,IA,50574,25,(712) 335-3501
"ROY LESTER SCHNEIDER HOSPITAL,THE",480001,https://srmedicalcenter.org/about-us/our-facilities/roy-lester-schneider-hospital,VI,9048 Sugar Estate,Saint Thomas,VI,00802,149,(340) 776-8311
GOODLAND REGIONAL MEDICAL CENTER,171370,https://www.goodlandregional.com/,KS,220 West Second Street,Goodland,KS,67735,22,(785) 890-3625
SHOREPOINT HEALTH VENICE,100070,https://www.shorepointhealthvenice.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,FL,540 The Rialto,Venice,FL,34285,229,(941) 485-7711
U P M C WESTERN MARYLAND,210027,https://www.wmhs.com/,MD,12500 Willowbrook Road,Cumberland,MD,21502,204,(240) 964-7000
ALLEN COUNTY REGIONAL HOSPITAL,171373,https://www.saintlukeskc.org/locations/allen-county-regional-hospital?utm_source=allencountyregional&utm_medium=referral&utm_campaign=redirects,KS,3066 North Kentucky Street,Iola,KS,66749,25,(620) 365-1000
GREENWICH HOSPITAL ASSOCIATION -,070018,https://www.greenwichhospital.org/,CT,5 Perryridge Road,Greenwich,CT,06830,186,(203) 863-3000
COMMUNITY HOSPITAL OF BREMEN INC,151300,https://locations.beaconhealthsystem.org/in/bremen/community-hospital-of-bremen?_ga=2.62817516.1922029411.1640814320-1945991064.1640814320,IN,1020 High Road,Bremen,IN,46506,24,(574) 546-2211
SANTIAM HOSPITAL,380056,https://santiamhospital.org,OR,1401 North Tenth Avenue,Stayton,OR,97383,40,(503) 828-1034
ARKANSAS HEART HOSPITAL-ENCORE,040161,https://www.arheart.com/location/encore/,AR,1901 Encore Way,Bryant,AR,72019,34,(501) 213-4500
SUTTER LAKESIDE HOSPITAL,051329,https://www.sutterhealth.org/lakeside,CA,5176 Hill Road East,Lakeport,CA,95453,25,(707) 262-5000
AVERA DELLS AREA HOSPITAL  - CAH,431331,https://www.avera.org/locations/profile/avera-dells-area-hospital/,SD,909 North Iowa Avenue,Dell Rapids,SD,57022,21,(605) 428-5431
METHODIST HOSPITAL FOR SURGERY,670073,https://methodisthospitalforsurgery.com/,TX,17101 North Dallas Parkway,Addison,TX,75001,32,(469) 248-3900
US AIR FORCE HOSP,13002F,https://www.mountainhome.af.mil/Home/MedicalInformation.aspx,ID,"90 Hope Drive, Building 6000",Mountain Home Air Force Base,ID,83648,0,(208) 828-7900
ADVENTIST HEALTH ST HELENA,050013,https://www.adventisthealth.org/st-helena/,CA,10 Woodland Road,Saint Helena,CA,94574,127,(707) 963-3611
STAMFORD HOSPITAL,070006,https://www.stamfordhospital.org,CT,One Hospital Plaza ,Stamford,CT,06902,305,(203) 276-1000
INTERFAITH MEDICAL CENTER,330397,https://www.interfaithmedical.com/,NY,1545 Atlantic Avenue,Brooklyn,NY,11213,243,(718) 613-4000
OCEANS BEHAVIORAL HOSPITAL OF ALEXANDRIA,194096,https://oceanshealthcare.com/ohc-location/alexandria/,LA,2621 Bolton Avenue,Alexandria,LA,71303,24,(318) 448-8473
MOUNT NITTANY MEDICAL CENTER,390268,https://www.mountnittany.org/mount-nittany-medical-center,PA,1800 East Park Avenue,State College,PA,16803,260,(814) 231-7000
SOUTH SOUND BEHAVIORAL HOSPITAL,504015,https://www.southsoundbehavioralhospital.com/,WA,605 Woodland Square Loop Southeast,Lacey,WA,98503,108,(844) 949-8888
SELF REGIONAL HEALTHCARE,420071,https://www.selfregional.org,SC,1325 Spring Street,Greenwood,SC,29646,322,(864) 725-4111
WARD MEMORIAL HOSPITAL,451373,https://wardmemorial.com/,TX,406 South Gary Avenue,Monahans,TX,79756,25,(432) 943-2511
WENTWORTH-DOUGLASS HOSPITAL,300018,https://www.wdhospital.org/wdh,NH,789 Central Avenue,Dover,NH,03820,118,(603) 742-5252
TIDELANDS HEALTH REHABILITATION HOSPITALS,423033,https://www.encompasshealth.com/locations/tidelandshealth-murrellsinlet,SC,4070 Highway 17 Bypass South,Murrells Inlet,SC,29576,75,(843) 652-1415
WOODHULL MEDICAL & MENTAL HEALTH CENTER,330396,https://www.nychealthandhospitals.org/Woodhull/,NY,760 Broadway,Brooklyn,NY,11206,371,(718) 963-8000
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,670071,https://www.texashealth.org/Locations/Texas-Health-Heart-and-Vascular-Arlington,TX,811 Wright Street,Arlington,TX,76012,47,(817) 960-3500
RIVERWOOD HEALTHCARE CENTER,241305,https://riverwoodhealthcare.org/,MN,200 Bunker Hill Drive,Aitkin,MN,56431,25,(218) 927-2121
WAYNE COUNTY HOSPITAL,181321,https://www.waynehospital.org/,KY,166 Hospital Street,Monticello,KY,42633,25,(606) 348-9343
PRISMA HEALTH BAPTIST,420086,https://prismahealth.org/locations/hospitals/baptist-hospital,SC,Taylor at Marion Streets,Columbia,SC,29220,300,(803) 296-5010
KETTERING HEALTH GREENE MEMORIAL,360026,https://ketteringhealth.org/locations/kettering-health-greene-memorial-mc003/,OH,1141 North Monroe Drive,Xenia,OH,45385,13,(937) 352-2000
GROVE CREEK MEDICAL CENTER,130073,https://www.grovecreekmc.org,ID,350 North Meridian Street,Blackfoot,ID,83221,8,(208) 782-2900
TEXAS NEURO REHABILITATION CENTER,452038,https://texasneurorehab.com,TX,1106 West Dittmar Road,Austin,TX,78745,47,(512) 444-4835
HCA FLORIDA PUTNAM HOSPITAL,100232,https://www.hcafloridahealthcare.com/locations/putnam-hospital,FL,611 Zeagler Drive,Palatka,FL,32177,87,(386) 328-5711
PEACEHEALTH SOUTHWEST MEDICAL CENTER,500050,https://www.peacehealth.org/hospitals/southwest-medical-center,WA,400 Northeast Mother Joseph Place,Vancouver,WA,98664,429,(360) 514-2000
OPELOUSAS GENERAL HEALTH SYSTEM,190017,https://www.opelousasgeneral.com/,LA,539 East Prudhomme Street,Opelousas,LA,70570,197,(337) 948-3011
DOCTORS CENTER HOSPITAL BAYAMON,400102,https://www.tuhospitalfamiliar.com,PR,9 J Street,Bayamon,PR,00959,146,(787) 622-5421
OCH REGIONAL MEDICAL CENTER,250050,https://www.och.org,MS,400 Hospital Road,Starkville,MS,39759,88,(662) 323-4320
COX MONETT HOSPITAL,261329,https://www.coxhealth.com/about-us/cox-monett-hospital/,MO,1000 East Highway 60,Monett,MO,65708,25,(417) 235-3144
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",210051,https://www.luminishealth.org/en/locations/lhdcmc,MD,8118 Good Luck Road,Lanham,MD,20706,206,(301) 552-8118
UNIVERSAL BEHAVIORAL HEALTH HOSPITAL,194117,https://universal-behavioral-health-hospital.business.site/?utm_source=gmb&utm_medium=referral,LA,800 South Oak Street,Hammond,LA,70403,36,(985) 500-3265
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,https://ssha.us.com/,TX,4301 Vista Road,Pasadena,TX,77504,37,(713) 378-3000
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHE,183027,https://www.encompasshealth.com/kentuckyrehab,KY,201 Medical Village Drive,Edgewood,KY,41017,51,(859) 341-2044
COMMUNITY FAIRBANKS RECOVERY CENTER,150179,https://www.ecommunity.com/locations/community-fairbanks-recovery-center,IN,8102 Clearvista Parkway,Indianapolis,IN,46256,86,(317) 849-8222
ATRIUM HEALTH UNION,340130,https://atriumhealth.org/locations/detail/atrium-health-union,NC,600 Hospital Drive,Monroe,NC,28112,182,(980) 993-3100
INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,370240,https://www.integriscommunityhospital.com/locations/council-crossing/,OK,9417 North Council Road,Oklahoma City,OK,73162,40,(405) 500-3280
SELECT SPECIALTY HOSPITAL NORTHEAST,312019,https://www.selectspecialtyhospitals.com/locations-and-tours/nj/rochelle-park/northeast-nj/,NJ,96 Parkway,Rochelle Park,NJ,07662,62,(201) 221-2352
REGIONAL REHABILITATION HOSPITAL,013033,https://www.encompasshealth.com/locations/regionalrehab,AL,3715 US Highway 431 N,Phenix City,AL,36867,58,(334) 732-2200
STONEWALL MEMORIAL HOSPITAL DISTRICT,451318,https://www.stonewallhospital.org,TX,821 North Broadway Street,Aspermont,TX,79502,20,(940) 989-3551
SUTTER AMADOR HOSPITAL,050014,https://www.sutterhealth.org/amador,CA,200 Mission Boulevard,Jackson,CA,95642,52,(209) 223-7500
PAM SPECIALTY HOSPITAL OF SARASOTA,102018,https://pamhealth.com/index.php/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-of-Sarasota,FL,6150 Edgelake Drive,Sarasota,FL,34240,40,(941) 342-3000
CEDARS-SINAI MEDICAL CENTER,050625,https://www.cedars-sinai.org/,CA,8700 Beverly Boulevard,Los Angeles,CA,90048,882,(310) 423-3277
ARH OUR LADY OF THE WAY,181305,https://www.arh.org/locations/martin.aspx,KY,11203 Main Street,Martin,KY,41649,25,(606) 285-6400
ADAMS COUNTY REGIONAL MEDICAL CENTER,361326,https://www.acrmc.com/,OH,230 Medical Center Drive,Seaman,OH,45679,25,(937) 386-3400
INOVA MOUNT VERNON HOSPITAL,490122,https://www.inova.org/locations/inova-mount-vernon-hospital,VA,2501 Parker's Lane,Alexandria,VA,22306,237,(703) 664-7000
ASCENSION ST FRANCIS HOSPITAL,520078,https://healthcare.ascension.org/Locations/Wisconsin/WIWHE/Milwaukee-Ascension-St-Francis-Hospital,WI,3237 South 16th Street,Milwaukee,WI,53215,154,(414) 647-5000
OCHSNER REHABILITATION HOSPITAL,193099,https://www.ochsner.org/services/rehabilitation,LA,2614 Jefferson Highway,Jefferson,LA,70121,56,(504) 291-5100
HCA HOUSTON HEALTHCARE WEST,450644,https://hcahoustonhealthcare.com/locations/west/,TX,12141 Richmond Avenue,Houston,TX,77082,223,(281) 558-3444
LAKE HEALTH BEACHWOOD MEDICAL CENTER,360367,https://lakehealth.org/Locations/Beachwood-Medical-Center,OH,25501 Chagrin Boulevard,Beachwood,OH,44122,24,(216) 545-4800
TRISTAR SUMMIT MEDICAL CENTER,440150,https://tristarhealth.com/locations/tristar-summit/,TN,5655 Frist Boulevard,Hermitage,TN,37076,208,(615) 316-3000
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,https://thrive.kaiserpermanente.org/care-near-you/northern-california/santaclara/locations/santa-clara-medical-center/,CA,710 Lawrence Expressway,Santa Clara,CA,95051,331,(408) 851-1000
